ApplStandard,Brand,Cap,CEC_,Conn_Type,Country,delayStartMode,Depth,Height,Load_Type,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Prog Time,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Tot Wat Cons,Type,Water_Softener,Width,ExpDate,GrandDate,Product Class
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),FRANKE,12,433,Single,,,,,,TR60 ISX2,AS/NZS 2007.1:2005,1.7978,1.5,,,Normal 55C,80.0,"Australia,New Zealand",,25464,Superseded,15.7,Built-in,True,,2011-05-18,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),TEKA,12,256,Single,Italy,,600.0,850.0,,DW7 59 FIA,AS/NZS 2007.1:2005,3.27,3.0,,,Normal ECO,117.0,Australia,,27270,Superseded,16.9,Freestanding,False,600.0,2011-09-07,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),TEKA,12,256,Single,Italy,,600.0,850.0,,DW7 60 SA,AS/NZS 2007.1:2005,3.27,3.0,,,Normal ECO,117.0,Australia,,27270,Superseded,16.9,Freestanding,False,600.0,2011-09-07,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),TEKA,12,256,Single,Italy,,600.0,850.0,,DW7 60 FIA,AS/NZS 2007.1:2005,3.27,3.0,,,Normal ECO,117.0,Australia,,27270,Superseded,16.9,Freestanding,False,600.0,2011-09-07,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),TEKA,12,256,Single,Italy,,600.0,850.0,,DW7 80 FIA,AS/NZS 2007.1:2005,3.27,3.0,,,Normal ECO,117.0,Australia,,27270,Superseded,16.9,Freestanding,False,600.0,2011-09-07,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,10,332,Single,Italy,,450.0,820.0,,SNZ414IS,AS/NZS 2007.1:2005,2.0336,2.0,,, Normal eco,67.0,New Zealand,,27917,Superseded,12.0,Freestanding,False,450.0,,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,10,332,Single,Italy,,450.0,820.0,,SNZ414,AS/NZS 2007.1:2005,2.0336,2.0,,, Normal eco,67.0,New Zealand,,27917,Superseded,12.0,Freestanding,False,450.0,,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,14,270,Single,Italy,,600.0,850.0,,SA614X,AS/NZS 2007.1:2005,3.55,3.5,,,Normal ECO,123.0,New Zealand,,30212,Superseded,16.9,Freestanding,False,600.0,,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,14,270,Single,Italy,,600.0,850.0,,ST93P,AS/NZS 2007.1:2005,3.55,3.5,,,Normal ECO,123.0,New Zealand,,30212,Superseded,16.9,Freestanding,False,600.0,,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,14,270,Single,Italy,,600.0,850.0,,SNZ693IS,AS/NZS 2007.1:2005,3.55,3.5,,,Normal ECO,123.0,New Zealand,,30212,Superseded,16.9,Freestanding,False,600.0,,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,14,270,Single,Italy,,600.0,850.0,,SNZ693S,AS/NZS 2007.1:2005,3.55,3.5,,,Normal ECO,123.0,New Zealand,,30212,Superseded,16.9,Freestanding,False,600.0,,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,14,270,Single,Italy,,600.0,850.0,,SNZ614X,AS/NZS 2007.1:2005,3.55,3.5,,,Normal ECO,123.0,New Zealand,,30212,Superseded,16.9,Freestanding,False,600.0,,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),TEKA,10,335,Single,Italy,,600.0,850.0,,DW7 45 SA,AS/NZS 2007.1:2005,2.008,2.0,,,Normal ECO,71.0,Australia,,27873,Superseded,16.6,Freestanding,False,450.0,2011-09-07,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),TEKA,10,335,Single,Italy,,600.0,850.0,,DW7 45 FIA,AS/NZS 2007.1:2005,2.008,2.0,,,Normal ECO,71.0,Australia,,27873,Superseded,16.6,Freestanding,False,450.0,2011-09-07,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,401,Single,Italy,,600.0,820.0,,SNZ653S,AS/NZS 2007.1:2005,2.01,2.0,,,Normal ECO,75.0,New Zealand,,30210,Superseded,14.3,Freestanding,False,600.0,,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,401,Single,Italy,,600.0,820.0,,SNZ643W,AS/NZS 2007.1:2005,2.01,2.0,,,Normal ECO,75.0,New Zealand,,30210,Superseded,14.3,Freestanding,False,600.0,,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,401,Single,Italy,,600.0,820.0,,SNZ643IS,AS/NZS 2007.1:2005,2.01,2.0,,,Normal ECO,75.0,New Zealand,,30210,Superseded,14.3,Freestanding,False,600.0,,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,401,Single,Italy,,600.0,820.0,,SNZ643S,AS/NZS 2007.1:2005,2.01,2.0,,,Normal ECO,75.0,New Zealand,,30210,Superseded,14.3,Freestanding,False,600.0,,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),ASKO,14,358,Single,Sweden,,570.0,870.0,,D3110.  D3111.  D3230.  Professional,AS/NZS 2007.1:2005,2.7,2.5,,,Normal wash ECO (50c) ECO Dry (last rinse 60c),97.0,"Australia,New Zealand",,23909,Expired,13.9,Built-in,False,597.0,2011-02-08,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),IAG,12,367,Single,China,,,,,IDI6IE2,AS/NZS 2007.1:2005,2.26374,2.0,,,NORMAL,93.0,"Australia,New Zealand",,23500,Expired,11.5,Freestanding,False,,2010-12-06,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,235,Single,Italy,,600.0,580.0,,STH905,AS/NZS 2007.1:2005,3.5136,3.5,,, Normal eco,176.0,New Zealand,,27806,Superseded,12.6,Built-in,False,860.0,,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,235,Single,Italy,,600.0,580.0,,STO905,AS/NZS 2007.1:2005,3.5136,3.5,,, Normal eco,176.0,New Zealand,,27806,Superseded,12.6,Built-in,False,860.0,,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,401,Single,Italy,,600.0,820.0,,ST663,AS/NZS 2007.1:2005,2.0153,2.0,,,Normal ECO,75.0,New Zealand,,27920,Superseded,14.3,Built-in,False,600.0,,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),CONIA,12,384,Single,China,,,,,CDW1211,AS/NZS 2007.1:2005,2.14,2.0,,,Normal,140.0,"Australia,New Zealand",,23316,Expired,15.3,Freestanding,True,,2010-12-18,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),LG,12,251,Single,"""Korea, Republic of""",,600.0,850.0,,LD-1204M,AS/NZS 2007.1:2005,3.329,3.0,,,ECO 50,101.0,"Australia,New Zealand",,24200,Expired,20.0,Freestanding,False,600.0,2011-03-15,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),LG,12,251,Single,"""Korea, Republic of""",,600.0,850.0,,LD-1204W,AS/NZS 2007.1:2005,3.329,3.0,,,ECO 50,101.0,"Australia,New Zealand",,24200,Expired,20.0,Freestanding,False,600.0,2011-03-15,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),TECHNIKA,12,339,Single,China,,580.0,850.0,,TBD4 W,AS/NZS 2007.1:2005,2.48,2.0,,,Normal,114.0,"Australia,New Zealand",,27841,Superseded,18.6,Freestanding,False,600.0,2011-08-17,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),TECHNIKA,12,339,Single,China,,580.0,850.0,,TBD4 S/S,AS/NZS 2007.1:2005,2.48,2.0,,,Normal,114.0,"Australia,New Zealand",,27841,Superseded,18.6,Freestanding,False,600.0,2011-08-17,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),Haier,12,387,Single,China,,600.0,850.0,,HDW102**,AS/NZS 2007.1:2005,2.114973099,2.0,,,Normal and Economy,128.0,"Australia,New Zealand",,23921,Expired,14.6,Freestanding,False,600.0,2011-01-05,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),BOSCH,9,213,Single,Germany,,,,,SRU53E05AU,AS/NZS 2007.1:2005,2.98,2.5,,,Normal 45,143.0,"Australia,New Zealand",,31730,Expired,11.0,Built-in,False,,2011-12-13,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),Haier,12,367,Single,China,,,,,HDW700BI,AS/NZS 2007.1:2005,2.26374,2.0,,,NORMAL,93.0,"Australia,New Zealand",,23498,Expired,11.5,Freestanding,False,,2010-12-06,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),WHIRLPOOL,12,299,Single,Germany,,,,,ADP6940**,AS/NZS 2007.1:2005,2.933,2.5,,,ECO 40 degree C,89.0,"Australia,New Zealand",,23108,Expired,13.42,Freestanding,False,,2010-12-12,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),BOSCH,14,253,Single,Germany,,,,,SGU57M45AU,AS/NZS 2007.1:2005,3.738,3.5,,,Normal 45,109.0,"Australia,New Zealand",,27798,Expired,14.7,Built-in,False,,2011-12-13,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),TECHNIKA,14,286,Single,Turkey,,,,,TDX6,AS/NZS 2007.1:2005,3.3951,3.0,,,Normal,126.0,"Australia,New Zealand",,25898,Superseded,18.0,Freestanding,False,,2011-04-18,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),EUROART,12,382,Single,China,,580.0,850.0,,DS9000,AS/NZS 2007.1:2005,2.15,2.0,,,Normal,135.0,Australia,,24501,Expired,16.0,Freestanding,True,600.0,2011-03-13,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),ASKO,14,225,Single,Sweden,,570.0,820.0,,D3132,AS/NZS 2007.1:2005,4.07,4.0,,,Normal wash ECO(45c)Eco dry (last rinse 45c),100.0,"Australia,New Zealand",,23505,Expired,13.7,Built-in,False,597.0,2011-02-02,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),ASKO,14,225,Single,Sweden,,570.0,820.0,,D3430,AS/NZS 2007.1:2005,4.07,4.0,,,Normal wash ECO(45c)Eco dry (last rinse 45c),100.0,"Australia,New Zealand",,23505,Expired,13.7,Built-in,False,597.0,2011-02-02,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),ASKO,14,225,Single,Sweden,,570.0,820.0,,D3231,AS/NZS 2007.1:2005,4.07,4.0,,,Normal wash ECO(45c)Eco dry (last rinse 45c),100.0,"Australia,New Zealand",,23505,Expired,13.7,Built-in,False,597.0,2011-02-02,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),ASKO,14,225,Single,Sweden,,570.0,820.0,,D3121,AS/NZS 2007.1:2005,4.07,4.0,,,Normal wash ECO(45c)Eco dry (last rinse 45c),100.0,"Australia,New Zealand",,23505,Expired,13.7,Built-in,False,597.0,2011-02-02,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),MIELE,12,267,Single,Germany,,600.0,850.0,UNIVERSAL,G1220i,AS/NZS 2007.1:2005,3.15563,3.0,,,UNIVERSAL,130.0,"Australia,New Zealand",,18593,Expired,15.0,Freestanding,True,600.0,2009-11-24,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),MIELE,12,267,Single,Germany,,600.0,850.0,UNIVERSAL,G1220SCU,AS/NZS 2007.1:2005,3.15563,3.0,,,UNIVERSAL,130.0,"Australia,New Zealand",,18593,Expired,15.0,Freestanding,True,600.0,2009-11-24,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),MIELE,12,267,Single,Germany,,600.0,850.0,UNIVERSAL,G1220SC,AS/NZS 2007.1:2005,3.15563,3.0,,,UNIVERSAL,130.0,"Australia,New Zealand",,18593,Expired,15.0,Freestanding,True,600.0,2009-11-24,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),MIELE,12,267,Single,Germany,,600.0,850.0,UNIVERSAL,G1220,AS/NZS 2007.1:2005,3.15563,3.0,,,UNIVERSAL,130.0,"Australia,New Zealand",,18593,Expired,15.0,Freestanding,True,600.0,2009-11-24,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),FRANKE,12,364,Single,,,,,,TR60ECX,AS/NZS 2007.1:2005,2.2867,2.0,,,Normal,80.0,"Australia,New Zealand",,23063,Expired,18.1,Built-in,False,,2010-12-19,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),CONIA,12,383,Single,China,,580.0,850.0,,CDW1213,AS/NZS 2007.1:2005,2.14,2.0,,,Normal,140.0,"Australia,New Zealand",,24439,Superseded,15.3,Freestanding,True,600.0,2011-04-02,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),ASKO,14,224,Single,Sweden,,570.0,820.0,,D3152,AS/NZS 2007.1:2005,4.08,4.0,,,Normal Wash ECO (45c) ECO dry (last rinse 45c),100.0,"Australia,New Zealand",,23508,Expired,13.6,Built-in,False,597.0,2011-02-08,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),ASKO,14,224,Single,Sweden,,570.0,820.0,,D3630,AS/NZS 2007.1:2005,4.08,4.0,,,Normal Wash ECO (45c) ECO dry (last rinse 45c),100.0,"Australia,New Zealand",,23508,Expired,13.6,Built-in,False,597.0,2011-02-08,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),ASKO,14,224,Single,Sweden,,570.0,820.0,,D3530,AS/NZS 2007.1:2005,4.08,4.0,,,Normal Wash ECO (45c) ECO dry (last rinse 45c),100.0,"Australia,New Zealand",,23508,Expired,13.6,Built-in,False,597.0,2011-02-08,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),ASKO,14,224,Single,Sweden,,570.0,820.0,,D3351,AS/NZS 2007.1:2005,4.08,4.0,,,Normal Wash ECO (45c) ECO dry (last rinse 45c),100.0,"Australia,New Zealand",,23508,Expired,13.6,Built-in,False,597.0,2011-02-08,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),ASKO,14,224,Single,Sweden,,570.0,820.0,,D3350,AS/NZS 2007.1:2005,4.08,4.0,,,Normal Wash ECO (45c) ECO dry (last rinse 45c),100.0,"Australia,New Zealand",,23508,Expired,13.6,Built-in,False,597.0,2011-02-08,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),ASKO,14,224,Single,Sweden,,570.0,820.0,,D3250,AS/NZS 2007.1:2005,4.08,4.0,,,Normal Wash ECO (45c) ECO dry (last rinse 45c),100.0,"Australia,New Zealand",,23508,Expired,13.6,Built-in,False,597.0,2011-02-08,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),WHIRLPOOL,12,280,Single,Germany,,,,,ADP6515**,AS/NZS 2007.1:2005,3.0933,3.0,,,NORMAL 40 degree C,64.0,"Australia,New Zealand",,23096,Expired,13.5,Freestanding,False,,2010-12-12,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),WHIRLPOOL,12,280,Single,Germany,,,,,ADP6600**,AS/NZS 2007.1:2005,3.0933,3.0,,,NORMAL 40 degree C,64.0,"Australia,New Zealand",,23096,Expired,13.5,Freestanding,False,,2010-12-12,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),CONIA,12,383,Single,China,,580.0,850.0,,CDW1215,AS/NZS 2007.1:2005,2.14,2.0,,,Normal,150.0,"Australia,New Zealand",,24187,Superseded,16.0,Freestanding,True,600.0,2011-04-02,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),Siemens,14,225,Single,Germany,,,,,SE56T590AU,AS/NZS 2007.1:2005,4.0677,4.0,,,Normal 45,105.0,"Australia,New Zealand",,23831,Superseded,13.6,Built-in,False,,2011-09-21,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),Siemens,14,225,Single,Germany,,,,,SE66T372AU,AS/NZS 2007.1:2005,4.0677,4.0,,,Normal 45,105.0,"Australia,New Zealand",,23831,Superseded,13.6,Built-in,False,,2011-09-21,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,279,Single,Italy,,600.0,580.0,,STH903,AS/NZS 2007.1:2005,3.0324,3.0,,, Normal eco,176.0,New Zealand,,27915,Superseded,14.7,Built-in,False,860.0,,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,279,Single,Italy,,600.0,580.0,,STO903,AS/NZS 2007.1:2005,3.0324,3.0,,, Normal eco,176.0,New Zealand,,27915,Superseded,14.7,Built-in,False,860.0,,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),MIDEA,12,339,Single,China,,580.0,850.0,,WQP12-9107,AS/NZS 2007.1:2005,2.48,2.0,,,Normal,114.0,"Australia,New Zealand",,26053,Superseded,18.6,Freestanding,False,600.0,2011-05-15,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),MIDEA,12,339,Single,China,,580.0,850.0,,DL06-07,AS/NZS 2007.1:2005,2.48,2.0,,,Normal,114.0,"Australia,New Zealand",,26053,Superseded,18.6,Freestanding,False,600.0,2011-05-15,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),MIDEA,12,339,Single,China,,580.0,850.0,,DL06-05,AS/NZS 2007.1:2005,2.48,2.0,,,Normal,114.0,"Australia,New Zealand",,26053,Superseded,18.6,Freestanding,False,600.0,2011-05-15,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),MIDEA,12,339,Single,China,,580.0,850.0,,WQP12-9011E,AS/NZS 2007.1:2005,2.48,2.0,,,Normal,114.0,"Australia,New Zealand",,26053,Superseded,18.6,Freestanding,False,600.0,2011-05-15,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),MIDEA,12,339,Single,China,,580.0,850.0,,WQP12-9011D,AS/NZS 2007.1:2005,2.48,2.0,,,Normal,114.0,"Australia,New Zealand",,26053,Superseded,18.6,Freestanding,False,600.0,2011-05-15,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),MIDEA,12,339,Single,China,,580.0,850.0,,WQP12-9011C,AS/NZS 2007.1:2005,2.48,2.0,,,Normal,114.0,"Australia,New Zealand",,26053,Superseded,18.6,Freestanding,False,600.0,2011-05-15,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),MIDEA,12,339,Single,China,,580.0,850.0,,WQP12-9011B,AS/NZS 2007.1:2005,2.48,2.0,,,Normal,114.0,"Australia,New Zealand",,26053,Superseded,18.6,Freestanding,False,600.0,2011-05-15,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),MIDEA,12,339,Single,China,,580.0,850.0,,WQP12-9011A,AS/NZS 2007.1:2005,2.48,2.0,,,Normal,114.0,"Australia,New Zealand",,26053,Superseded,18.6,Freestanding,False,600.0,2011-05-15,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),MIDEA,12,339,Single,China,,580.0,850.0,,WQP12-9011,AS/NZS 2007.1:2005,2.48,2.0,,,Normal,114.0,"Australia,New Zealand",,26053,Superseded,18.6,Freestanding,False,600.0,2011-05-15,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),DEC,12,382,Single,China,,580.0,850.0,,DW1,AS/NZS 2007.1:2005,2.15,2.0,,,Normal wash,114.0,"Australia,New Zealand",,24569,Expired,17.6,Mobile,True,600.0,2011-03-13,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),DEC,12,382,Single,China,,580.0,850.0,,DWS,AS/NZS 2007.1:2005,2.15,2.0,,,Normal wash,114.0,"Australia,New Zealand",,24569,Expired,17.6,Mobile,True,600.0,2011-03-13,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),LG,14,259,Single,,,600.0,850.0,,LD-1415M,AS/NZS 2007.1:2005,3.6731,3.5,,,"Eco 50 , Triple Spray -Strong",110.0,"Australia,New Zealand",,23967,Expired,20.0,Freestanding,True,600.0,2011-03-15,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),LG,14,259,Single,,,600.0,850.0,,LD-1416T,AS/NZS 2007.1:2005,3.6731,3.5,,,"Eco 50 , Triple Spray -Strong",110.0,"Australia,New Zealand",,23967,Expired,20.0,Freestanding,True,600.0,2011-03-15,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),OMEGA,12,339,Single,China,,580.0,850.0,,DW2112WP,AS/NZS 2007.1:2005,2.486,2.0,,,Normal,114.0,"Australia,New Zealand",,27952,Superseded,18.63,Freestanding,True,600.0,2011-07-11,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),OMEGA,12,339,Single,China,,580.0,850.0,,SI2112P,AS/NZS 2007.1:2005,2.486,2.0,,,Normal,114.0,"Australia,New Zealand",,27952,Superseded,18.63,Freestanding,True,600.0,2011-07-11,2007-03-31,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),EUROMAID,14,275,Single,Turkey,,,,,DWH15,AS/NZS 2007.1:2005,3.56689,3.5,,,Eco 45 C,122.47,"Australia,New Zealand",,23159,Expired,16.7,Built-in,False,,2011-02-21,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),EUROMAID,14,275,Single,Turkey,,,,,DWS14,AS/NZS 2007.1:2005,3.56689,3.5,,,Eco 45 C,122.47,"Australia,New Zealand",,23159,Expired,16.7,Built-in,False,,2011-02-21,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),MIDEA,12,373,Single,China,,580.0,850.0,,WQP12-9240AS,AS/NZS 2007.1:2005,2.22,2.0,,,Normal,140.0,"Australia,New Zealand",,24367,Expired,17.0,Freestanding,False,600.0,2011-03-15,,
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),MIDEA,12,373,Single,China,,580.0,850.0,,WQP12-9240A,AS/NZS 2007.1:2005,2.22,2.0,,,Normal,140.0,"Australia,New Zealand",,24367,Expired,17.0,Freestanding,False,600.0,2011-03-15,,
AS/NZS 2007.2:2003 (Legacy),HELLER,12,350,Single,China,,540.0,820.0,Normal including prewash,HDW12ISS,AS/NZS 2007.1:2005,2.4,2.0,,,normal,113.0,"Australia,New Zealand",,17238,Expired,20.0,Built-in,True,595.0,2009-11-15,,
AS/NZS 2007.2:2003 (Legacy),SMEG,9,328,Single,Italy,,,,"N°2, Normal ECO",STA945-3,AS/NZS 2007.1:2005,1.772,1.5,,,"N° 2, Normal ECO",62.0,Australia,,17883,Expired,11.5,Built-in,False,,2009-11-15,,
AS/NZS 2007.2:2003 (Legacy),SMEG,14,270,Single,Italy,,,,NORMAL ECO,SA614-1/ PL614-1/ ST663-1,AS/NZS 2007.1:2005,3.556,3.5,,,Normal ECO,123.0,Australia,,21253,Expired,16.9,Freestanding,False,,2010-06-19,,
AS/NZS 2007.2:2003 (Legacy),SMEG,14,270,Single,Italy,,,,NORMAL ECO,ST693-1,AS/NZS 2007.1:2005,3.556,3.5,,,Normal ECO,123.0,Australia,,21253,Expired,16.9,Freestanding,False,,2010-06-19,,
AS/NZS 2007.2:2003 (Legacy),BLANCO,14,275,Single,Turkey,,,,Eco45 Deg C,BFDWC65X  BFDWC65W,AS/NZS 2007.1:2005,3.50505,3.5,,,Eco 45 deg C,120.0,Australia,,20360,Expired,16.4,Freestanding,False,,2010-06-07,,
AS/NZS 2007.2:2003 (Legacy),PRIMA,12,373,Single,China,,580.0,850.0,Normal wash,PDW012S,AS/NZS 2007.1:2005,2.22,2.0,,,Normal wash,138.0,"Australia,New Zealand",,20329,Expired,16.5,Freestanding,True,600.0,2010-05-09,,
AS/NZS 2007.2:2003 (Legacy),PRIMA,12,373,Single,China,,580.0,850.0,Normal wash,PDW012,AS/NZS 2007.1:2005,2.22,2.0,,,Normal wash,138.0,"Australia,New Zealand",,20329,Expired,16.5,Freestanding,True,600.0,2010-05-09,,
AS/NZS 2007.2:2003 (Legacy),MIELE,12,561,Dual,Germany,,600.0,850.0,Universal,G1170SCVI,AS/NZS 2007.1:2005,1.07,1.0,,,Universal,130.0,"Australia,New Zealand",,21418,Expired,19.1,Freestanding,True,600.0,2010-06-30,,
AS/NZS 2007.2:2003 (Legacy),MIELE,12,561,Dual,Germany,,600.0,850.0,Universal,G1170 VI,AS/NZS 2007.1:2005,1.07,1.0,,,Universal,130.0,"Australia,New Zealand",,21418,Expired,19.1,Freestanding,True,600.0,2010-06-30,,
AS/NZS 2007.2:2003 (Legacy),MIELE,12,561,Dual,Germany,,600.0,850.0,Universal,G1020 SCI,AS/NZS 2007.1:2005,1.07,1.0,,,Universal,130.0,"Australia,New Zealand",,21418,Expired,19.1,Freestanding,True,600.0,2010-06-30,,
AS/NZS 2007.2:2003 (Legacy),MIELE,12,561,Dual,Germany,,600.0,850.0,Universal,G1010 I,AS/NZS 2007.1:2005,1.07,1.0,,,Universal,130.0,"Australia,New Zealand",,21418,Expired,19.1,Freestanding,True,600.0,2010-06-30,,
AS/NZS 2007.2:2003 (Legacy),MIELE,12,561,Dual,Germany,,600.0,850.0,Universal,G1020,AS/NZS 2007.1:2005,1.07,1.0,,,Universal,130.0,"Australia,New Zealand",,21418,Expired,19.1,Freestanding,True,600.0,2010-06-30,,
AS/NZS 2007.2:2003 (Legacy),DOLCE,12,387,Single,China,,600.0,850.0,,DDW6F**,AS/NZS 2007.1:2005,2.114973099,2.0,,,Normal and Economy,128.0,"Australia,New Zealand",,22156,Expired,14.6,Freestanding,False,600.0,2010-09-06,,
AS/NZS 2007.2:2003 (Legacy),GLEM,12,391,Single,China,,,,NORMAL WASH,DW201*-GLEM,AS/NZS 2007.1:2005,2.093323005,2.0,,,NORMAL WASH,116.0,"Australia,New Zealand",,19491,Expired,12.83,Freestanding,False,,2010-03-16,,
AS/NZS 2007.2:2003 (Legacy),EMILIA,12,387,Single,China,,600.0,850.0,normal with ECO selected,DW101*-EM,AS/NZS 2007.1:2005,2.114973099,2.0,,,Normal and Economy,128.0,"Australia,New Zealand",,19489,Expired,14.6,Freestanding,False,600.0,2010-03-16,,
AS/NZS 2007.2:2003 (Legacy),GIANNI,12,387,Single,China,,600.0,850.0,normal with ECO selected,DW101*-GI,AS/NZS 2007.1:2005,2.114973099,2.0,,,Normal and Economy,128.0,"Australia,New Zealand",,19358,Expired,14.6,Freestanding,False,600.0,2010-03-10,,
AS/NZS 2007.2:2003 (Legacy),TEKA,12,473,Single,Italy,,600.0,820.0,,DW6 59 FI,AS/NZS 2007.1:2005,1.55236,1.5,,,Normal No: 3,113.0,"Australia,New Zealand",,22081,Expired,16.2,Built-in,False,600.0,2010-11-17,,
AS/NZS 2007.2:2003 (Legacy),FISHER & PAYKEL,6,132,Single,New Zealand,,,,Normal Eco ,DS603,AS/NZS 2007.1:2005,3.22,3.0,,,normal eco ,214.0,"Australia,New Zealand",,19354,Expired,8.76,Built-in,False,,2010-04-27,,
