ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model Name,Model No,N-Standard,New CEC,New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Type,Width,ExpDate,GrandDate,Product Class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,STIRLING,6,False,Autosensing,China,,,single,SCD6E,AS/NZS 2442.1:1996,265,2.12,2.0,Extra Dry/Full Heat,230.0,Australia,Approved,48193,4.702,,Vented,,2015-01-31,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,6,False,Autosensing,Germany,,,Each individual model number listed above,T 8627 WP,AS/NZS 2442.1:1996,134,6.317,6.0,Cottons Normal Plus,104.0,"Australia,New Zealand",Approved,41454,4.718,,Condenser,,2013-12-01,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SPEED QUEEN,9,True,Autosensing,United States,,,single,ATE50+,AS/NZS 2442.1:1996,405,2.0,2.0,"Delicate temp setting, Fabric Reg/Perm Press",114.0,Australia,Approved,43442,7.13,,Vented,,2014-07-20,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SPEED QUEEN,9,True,Autosensing,United States,,,single,ADE3T+,AS/NZS 2442.1:1996,405,2.0,2.0,"Delicate temp setting, Fabric Reg/Perm Press",114.0,Australia,Approved,43442,7.13,,Vented,,2014-07-20,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,DAEWOO,5,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,DWC-LD1412,AS/NZS 2442.1:1996,220,2.1451,2.0,Cupboard,212.0,"Australia,New Zealand",Approved,51782,4.004,44.86,Condenser,,2015-06-02,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Continental,6,False,Autosensing,China,,,single,CPG-DV-60Q3E,AS/NZS 2442.1:1996,266,2.09867,2.0,Cottons (Heavy),300.0,Australia,Approved,55685,4.69,,Vented,,2016-02-29,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Continental,6,False,Autosensing,China,,,single,DV-60Q3E,AS/NZS 2442.1:1996,266,2.09867,2.0,Cottons (Heavy),300.0,Australia,Approved,55685,4.69,,Vented,,2016-02-29,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ARISTON,8,False,Autosensing,Italy,,,Each individual model number listed above,AQCF 851 B U,AS/NZS 2442.1:1996,353,2.13,2.0,"Auto cotton, high heat, extra dry ",213.0,"Australia,New Zealand",Approved,48032,6.483,,Condenser,,2015-01-19,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,telmann,4,False,Timer,China,,,Each individual model number listed above,GYJ40-68,AS/NZS 2442.1:1996,180,2.0068,2.0,"200 Minutes , Strong Heat ",200.0,"Australia,New Zealand",Approved,41870,3.116,,Vented,,2014-01-27,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,telmann,4,False,Timer,China,,,Each individual model number listed above,GYJ40-88,AS/NZS 2442.1:1996,180,2.0068,2.0,"200 Minutes , Strong Heat ",200.0,"Australia,New Zealand",Approved,41870,3.116,,Vented,,2014-01-27,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SAMSUNG ELECTRONICS,5,False,Autosensing,"""Korea, Republic of"",China",,,Each individual model number listed above,DV665JW,AS/NZS 2442.1:1996,261,1.0936,1.0,Cupboard Dry,169.0,"Australia,Fiji,New Zealand",Approved,40645,4.176,,Vented,,2014-02-10,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ARISTON,5.5,True,Autosensing,Italy,,,Each individual model number listed above,AQXXMD 129,AS/NZS 2442.1:1996/Amdt 4:2006,227,2.55,2.5,"# 11 Cotton Cupboard Dry, 1200 rpm",242.0,"Australia,New Zealand",Approved,40222,4.395,35.0,Condenser,,2013-10-20,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,PYE,4,False,Timer,China,,,Each individual model number listed above,4PYECD,AS/NZS 2442.1:1996,180,2.0068,2.0,Strong dry,152.0,"Australia,New Zealand",Approved,40549,3.116,,Vented,,2013-11-23,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,HELLER,4,False,Timer,China,,,Each individual model number listed above,CD04,AS/NZS 2442.1:1996,180,2.0068,2.0,Strong dry,152.0,"Australia,New Zealand",Approved,40537,3.116,,Vented,,2013-10-28,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,PYE,6,False,Autosensing,China,,,Each individual model number listed above,CD06ELEC,AS/NZS 2442.1:1996,265,2.0068,2.0,"Full heat, Extra dry",191.0,"Australia,New Zealand",Approved,41859,4.702,,Vented,,2013-12-22,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ARISTON,4.5,True,Autosensing,Italy,,,single,CAWD125,AS/NZS 2442.1:1996,193,2.32,2.0,Cotton wardrobe (Cupboard) Dry,275.0,"Australia,New Zealand",Approved,40851,3.616,33.05,Condenser,,2013-11-16,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ARISTON,4.5,True,Autosensing,Italy,,,single,ARML125,AS/NZS 2442.1:1996,193,2.32,2.0,Cotton wardrobe (Cupboard) Dry,275.0,"Australia,New Zealand",Approved,40851,3.616,33.05,Condenser,,2013-11-16,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ARISTON,4.5,True,Autosensing,Italy,,,single,ARMF125,AS/NZS 2442.1:1996,193,2.32,2.0,Cotton wardrobe (Cupboard) Dry,275.0,"Australia,New Zealand",Approved,40851,3.616,33.05,Condenser,,2013-11-16,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,False,Autosensing,Germany,596.0,595.0,Each individual model number listed above,T 8000 WP,AS/NZS 2442.1:1996,156,6.327,6.0,Cottons Normal Plus,158.0,"Australia,New Zealand",Approved,55633,5.503,,Condenser,850.0,2016-01-06,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,INDESIT,4.5,True,Autosensing,Italy,,,Each individual model number listed above,WIDXL126,AS/NZS 2442.1:1996,193,2.32,2.0,Cotton wardrobe (Cupboard) Dry,275.0,"Australia,New Zealand",Approved,40875,3.616,33.05,Condenser,,2013-11-19,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,TELMANN,4,False,Timer,China,,,,GYJ40-88 ,AS/NZS 2442.1:1996/Amdt 4:2006,180,2.00683301501,2.0,Strong Dry program,200.0,"Australia,New Zealand",Approved,66717,3.166,,Vented,,2017-09-12,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,GVA,6,False,Autosensing,China,,,,GVA6KG,AS/NZS 2442.1:1996/Amdt 4:2006,265,2.12184812783,2.0,Extra dry/ full load,230.0,"Australia,New Zealand",Approved,63948,4.702,,Vented,,2017-04-18,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,INDESIT,7.5,False,Autosensing,Italy,,,Each individual model number listed above,IDCA 835 B,AS/NZS 2442.1:1996,325,2.24,2.0,Daily 1 (Ready to Wear) High Heat,185.0,"Australia,New Zealand",Approved,48141,5.923,,Condenser,,2015-01-20,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,GE,6,False,Autosensing,China,,,Each individual model number listed above,DIVH481CK0WW,AS/NZS 2442.1:1996,265,2.12,2.0,Cottons ,168.0,"Australia,New Zealand",Approved,53147,4.874,,Vented,,2015-09-13,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,4.5,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,WD14030RD,AS/NZS 2442.1:1996,220,1.5,1.5,Eco Dry,271.0,"Australia,New Zealand",Approved,40209,3.608,28.0,Condenser,,2013-10-14,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SAMSUNG ELECTRONICS,6,True,Autosensing,China,,,,WD856UHSAWQ,AS/NZS 2442.1:1996/Amdt 4:2006,290,1.56713676422,1.5,"Drying, Intensive Wash, 1200rpm",360.0,"Australia,Fiji,New Zealand",Approved,72352,4.703,95.0,Condenser,,2018-05-27,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SAMSUNG ELECTRONICS,4,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,WD8704EJA,AS/NZS 2442.1:1996,153,3.0068,3.0,"Drying,Cupboard dry,Intensive wash/ dry, 1200 rpm",247.0,"Australia,New Zealand",Approved,44575,3.173,63.82,Condenser,,2014-08-11,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,INDESIT,6,False,Autosensing,United Kingdom,,,Each individual model number listed above,IDV 65,AS/NZS 2442.1:1996,272,1.9614,1.5,Automatic B (large load) ,131.0,"Australia,New Zealand",Approved,49693,4.855,,Vented,,2015-07-01,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SAMSUNG ELECTRONICS,4,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,WD0754W8E,AS/NZS 2442.1:1996,165,2.5422,2.5,Drying course + Intensive,278.0,"Australia,New Zealand",Approved,57346,3.264,71.8,Condenser,,2016-04-16,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ONIX,4,False,Timer,China,,,Each individual model number listed above,GYJ40-68,AS/NZS 2442.1:1996,180,2.0068,2.0,Strong Heat ,200.0,"Australia,New Zealand",Approved,55399,3.116,,Vented,,2016-02-16,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,False,Autosensing,Germany,596.0,595.0,Each individual model number listed above,T 8927 WP,AS/NZS 2442.1:1996,156,6.327,6.0,Cottons Normal Plus,158.0,"Australia,New Zealand",Approved,55008,5.503,,Condenser,850.0,2015-12-08,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Smeg,3,True,Timer,Italy,550.0,850.0,,SAWD612,AS/NZS 2442.1:1996/Amdt 4:2006,134,2.05258139958,2.0,"Dry Program, 220 min, 1200 RPM",185.5,"Australia,New Zealand",Approved,69132,2.335,50.8,Condenser,595.0,2017-11-06,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,STIRLING,4,False,Timer,China,,,,GYJ40-88 ,AS/NZS 2442.1:1996/Amdt 4:2006,180,2.00683301501,2.0,Strong Dry program,200.0,"Australia,New Zealand",Approved,65964,3.166,,Vented,,2017-07-10,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,HOOVER,7,False,Autosensing,Turkey,600.0,850.0,Each individual model number listed above,DYC 8713BX,AS/NZS 2442.1:1996,346,1.4115,1.0,Bone dry,227.0,"Australia,New Zealand",Approved,59825,5.749,,Condenser,600.0,2016-08-07,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BEKO,7,False,Autosensing,Turkey,598.0,846.0,,DPU 7390 GX,AS/NZS 2442.1:1996/Amdt 4:2006,103,8.88506962443,6.0,Cottons-Extra Dry,172.0,"Australia,New Zealand",Approved,69293,5.638,0.0,Condenser,595.0,2017-11-14,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ARISTON,5.5,True,Autosensing,Italy,,,single,AQM9D 29 U,AS/NZS 2442.1:1996,227,2.55,2.5,No 11 Cottons Cupboard dry,240.0,"Australia,New Zealand",Approved,50071,4.395,34.9,Condenser,,2015-05-24,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ARISTON,5.5,True,Autosensing,Italy,,,single,AQXXMD 129,AS/NZS 2442.1:1996,227,2.55,2.5,No 11 Cottons Cupboard dry,240.0,"Australia,New Zealand",Approved,50071,4.395,34.9,Condenser,,2015-05-24,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,INDESIT,4.5,True,Autosensing,"Italy,Poland",,,Each individual model number listed above,IWDC 7125 B,AS/NZS 2442.1:1996,193,2.32,2.0,Cotton wardrobe (Cupboard) Dry,275.0,"Australia,New Zealand",Approved,45367,3.616,33.05,Condenser,,2014-08-31,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MEC,6,False,Autosensing,China,530.0,840.0,,MECCD06,AS/NZS 2442.1:1996/Amdt 4:2006,265,2.12184812783,2.0,"Full Heat, Extra Dry",230.0,Australia,Approved,69038,4.702,,Vented,595.0,2017-11-29,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,HOOVER,7,False,Autosensing,Turkey,600.0,850.0,,DYC 9713AX,AS/NZS 2442.1:1996/Amdt 4:2006,159,6.21353335889,6.0,Bone Dry,245.0,"Australia,New Zealand",Approved,64658,5.561,0.0,Condenser,600.0,2017-05-28,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ANDI,4,True,Timer,Italy,590.0,850.0,Each individual model number listed above,AFWD14LA8H,AS/NZS 2442.1:1996,141,3.509409,3.5,"DRY-200, 1400rpm",162.0,Australia,Approved,39200,3.115,69.0,Condenser,595.0,2013-12-09,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ANDI,3,True,Timer,Italy,550.0,850.0,Each individual model number listed above,AFWD12LA6H,AS/NZS 2442.1:1996,122,2.62986,2.5,"DRY-220, 1200rpm",186.0,Australia,Approved,39198,2.331,52.0,Condenser,595.0,2013-12-08,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SPEED QUEEN,9,True,Autosensing,United States,,,single,ADE32+,AS/NZS 2442.1:1996,405,2.0,2.0,"Delicate temp setting, Fabric Reg/Perm Press",114.0,Australia,Approved,46871,7.13,,Vented,,2014-11-17,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,4,True,Autosensing,"""Korea, Republic of""",850.0,550.0,,WD14022RD6,AS/NZS 2442.1:1996/Amdt 4:2006,190,1.67415040728,1.5,"Cupboard Dry, 1400rpm",264.0,"Australia,New Zealand",Approved,69858,3.158,25.0,Condenser,600.0,2017-12-17,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Smeg,7,False,Autosensing,Turkey,,,,SACD7,AS/NZS 2442.1:1996/Amdt 4:2006,313,2.04602505439,2.0,Cottons-Extra Dry,179.0,"Australia,New Zealand",Approved,70226,5.548,0.0,Condenser,,2018-02-06,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Omega,4,False,Timer,China,,,,OCD4W,AS/NZS 2442.1:1996/Amdt 4:2006,180,2.00683301501,2.0,Timer Used,141.7,"Australia,New Zealand",Approved,70048,3.131,,Vented,,2018-01-09,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Omega,6,False,Timer,China,,,,OCD6W,AS/NZS 2442.1:1996/Amdt 4:2006,266,2.09867247188,2.0,Timer Used,216.0,"Australia,New Zealand",Approved,70063,4.701,,Vented,,2018-01-09,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Smeg,7,False,Autosensing,Turkey,,,,SAHP7,AS/NZS 2442.1:1996/Amdt 4:2006,163,6.06065271499,6.0,Cottons-Extra Dry,225.0,"Australia,New Zealand",Approved,70225,5.59,0.0,Condenser,,2018-01-25,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,2.5,True,Autosensing,Germany,600.0,850.0,Each individual model number listed above,WT2670,AS/NZS 2442.1:1996,84,3.8036,3.5,Cottons Normal Plus,77.9,"Australia,New Zealand",Approved,54990,1.975,11.4,Condenser,600.0,2015-12-21,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,2.5,True,Autosensing,Germany,,,Each individual model number listed above,WT 2780,AS/NZS 2442.1:1996,77,4.36,4.0,Cottons Normal,164.0,"Australia,New Zealand",Approved,54142,1.975,12.71,Condenser,,2015-10-07,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,False,Autosensing,Germany,596.0,595.0,Each individual model number listed above,T 8827 WP,AS/NZS 2442.1:1996,156,6.327,6.0,Cottons Normal Plus,158.0,"Australia,New Zealand",Approved,51812,5.503,,Condenser,850.0,2015-07-14,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,False,Autosensing,Germany,596.0,595.0,Each individual model number listed above,T 8947 WP,AS/NZS 2442.1:1996,156,6.327,6.0,Cottons Normal Plus,158.0,"Australia,New Zealand",Approved,50629,5.503,,Condenser,850.0,2015-05-23,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Euroclean,6,False,Autosensing,China,555.0,850.0,,CS60Q1E,AS/NZS 2442.1:1996/Amdt 4:2006,252,2.43135507961,2.0,Cottons Strong,185.0,Australia,Approved,65605,4.727,,Vented,595.0,2017-07-03,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Coldstream,6,False,Autosensing,China,,,Each individual model number listed above,GDZ60-09E(W),AS/NZS 2442.1:1996,265,2.12,2.0,Extra Dry/Full Load,230.0,Australia,Approved,53577,4.702,,Vented,,2015-11-17,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BEKO,7,False,Autosensing,Turkey,530.0,846.0,,DCU 7330 X,AS/NZS 2442.1:1996/Amdt 4:2006,313,2.04602505439,2.0,Cottons-Extra Dry,179.0,"Australia,New Zealand",Approved,62054,5.548,,Condenser,595.0,2016-11-05,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BEKO,7,False,Autosensing,Turkey,598.0,846.0,,DPU 7360 GX,AS/NZS 2442.1:1996/Amdt 4:2006,163,6.06065271499,6.0,Cottons-Extra Dry,225.0,"Australia,New Zealand",Approved,62311,5.59,0.0,Condenser,595.0,2016-11-26,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BEKO,8,False,Autosensing,Turkey,598.0,846.0,,DCU 8330 GX,AS/NZS 2442.1:1996/Amdt 4:2006,350,2.18017206575,2.0,Cottons-Extra Dry,207.0,"Australia,New Zealand",Approved,62056,6.411,,Condenser,595.0,2016-11-05,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BEKO,7,False,Autosensing,Turkey,,,Each individual model number listed above,DV 7220 X,AS/NZS 2442.1:1996,305,2.2053,2.0,Cottons-Ready to Wear Plus,173.0,"Australia,New Zealand",Approved,60763,5.53,,Vented,,2016-09-05,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,EUROMAID,6,False,Autosensing,Turkey,,,Each individual model number listed above,COND6KG,AS/NZS 2442.1:1996,291,1.546,1.5,Cottons-Ready to Wear,187.0,"Australia,New Zealand",Approved,60780,4.852,,Condenser,,2016-09-05,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,EUROMAID,6,False,Autosensing,China,,,Each individual model number listed above,DE6KG,AS/NZS 2442.1:1996,265,2.12,2.0,"Extra Dry, Full Heat",201.0,"Australia,New Zealand",Approved,54855,4.7023,,Vented,,2015-11-24,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,STIRLING,5,False,Autosensing,China,,,single,SCD5E,AS/NZS 2442.1:1996,225,1.9983,1.5,"Full Heat, Extra Dry",150.0,"Australia,New Zealand",Approved,43114,3.973,,Vented,,2014-05-06,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,False,Autosensing,"Germany,Czech Republic",,,,T 8929 WP,AS/NZS 2442.1:1996/Amdt 4:2006,127,7.59624684621,6.0,Cottons Normal Plus,167.0,"Australia,New Zealand",Approved,62870,5.525,0.0,Condenser,,2017-02-06,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,False,Autosensing,"Germany,Czech Republic",,,,T 8001 WP,AS/NZS 2442.1:1996/Amdt 4:2006,127,7.59624684621,6.0,Cottons Normal Plus,167.0,"Australia,New Zealand",Approved,62862,5.525,0.0,Condenser,,2017-02-06,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,WHIRLPOOL,8,False,Autosensing,France,600.0,855.0,The family name designated above,WDEHP80C*,AS/NZS 2442.1:1996/Amdt 4:2006,155,7.19194540244,6.0,Cotton Cupboard Dry Drying Level 3,243.0,"Australia,Fiji,New Zealand",Approved,70957,6.339,0.0,Condenser,600.0,2018-03-25,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,6,True,Autosensing,"""Korea, Republic of""",,,single,WD12576FD,AS/NZS 2442.1:1996,248,2.5298,2.5,Dry-Eco,225.0,"Australia,New Zealand",Approved,41968,4.866,25.0,Condenser,,2014-01-18,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,6,True,Autosensing,"""Korea, Republic of""",,,single,WD12570FD,AS/NZS 2442.1:1996,248,2.5298,2.5,Dry-Eco,225.0,"Australia,New Zealand",Approved,41968,4.866,25.0,Condenser,,2014-01-18,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,4.5,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,WD14030FD,AS/NZS 2442.1:1996,220,1.5,1.5,Eco Dry,273.0,"Australia,New Zealand",Approved,41009,3.505,11.0,Condenser,,2013-11-25,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,7,False,Autosensing,Poland,,,,EDP2074PDW,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.02639783079,2.0,"Cottons, Strong Dry",191.0,"Australia,Fiji,New Zealand,Other",Approved,69933,5.5196,0.0,Condenser,,2017-12-21,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SAMSUNG ELECTRONICS,7,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,WD1102XVM,AS/NZS 2442.1:1996,305,2.205,2.0,Cupboard dry,365.0,"Australia,New Zealand",Approved,59306,5.617,114.08,Condenser,,2016-07-25,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,HAIER,6,False,Autosensing,China,,,Each individual model number listed above,HDY-D60,AS/NZS 2442.1:1996,284,1.6958,1.5,Extra Dry,184.0,"Australia,New Zealand",Approved,56753,4.747,,Vented,,2016-04-25,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,8,False,Autosensing,"""Korea, Republic of""",,,single,TD-C803E,AS/NZS 2442.1:1996,356,2.0756,2.0,Cotton Extra Dry,235.0,"Australia,New Zealand",Approved,54524,6.297,,Condenser,,2015-11-09,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,8,False,Autosensing,"""Korea, Republic of""",,,single,TD-C809E,AS/NZS 2442.1:1996,356,2.0756,2.0,Cotton Extra Dry,235.0,"Australia,New Zealand",Approved,54524,6.297,,Condenser,,2015-11-09,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,8,False,Autosensing,"""Korea, Republic of""",,,single,TD-C800E,AS/NZS 2442.1:1996,356,2.0756,2.0,Cotton Extra Dry,235.0,"Australia,New Zealand",Approved,54524,6.297,,Condenser,,2015-11-09,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,8,False,Autosensing,"""Korea, Republic of""",,,single,TD-C809E,AS/NZS 2442.1:1996,356,2.0756,2.0,Cotton Extra Dry,235.0,"Australia,New Zealand",Approved,46740,6.297,,Condenser,,2014-10-25,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,8,False,Autosensing,"""Korea, Republic of""",,,single,TD-C800E,AS/NZS 2442.1:1996,356,2.0756,2.0,Cotton Extra Dry,235.0,"Australia,New Zealand",Approved,46740,6.297,,Condenser,,2014-10-25,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Euroclean,6,False,Autosensing,China,545.0,840.0,,EC-600-5,AS/NZS 2442.1:1996/Amdt 4:2006,263,2.16846296729,2.0,Cott+/Full Heat,200.0,Australia,Approved,70793,4.8166,,Vented,595.0,2018-03-25,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Euromaid,4,False,Timer,China,435.0,700.0,,DM4KG,AS/NZS 2442.1:1996/Amdt 4:2006,180,2.00683301501,2.0,"200 minutes, strong heat",132.0,"Australia,Fiji,New Zealand",Approved,68888,3.116,,Vented,600.0,2017-11-01,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,8,False,Autosensing,"Germany,Czech Republic",,,,T 8861 WP,AS/NZS 2442.1:1996/Amdt 4:2006,149,7.43486363415,6.0,Cotton Extra dry,195.0,"Australia,New Zealand",Approved,67348,6.273,0.0,Condenser,,2017-08-20,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MXT,5,False,Autosensing,China,,,single,MCD5E,AS/NZS 2442.1:1996,225,1.9983,1.5,Full Heat; Extra Dry,150.0,"Australia,New Zealand",Approved,57515,3.973,,Vented,,2016-05-07,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,GVA,4,False,Timer,China,,,Each individual model number listed above,GVA4KG,AS/NZS 2442.1:1996,180,2.0068,2.0,Strong Heat ,200.0,"Australia,New Zealand",Approved,57133,3.116,,Vented,,2016-05-10,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6,False,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,TDC111V,AS/NZS 2442.1:1996,270,2.01,2.0,P3 Auto Normal Dry,112.0,Australia,Approved,56383,4.83,,Vented,595.0,2016-05-03,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ONIX,4,False,Timer,China,,,Each individual model number listed above,GYJ40-88,AS/NZS 2442.1:1996,180,2.0068,2.0,Strong Heat ,200.0,"Australia,New Zealand",Approved,52603,3.116,,Vented,,2015-11-01,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,HOOVER,5,True,Autosensing,Italy,600.0,850.0,Each individual model number listed above,WDYN 9646P,AS/NZS 2442.1:1996,178,3.4486,3.0,"Cottons, Extra dry",211.0,"Australia,New Zealand",Approved,51613,4.822,47.0,Condenser,600.0,2015-07-19,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,TEMPO,4,False,Timer,China,,,Each individual model number listed above,GYJ40-68,AS/NZS 2442.1:1996,180,2.0068,2.0,"200 Minutes, Strong Heat ",200.0,"Australia,New Zealand",Approved,41873,3.116,,Vented,,2014-01-27,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,TEMPO,4,False,Timer,China,,,Each individual model number listed above,GYJ40-88,AS/NZS 2442.1:1996,180,2.0068,2.0,"200 Minutes, Strong Heat ",200.0,"Australia,New Zealand",Approved,41873,3.116,,Vented,,2014-01-27,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,8,False,Autosensing,"""Korea, Republic of""",,,,TD-C8035E,AS/NZS 2442.1:1996/Amdt 4:2006,356,2.07558377919,2.0,Cotton Extra,235.0,"Australia,New Zealand",Approved,71363,6.297,0.0,Condenser,,2018-04-08,,
