ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model Name,Model No,N-Standard,New CEC,New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Type,Width,ExpDate,GrandDate,Product Class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,4,True,Autosensing,"""Korea, Republic of""",850.0,550.0,,WD1402CRD6,AS/NZS 2442.1:1996/Amdt 4:2006,190,1.67415040728,1.5,"Cupboard Dry, 1400rpm",264.0,"Australia,New Zealand",Approved,70529,3.158,25.0,Condenser,600.0,2018-02-12,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Haier,8,False,Autosensing,China,,,,HD80-01,AS/NZS 2442.1:1996/Amdt 4:2006,358,2.04111237598,2.0,Extra Dry ,216.0,"Australia,New Zealand",Approved,61781,6.347,0.0,Condenser,,2016-11-08,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,EUROMAID,6,False,Autosensing,Turkey,530.0,846.0,,CD6KG,AS/NZS 2442.1:1996/Amdt 4:2006,280,1.78305819515,1.5,cotton-Extra Dry,163.0,"Australia,New Zealand",Approved,71569,4.777,0.0,Condenser,595.0,2018-04-13,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Haier,6,False,Timer,"China,China,China",,,, HDY60M,AS/NZS 2442.1:1996/Amdt 4:2006,315,1.05832393792,1.0,200 min,183.6,"Australia,New Zealand",Approved,67903,5.894,,Vented,,2017-10-02,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Haier,6,False,Timer,"China,China,China",,,, HDY60M,AS/NZS 2442.1:1996/Amdt 4:2006,315,1.05832393792,1.0,200 min,183.6,"Australia,New Zealand",Approved,67903,5.894,,Vented,,2017-10-02,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Haier,6,False,Timer,"China,China,China",,,, HDY60M,AS/NZS 2442.1:1996/Amdt 4:2006,315,1.05832393792,1.0,200 min,183.6,"Australia,New Zealand",Approved,67903,5.894,,Vented,,2017-10-02,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,HAIER,7,False,Autosensing,China,620.0,855.0,single,HDY-D70ME,AS/NZS 2442.1:1996,323,1.86,1.5,Cotton Very Dry,150.0,"Australia,New Zealand",Approved,42534,5.458,,Condenser,595.0,2014-02-18,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,HAIER,7,False,Autosensing,China,620.0,855.0,single,HDY-D70,AS/NZS 2442.1:1996,323,1.86,1.5,Cotton Very Dry,150.0,"Australia,New Zealand",Approved,42534,5.458,,Condenser,595.0,2014-02-18,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,HAIER,7,False,Autosensing,China,620.0,855.0,single,HDY-C70ME,AS/NZS 2442.1:1996,323,1.86,1.5,Cotton Very Dry,150.0,"Australia,New Zealand",Approved,42534,5.458,,Condenser,595.0,2014-02-18,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,HAIER,7,False,Autosensing,China,620.0,855.0,single,HDY-C70,AS/NZS 2442.1:1996,323,1.86,1.5,Cotton Very Dry,150.0,"Australia,New Zealand",Approved,42534,5.458,,Condenser,595.0,2014-02-18,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Ariston,8,False,Autosensing,United Kingdom,,,,TCF 87B 6H1,AS/NZS 2442.1:1996/Amdt 4:2006,355,2.09289217143,2.0,"Program 1 Cotton, Extra Dry, High Heat",196.0,"Australia,Fiji,New Zealand",Approved,71101,6.4494,0.0,Condenser,,2018-05-23,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Ariston,7,False,Autosensing,United Kingdom,,,The family name designated above,TVF 75C 6H1; TVL 75C 6P1,AS/NZS 2442.1:1996/Amdt 4:2006,295,2.41046158116,2.0,"Program 1 Cotton, Extra Dry, High Heat",158.0,"Australia,Fiji,New Zealand",Approved,70760,5.464,,Vented,,2018-05-23,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Haier,6,False,Timer,China,,,, HDY-M60,AS/NZS 2442.1:1996/Amdt 4:2006,315,1.05832393792,1.0,200 min,183.6,"Australia,Fiji,New Zealand",Approved,71445,5.894,,Vented,,2018-04-26,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,7,False,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,T754HP,AS/NZS 2442.1:1996/Amdt 4:2006,164,6.02301877883,6.0,Auto Normal Dry,202.0,"Australia,New Zealand",Approved,66625,5.53,0.0,Condenser,595.0,2017-07-04,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,7,False,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,T784HP,AS/NZS 2442.1:1996/Amdt 4:2006,164,6.02301877883,6.0,Auto Normal Dry,202.0,"Australia,New Zealand",Approved,66625,5.53,0.0,Condenser,595.0,2017-07-04,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,8,False,Autosensing,Poland,,,,EDH3284PDW,AS/NZS 2442.1:1996/Amdt 4:2006,168,6.6963793614,6.0,Cottons Extra Dry,247.0,"Australia,Fiji,New Zealand,Other",Approved,69553,6.416,0.0,Condenser,,2018-01-03,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,8,False,Autosensing,Poland,,,,EDC2086PDW,AS/NZS 2442.1:1996/Amdt 4:2006,357,2.05832393792,2.0,Cottons Strong Dry,215.0,"Australia,New Zealand,Other",Approved,69226,6.3647,0.0,Condenser,,2017-11-20,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,5,True,Autosensing,Thailand,,,,EWW12832,AS/NZS 2442.1:1996/Amdt 4:2006,174,3.58846479036,3.5,Regular Extra Dryness,194.0,"Australia,Fiji,New Zealand,Other",Approved,70013,4.038,28.0,Condenser,,2018-01-16,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6,False,Autosensing,Sweden,595.0,850.0,single,T793C,AS/NZS 2442.1:1996,270,2.01,2.0,program 3 Auto Normal Dry,144.0,Australia,Approved,46976,4.7,,Condenser,595.0,2014-12-20,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6,False,Autosensing,Sweden,595.0,850.0,single,T783C,AS/NZS 2442.1:1996,270,2.01,2.0,program 3 Auto Normal Dry,144.0,Australia,Approved,46976,4.7,,Condenser,595.0,2014-12-20,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6,False,Autosensing,Sweden,595.0,850.0,single,T753C,AS/NZS 2442.1:1996,270,2.01,2.0,program 3 Auto Normal Dry,144.0,Australia,Approved,46976,4.7,,Condenser,595.0,2014-12-20,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6.5,False,Autosensing,Sweden,595.0,850.0,,TDC112V,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.01736018503,2.0,Auto Normal Dry,108.0,Australia,Approved,60999,5.1,,Vented,595.0,2016-11-06,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6.5,False,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,T754C,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.01736018503,2.0,Auto Normal Dry  ,144.0,Australia,Approved,60962,5.1,0.0,Condenser,595.0,2016-11-08,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6.5,False,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,T784C,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.01736018503,2.0,Auto Normal Dry  ,144.0,Australia,Approved,60962,5.1,0.0,Condenser,595.0,2016-11-08,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6.5,False,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,T794C,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.01736018503,2.0,Auto Normal Dry  ,144.0,Australia,Approved,60962,5.1,0.0,Condenser,595.0,2016-11-08,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Smeg,8,False,Autosensing,Turkey,,,,SACD8,AS/NZS 2442.1:1996/Amdt 4:2006,350,2.18017206575,2.0,Cottons-Extra Dry,207.0,"Australia,New Zealand",Approved,70265,6.411,0.0,Condenser,,2018-02-06,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Smeg,5.5,True,Timer,Italy,550.0,850.0,,SAWD814,AS/NZS 2442.1:1996/Amdt 4:2006,147,5.21247802411,5.0,"Dry program, 220 min, 1400rpm",165.7,"Australia,New Zealand",Approved,69191,3.108,67.8,Condenser,595.0,2017-11-12,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,7.5,True,Autosensing,"""Korea, Republic of""",767.0,982.0,,WD12595FD6,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.50999039111,2.5,Cotton ECo Extra High Spin,307.0,"Australia,New Zealand",Approved,71851,5.982,42.0,Condenser,686.0,2018-04-22,,Single product class
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MISTRAL,6,False,Timer,China,600.0,700.0,,MTD6,AS/NZS 2442.1:1996/Amdt 4:2006,266,2.09867247188,2.0,"strong heat program,  used once per week",200.0,"Australia,New Zealand",Approved,71360,4.701,,Vented,600.0,2018-05-07,,Single product class
