Appliance,Brand,Model.No,Country,CEC,SRI,Star,TotWatCons,Cap,Factoid1Name,Factoid1Value,Factoid2Name,Factoid2Value,Factoid3Name,Factoid3Value,Factoid4Name,Factoid4Value
Dish Washer,NEFF,S44M55N1EU,Germany,437,1.7743,1.5,15.2,12,Type,Built-in,Program Name,Eco 50å¡ C,Program Time,150,Standby Power Usage,0.05
Dish Washer,NEFF,S44E55NOEU,Germany,437,1.7743,1.5,15.2,12,Type,Built-in,Program Name,Eco 50å¡ C,Program Time,150,Standby Power Usage,0.05
Dish Washer,NEFF,S44M46N3EU,Germany,437,1.7743,1.5,15.2,12,Type,Built-in,Program Name,Eco 50å¡ C,Program Time,150,Standby Power Usage,0.05
Dish Washer,OMEGA,DW601WA,China,319,2.6567,2.5,15.7,12,Type,Freestanding,Program Name,Normal ,Program Time,124,Standby Power Usage,1.47
Dish Washer,OMEGA,DW601XA,China,319,2.6567,2.5,15.7,12,Type,Freestanding,Program Name,Normal ,Program Time,124,Standby Power Usage,1.47
Dish Washer,ARISTON,LKF 720,United Kingdom,386,2.554,2.5,15.6,14,Type,Freestanding,Program Name,Cycle 3,Program Time,163,Standby Power Usage,3.1
Dish Washer,ARISTON,LKF 720 X,United Kingdom,386,2.554,2.5,15.6,14,Type,Freestanding,Program Name,Cycle 3,Program Time,163,Standby Power Usage,3.1
Dish Washer,ARISTON,LBF 51 X,United Kingdom,386,2.554,2.5,15.6,14,Type,Freestanding,Program Name,Cycle 3,Program Time,163,Standby Power Usage,3.1
Dish Washer,LG,LD1453CFEN2,"""Korea, Republic of""",273,3.525511143,3.5,10.4,14,Type,Freestanding,Program Name,Eco and Soft Spray,Program Time,274,Standby Power Usage,0.46
Dish Washer,LG,LD1453BFEN2,"""Korea, Republic of""",273,3.525511143,3.5,10.4,14,Type,Freestanding,Program Name,Eco and Soft Spray,Program Time,274,Standby Power Usage,0.46
Dish Washer,LG,LD1453TFEN2,"""Korea, Republic of""",273,3.525511143,3.5,10.4,14,Type,Freestanding,Program Name,Eco and Soft Spray,Program Time,274,Standby Power Usage,0.46
Dish Washer,LG,LD1453MFEN2,"""Korea, Republic of""",273,3.525511143,3.5,10.4,14,Type,Freestanding,Program Name,Eco and Soft Spray,Program Time,274,Standby Power Usage,0.46
Dish Washer,LG,LD1453LFEN2,"""Korea, Republic of""",273,3.525511143,3.5,10.4,14,Type,Freestanding,Program Name,Eco and Soft Spray,Program Time,274,Standby Power Usage,0.46
Dish Washer,LG,LD1454CFES2,"""Korea, Republic of""",273,3.525511143,3.5,10.4,14,Type,Freestanding,Program Name,Eco and Soft Spray,Program Time,274,Standby Power Usage,0.46
Dish Washer,LG,LD1454BFES2,"""Korea, Republic of""",273,3.525511143,3.5,10.4,14,Type,Freestanding,Program Name,Eco and Soft Spray,Program Time,274,Standby Power Usage,0.46
Dish Washer,LG,LD1454TFES2,"""Korea, Republic of""",273,3.525511143,3.5,10.4,14,Type,Freestanding,Program Name,Eco and Soft Spray,Program Time,274,Standby Power Usage,0.46
Dish Washer,LG,LD1454MFES2,"""Korea, Republic of""",273,3.525511143,3.5,10.4,14,Type,Freestanding,Program Name,Eco and Soft Spray,Program Time,274,Standby Power Usage,0.46
Dish Washer,LG,LD1454LFES2,"""Korea, Republic of""",273,3.525511143,3.5,10.4,14,Type,Freestanding,Program Name,Eco and Soft Spray,Program Time,274,Standby Power Usage,0.46
Dish Washer,LG,LD1455CFCS2,"""Korea, Republic of""",273,3.525511143,3.5,10.4,14,Type,Freestanding,Program Name,Eco and Soft Spray,Program Time,274,Standby Power Usage,0.46
Dish Washer,LG,LD1455BFCS2,"""Korea, Republic of""",273,3.525511143,3.5,10.4,14,Type,Freestanding,Program Name,Eco and Soft Spray,Program Time,274,Standby Power Usage,0.46
Dish Washer,LG,LD1455MFCS2,"""Korea, Republic of""",273,3.525511143,3.5,10.4,14,Type,Freestanding,Program Name,Eco and Soft Spray,Program Time,274,Standby Power Usage,0.46
Dish Washer,LG,LD1455LFCS2,"""Korea, Republic of""",273,3.525511143,3.5,10.4,14,Type,Freestanding,Program Name,Eco and Soft Spray,Program Time,274,Standby Power Usage,0.46
Dish Washer,LG,LD1455TFCS2,"""Korea, Republic of""",273,3.525511143,3.5,10.4,14,Type,Freestanding,Program Name,Eco and Soft Spray,Program Time,274,Standby Power Usage,0.46
Dish Washer,LG,LD1452CFEN2,"""Korea, Republic of""",274,3.515260041,3.5,10.59,14,Type,Freestanding,Program Name,Eco Plus,Program Time,272,Standby Power Usage,0.502991
Dish Washer,LG,LD1452BFEN2,"""Korea, Republic of""",274,3.515260041,3.5,10.59,14,Type,Freestanding,Program Name,Eco Plus,Program Time,272,Standby Power Usage,0.502991
Dish Washer,LG,LD1452TFEN2,"""Korea, Republic of""",274,3.515260041,3.5,10.59,14,Type,Freestanding,Program Name,Eco Plus,Program Time,272,Standby Power Usage,0.502991
Dish Washer,LG,LD1452MFEN2,"""Korea, Republic of""",274,3.515260041,3.5,10.59,14,Type,Freestanding,Program Name,Eco Plus,Program Time,272,Standby Power Usage,0.502991
Dish Washer,LG,LD1452LFEN2,"""Korea, Republic of""",274,3.515260041,3.5,10.59,14,Type,Freestanding,Program Name,Eco Plus,Program Time,272,Standby Power Usage,0.502991
Dish Washer,LG,LD1452WFEN2,"""Korea, Republic of""",274,3.515260041,3.5,10.59,14,Type,Freestanding,Program Name,Eco Plus,Program Time,272,Standby Power Usage,0.502991
Dish Washer,MIDEA,L65X,China,319,2.6567,2.5,15.7,12,Type,Freestanding,Program Name,Normal ,Program Time,124,Standby Power Usage,1.47
Dish Washer,MIDEA,WQP12-9350A,China,319,2.6567,2.5,15.7,12,Type,Freestanding,Program Name,Normal ,Program Time,124,Standby Power Usage,1.47
Dish Washer,MIDEA,WQP12-9350,China,319,2.6567,2.5,15.7,12,Type,Freestanding,Program Name,Normal ,Program Time,124,Standby Power Usage,1.47
Dish Washer,MIDEA,WQP12-9250A,China,319,2.6567,2.5,15.7,12,Type,Freestanding,Program Name,Normal ,Program Time,124,Standby Power Usage,1.47
Dish Washer,MIDEA,WQP12-9250,China,319,2.6567,2.5,15.7,12,Type,Freestanding,Program Name,Normal ,Program Time,124,Standby Power Usage,1.47
Dish Washer,MIDEA,WQP12-9260,China,319,2.6567,2.5,15.7,12,Type,Freestanding,Program Name,Normal ,Program Time,124,Standby Power Usage,1.47
Dish Washer,BAUMATIC,BAD6005,China,319,2.656736948,2.5,15.667,12,Type,Freestanding,Program Name,Normal,Program Time,124,Standby Power Usage,0.1
Dish Washer,THINK,GED6005W,China,319,2.656736948,2.5,15.667,12,Type,Freestanding,Program Name,Normal,Program Time,124,Standby Power Usage,0.1
Dish Washer,VENINI,VED6005,China,319,2.656736948,2.5,15.667,12,Type,Freestanding,Program Name,Normal,Program Time,124,Standby Power Usage,0.1
Dish Washer,LINEA,LID6005,China,319,2.656736948,2.5,15.667,12,Type,Freestanding,Program Name,Normal,Program Time,124,Standby Power Usage,0.1
Dish Washer,D AMANI,DAD6005,China,319,2.656736948,2.5,15.667,12,Type,Freestanding,Program Name,Normal,Program Time,124,Standby Power Usage,0.1
Dish Washer,BONNE,BDF6*E2E,China,382,2.1514,2,11.5,12,Type,Freestanding,Program Name,Normal,Program Time,93,Standby Power Usage,2.12
Dish Washer,IKON,IKDW06,China,379,2.17,2,15.8,12,Type,Built-in,Program Name,"Normal problem, 20 degree / 60 degree",Program Time,136,Standby Power Usage,0.03
Dish Washer,SMEG,SA8211*WS,Italy,271,3.5461,3.5,16,14,Type,Freestanding,Program Name,NORMAL ECO,Program Time,162,Standby Power Usage,0.072
Dish Washer,BOSCH,SMU50E32AU,"Germany,Turkey",268,3.57,3.5,13.47,14,Type,Built-in,Program Name,Normal 45,Program Time,134,Standby Power Usage,0.124
Dish Washer,BOSCH,SMU50E35AU,"Germany,Turkey",268,3.57,3.5,13.47,14,Type,Built-in,Program Name,Normal 45,Program Time,134,Standby Power Usage,0.124
Dish Washer,BOSCH,SMS60M18AU,"Germany,Turkey",268,3.57,3.5,13.47,14,Type,Built-in,Program Name,Normal 45,Program Time,134,Standby Power Usage,0.124
Dish Washer,BOSCH,SMS50E38AU,"Germany,Turkey",268,3.57,3.5,13.47,14,Type,Built-in,Program Name,Normal 45,Program Time,134,Standby Power Usage,0.124
Dish Washer,BLANCO,DWS5X,Turkey,275,3.505,3.5,13.1,14,Type,Freestanding,Program Name,Program 5 is Eco 45 C,Program Time,120,Standby Power Usage,0.09
Dish Washer,GALANZ,W60A1A401A,China,274,3.09,3,13.8,12,Type,Built-in,Program Name,Normal ,Program Time,117,Standby Power Usage,0.06
Dish Washer,GALANZ,W60A1A401B,China,274,3.09,3,13.8,12,Type,Built-in,Program Name,Normal ,Program Time,117,Standby Power Usage,0.06
Dish Washer,GALANZ,W60A2A401A,China,274,3.09,3,13.8,12,Type,Built-in,Program Name,Normal ,Program Time,117,Standby Power Usage,0.06
Dish Washer,NEFF,S51M53X4EU ,Germany,405,2.211925056,2,10.5,13,Type,Built-in,Program Name,Eco 50 degC,Program Time,179,Standby Power Usage,2.122
Dish Washer,NEFF,S41M53N4EU ,Germany,405,2.211925056,2,10.5,13,Type,Built-in,Program Name,Eco 50 degC,Program Time,179,Standby Power Usage,2.122
Dish Washer,NEFF,S52M53X6EU ,Germany,405,2.211925056,2,10.5,13,Type,Built-in,Program Name,Eco 50 degC,Program Time,179,Standby Power Usage,2.122
Dish Washer,NEFF,S51M53X6EU,Germany,405,2.211925056,2,10.5,13,Type,Built-in,Program Name,Eco 50 degC,Program Time,179,Standby Power Usage,2.122
Dish Washer,NEFF,S41M53N8EU,Germany,405,2.211925056,2,10.5,13,Type,Built-in,Program Name,Eco 50 degC,Program Time,179,Standby Power Usage,2.122
Dish Washer,NEFF,S52M53X4EU,Germany,405,2.211925056,2,10.5,13,Type,Built-in,Program Name,Eco 50 degC,Program Time,179,Standby Power Usage,2.122
Dish Washer,BOSCH,SMS50E32AU,"Germany,Turkey",268,3.577336523,3.5,13.47,14,Type,Built-in,Program Name,Normal 45,Program Time,134,Standby Power Usage,0.124
Dish Washer,VENINI,VDWCA6SL,China,329,2.570196952,2.5,12,12,Type,Freestanding,Program Name,Normal,Program Time,114,Standby Power Usage,0
Dish Washer,VENINI,VDWCA6WH,China,329,2.570196952,2.5,12,12,Type,Freestanding,Program Name,Normal,Program Time,114,Standby Power Usage,0
Dish Washer,VENINI,VDW71W,China,264,3.619497818,3.5,13,14,Type,Freestanding,Program Name,Normal,Program Time,162,Standby Power Usage,0.21
Dish Washer,VENINI,VDW71S,China,264,3.619497818,3.5,13,14,Type,Freestanding,Program Name,Normal,Program Time,162,Standby Power Usage,0.21
Dish Washer,Hafele,538.21.131,China,191,2.151432303,2,8.7,6,Type,On Bench,Program Name,NORMAL,Program Time,108,Standby Power Usage,1.89
Dish Washer,Hafele,538.21.130,China,191,2.151432303,2,8.7,6,Type,On Bench,Program Name,NORMAL,Program Time,108,Standby Power Usage,1.89
Dish Washer,Linea,LDW60S,China,277,3.052541584,3,14.1,12,Type,Freestanding,Program Name,Normal,Program Time,129,Standby Power Usage,0.2927
Dish Washer,DAMANI,DDW60S,China,277,3.052541584,3,14.1,12,Type,Freestanding,Program Name,Normal,Program Time,129,Standby Power Usage,0.2927
Dish Washer,VENINI,VDW60S,China,277,3.052541584,3,14.1,12,Type,Freestanding,Program Name,Normal,Program Time,129,Standby Power Usage,0.2927
Dish Washer,VENINI,VDW60W,China,277,3.052541584,3,14.1,12,Type,Freestanding,Program Name,Normal,Program Time,129,Standby Power Usage,0.2927
Dish Washer,BAUMATIC,BDW60W,China,277,3.052541584,3,14.1,12,Type,Freestanding,Program Name,Normal,Program Time,129,Standby Power Usage,0.2927
Dish Washer,BAUMATIC,BDW60S,China,277,3.052541584,3,14.1,12,Type,Freestanding,Program Name,Normal,Program Time,129,Standby Power Usage,0.2927
Dish Washer,BAUMATIC,BDW70W,China,260,3.662302821,3.5,12.1,14,Type,Freestanding,Program Name,Normal,Program Time,167,Standby Power Usage,0.22
Dish Washer,BAUMATIC,BDW70S,China,260,3.662302821,3.5,12.1,14,Type,Freestanding,Program Name,Normal,Program Time,167,Standby Power Usage,0.22
Dish Washer,FISHER & PAYKEL,DD90STI2,Mexico,210,3.022340144,3,9.28,9,Type,Built-in,Program Name,Normal Eco,Program Time,299,Standby Power Usage,0.7033
Dish Washer,GALANZ,W60A3A401A,China,274,3.083071903,3,13.8,12,Type,Built-in,Program Name,Normal ,Program Time,117,Standby Power Usage,0.06
Dish Washer,GALANZ,W60A1A401D,China,274,3.083071903,3,13.8,12,Type,Built-in,Program Name,Normal ,Program Time,117,Standby Power Usage,0.06
Dish Washer,GALANZ,W60A2A401B,China,274,3.083071903,3,13.8,12,Type,Built-in,Program Name,Normal ,Program Time,117,Standby Power Usage,0.06
Dish Washer,GALANZ,W60A3A401F,China,274,3.083071903,3,13.8,12,Type,Built-in,Program Name,Normal ,Program Time,117,Standby Power Usage,0.06
Dish Washer,GALANZ,W60A1A401F,China,274,3.083071903,3,13.8,12,Type,Built-in,Program Name,Normal ,Program Time,117,Standby Power Usage,0.06
Dish Washer,GALANZ,W60A3A401E,China,274,3.083071903,3,13.8,12,Type,Built-in,Program Name,Normal ,Program Time,117,Standby Power Usage,0.06
Dish Washer,GALANZ,W60A1A401E,China,274,3.083071903,3,13.8,12,Type,Built-in,Program Name,Normal ,Program Time,117,Standby Power Usage,0.06
Dish Washer,FISHER & PAYKEL,DD90SDFT*2,Mexico,197,3.201505524,3,9.35,9,Type,Built-in,Program Name,normal eco,Program Time,146,Standby Power Usage,0.644
Dish Washer,BAUMATIC,BDW65S,China,264,3.6195,3.5,13,14,Type,Freestanding,Program Name,Normal ,Program Time,162,Standby Power Usage,0.21
Dish Washer,GVA,GVADW12SS,China,277,3.06268,3,14.1,12,Type,Freestanding,Program Name,Normal,Program Time,129,Standby Power Usage,0.2927
Dish Washer,GVA,GVADW12W,China,277,3.06268,3,14.1,12,Type,Freestanding,Program Name,Normal,Program Time,129,Standby Power Usage,0.2927
Dish Washer,Stirling,WQP12-9240,China,311,2.7279,2.5,12,12,Type,Freestanding,Program Name,Normal,Program Time,114,Standby Power Usage,0
Dish Washer,FISHER & PAYKEL,DD60CEX1,China,288,3.376,3,13.33,14,Type,Built-in,Program Name,Normal Eco,Program Time,130,Standby Power Usage,0.701
Dish Washer,FISHER & PAYKEL,DW60CEW1,China,288,3.376,3,13.33,14,Type,Built-in,Program Name,Normal Eco,Program Time,130,Standby Power Usage,0.701
Dish Washer,BOSCH,SMU50E05AU,"Germany,Turkey",268,3.37,3,13.47,13,Type,Built-in,Program Name,Normal 45,Program Time,135,Standby Power Usage,0.127
Dish Washer,FISHER & PAYKEL,DD60CCX1,China,272,3.5358,3.5,12.147,14,Type,Built-in,Program Name,Normal Eco,Program Time,150,Standby Power Usage,0.906734
Dish Washer,FISHER & PAYKEL,DW60CCW1,China,272,3.5358,3.5,12.147,14,Type,Built-in,Program Name,Normal Eco,Program Time,150,Standby Power Usage,0.906734
Dish Washer,BOSCH,SGI53E15AU,Turkey,310,3.191,3,13.6,14,Type,Built-in,Program Name,Normal 45,Program Time,140,Standby Power Usage,0.027
Dish Washer,BOSCH,SGU53E15AU,Turkey,310,3.191,3,13.6,14,Type,Built-in,Program Name,Normal 45,Program Time,140,Standby Power Usage,0.027
Dish Washer,BOSCH,SGU55E12AU,Turkey,310,3.191,3,13.6,14,Type,Built-in,Program Name,Normal 45,Program Time,140,Standby Power Usage,0.027
Dish Washer,BOSCH,SGU55E15AU,Turkey,310,3.191,3,13.6,14,Type,Built-in,Program Name,Normal 45,Program Time,140,Standby Power Usage,0.027
Dish Washer,BOSCH,SGV53E03AU,Turkey,310,3.191,3,13.6,14,Type,Built-in,Program Name,Normal 45,Program Time,140,Standby Power Usage,0.027
Dish Washer,BOSCH,SGS65M08AU,Turkey,310,3.191,3,13.6,14,Type,Built-in,Program Name,Normal 45,Program Time,140,Standby Power Usage,0.027
Dish Washer,BOSCH,SMS65M08AU,Germany,323,3.05,3,10.21,14,Type,Built-in,Program Name,Normal 45,Program Time,157,Standby Power Usage,0.127
Dish Washer,BOSCH,SCE53M05AU,Germany,180,3.12,3,10.01,8,Type,Built-in,Program Name,Normal 45,Program Time,167,Standby Power Usage,0.125
Dish Washer,BOSCH,SCE63M05AU,Germany,180,3.12,3,10.01,8,Type,Built-in,Program Name,Normal 45,Program Time,167,Standby Power Usage,0.125
Dish Washer,BOSCH,SRU53E15AU,Germany,215,2.956,2.5,11,9,Type,Built-in,Program Name,Normal 45,Program Time,143,Standby Power Usage,0.027
Dish Washer,ELECTROLUX/DISHLEX,DX303 WK,Italy,233,3.6,3.5,16.8,12,Type,Built-in,Program Name,Normal Eco,Program Time,99,Standby Power Usage,0
Dish Washer,ELECTROLUX/DISHLEX,DX303 SK,Italy,233,3.6,3.5,16.8,12,Type,Built-in,Program Name,Normal Eco,Program Time,99,Standby Power Usage,0
Dish Washer,DISHLEX,DX103 WK,Poland,332,2.59,2.5,17.8,12,Type,Built-in,Program Name,Regular Eco,Program Time,96,Standby Power Usage,0
Dish Washer,DISHLEX,DX103 SK,Poland,332,2.59,2.5,17.8,12,Type,Built-in,Program Name,Regular Eco,Program Time,96,Standby Power Usage,0
Dish Washer,BOSCH,SMU69M15AU,Germany,323,3.053987895,3,10.22,14,Type,Built-in,Program Name,Normal 45,Program Time,157,Standby Power Usage,0.125
Dish Washer,BOSCH,SMS69M18AU,Germany,323,3.053987895,3,10.22,14,Type,Built-in,Program Name,Normal 45,Program Time,157,Standby Power Usage,0.125
Dish Washer,WESTINGHOUSE,SB916SK,Italy,332,2.74,2.5,15.89,12,Type,Built-in,Program Name,Norm / Eco,Program Time,109,Standby Power Usage,0.089
Dish Washer,WESTINGHOUSE,SB916WK,Italy,332,2.74,2.5,15.89,12,Type,Built-in,Program Name,Norm / Eco,Program Time,109,Standby Power Usage,0.089
Dish Washer,SIEMENS,SN26M891AU,Germany,245,4.03,4,12.8,15,Type,Built-in,Program Name,Normal 45,Program Time,145,Standby Power Usage,0.592
Dish Washer,SIEMENS,SX66T091AU,Germany,245,4.03,4,12.8,15,Type,Built-in,Program Name,Normal 45,Program Time,145,Standby Power Usage,0.592
Dish Washer,SIEMENS,SN46T591AU,Germany,245,4.03,4,12.8,15,Type,Built-in,Program Name,Normal 45,Program Time,145,Standby Power Usage,0.592
Dish Washer,SIEMENS,SN46M591AU,Germany,245,4.03,4,12.8,15,Type,Built-in,Program Name,Normal 45,Program Time,145,Standby Power Usage,0.592
Dish Washer,SIEMENS,SN46E581AU,Germany,245,4.03,4,12.8,15,Type,Built-in,Program Name,Normal 45,Program Time,145,Standby Power Usage,0.592
Dish Washer,SIEMENS,SN26E281AU,Germany,245,4.03,4,12.8,15,Type,Built-in,Program Name,Normal 45,Program Time,145,Standby Power Usage,0.592
Dish Washer,SIEMENS,SX66T090AU,Germany,245,4.03,4,12.8,15,Type,Built-in,Program Name,Normal 45,Program Time,145,Standby Power Usage,0.592
Dish Washer,SIEMENS,SX56T590AU,Germany,245,4.03,4,12.8,15,Type,Built-in,Program Name,Normal 45,Program Time,145,Standby Power Usage,0.592
Dish Washer,Domain,DW60-*,China,319,2.6567,2.5,15.7,12,Type,Built-in,Program Name,Normal,Program Time,124,Standby Power Usage,1.47
Dish Washer,BOSCH,SKE53M05AU,Germany,135,3.12,3,7.17,6,Type,Built-in,Program Name,Normal 45,Program Time,168,Standby Power Usage,0.126
Dish Washer,BLANCO,BFD10XP,France,209,4.06,4,11.7,13,Type,Freestanding,Program Name,Normal Eco,Program Time,111,Standby Power Usage,0.96
Dish Washer,BLANCO,BSD9XP,France,215,3.99,3.5,11.7,13,Type,Freestanding,Program Name,Normal Eco,Program Time,111,Standby Power Usage,0.96
Dish Washer,BLANCO,BFD9XP,France,215,3.99,3.5,11.7,13,Type,Freestanding,Program Name,Normal Eco,Program Time,111,Standby Power Usage,0.96
Dish Washer,BLANCO,BID11P,France,293,3.1195,3,13.4,13,Type,Freestanding,Program Name,Normal Eco,Program Time,121,Standby Power Usage,0.765
Dish Washer,BLANCO,BFD8XP,France,351,2.6131,2.5,13.9,13,Type,Freestanding,Program Name,Normal Eco,Program Time,126,Standby Power Usage,0.755
Dish Washer,INDESIT,DI 623,Italy,473,1.5523,1.5,14.5,12,Type,Built-in,Program Name,No 2 Normal,Program Time,90,Standby Power Usage,0.059
Dish Washer,SMEG,SA8211*-2,Italy,275,3.505,3.5,13.6,14,Type,Freestanding,Program Name,Normal ECO,Program Time,157,Standby Power Usage,0.072
Dish Washer,SMEG,PL8210*-2,Italy,275,3.505,3.5,13.6,14,Type,Freestanding,Program Name,Normal ECO,Program Time,157,Standby Power Usage,0.072
Dish Washer,SMEG,SA8210BI,Italy,275,3.505,3.5,13.6,14,Type,Freestanding,Program Name,Normal ECO,Program Time,157,Standby Power Usage,0.072
Dish Washer,SMEG,SA8605BI,Italy,275,3.505,3.5,13.6,14,Type,Freestanding,Program Name,Normal ECO,Program Time,157,Standby Power Usage,0.072
Dish Washer,SMEG,SA8211*,Italy,275,3.505,3.5,13.6,14,Type,Freestanding,Program Name,Normal ECO,Program Time,157,Standby Power Usage,0.072
Dish Washer,SMEG,ST8605-1,Italy,275,3.505,3.5,13.6,14,Type,Freestanding,Program Name,Normal ECO,Program Time,157,Standby Power Usage,0.072
Dish Washer,SMEG,ST663-2,Italy,275,3.505,3.5,13.6,14,Type,Freestanding,Program Name,Normal ECO,Program Time,157,Standby Power Usage,0.072
Dish Washer,SMEG,PL8210*-1,Italy,275,3.505,3.5,13.6,14,Type,Freestanding,Program Name,Normal ECO,Program Time,157,Standby Power Usage,0.072
Dish Washer,SMEG,PL8605*8,Italy,275,3.505,3.5,13.6,14,Type,Freestanding,Program Name,Normal ECO,Program Time,157,Standby Power Usage,0.072
Dish Washer,SMEG,SA8605*8,Italy,275,3.505,3.5,13.6,14,Type,Freestanding,Program Name,Normal ECO,Program Time,157,Standby Power Usage,0.072
Dish Washer,SMEG,SA8210*-1,Italy,275,3.505,3.5,13.6,14,Type,Freestanding,Program Name,Normal ECO,Program Time,157,Standby Power Usage,0.072
Dish Washer,SMEG,SA8605*T8,Italy,275,3.505,3.5,13.6,14,Type,Freestanding,Program Name,Normal ECO,Program Time,157,Standby Power Usage,0.072
Dish Washer,BLANCO,BFD45X,Turkey,334,2.01674,2,14.58,10,Type,Freestanding,Program Name,Eco 50Cå¼ (program 3),Program Time,140,Standby Power Usage,0.057821
Dish Washer,GAGGENAU,DI461-131,Germany,406,2.205,2,10.7,13,Type,Built-in,Program Name,Eco 50 C,Program Time,140,Standby Power Usage,0.59
Dish Washer,GAGGENAU,DI460-131,Germany,406,2.205,2,10.7,13,Type,Built-in,Program Name,Eco 50 C,Program Time,140,Standby Power Usage,0.59
Dish Washer,GAGGENAU,DF461-161,Germany,406,2.205,2,10.7,13,Type,Built-in,Program Name,Eco 50 C,Program Time,140,Standby Power Usage,0.59
Dish Washer,GAGGENAU,DF460-161,Germany,406,2.205,2,10.7,13,Type,Built-in,Program Name,Eco 50 C,Program Time,140,Standby Power Usage,0.59
Dish Washer,GAGGENAU,DF241-161,Germany,406,2.205,2,10.7,13,Type,Built-in,Program Name,Eco 50 C,Program Time,140,Standby Power Usage,0.59
Dish Washer,GAGGENAU,DF240-161,Germany,406,2.205,2,10.7,13,Type,Built-in,Program Name,Eco 50 C,Program Time,140,Standby Power Usage,0.59
Dish Washer,Omega,ODW204X,Italy,264,3.619497818,3.5,12.6,14,Type,Freestanding,Program Name,Normal Eco,Program Time,147,Standby Power Usage,0.0277
Dish Washer,HOTPOINT,HPDW08SS,China,294,1.748756788,1.5,13.033,8,Type,On Bench,Program Name,NORMAL,Program Time,120,Standby Power Usage,0.288119
Dish Washer,HOTPOINT,HPDW08W,China,294,1.748756788,1.5,13.033,8,Type,On Bench,Program Name,NORMAL,Program Time,120,Standby Power Usage,0.288119
Dish Washer,HOTPOINT,HPDW06BISS,China,191,2.151432303,2,8.7,6,Type,Freestanding,Program Name,Normal,Program Time,108,Standby Power Usage,1.89
Dish Washer,HOTPOINT,HPDW06BI,China,191,2.151432303,2,8.7,6,Type,Freestanding,Program Name,Normal,Program Time,108,Standby Power Usage,1.89
Dish Washer,HOTPOINT,HPDW06AS,China,191,2.151432303,2,8.7,6,Type,Freestanding,Program Name,Normal,Program Time,108,Standby Power Usage,1.89
Dish Washer,HOTPOINT,HPDW06AW,China,191,2.151432303,2,8.7,6,Type,Freestanding,Program Name,Normal,Program Time,108,Standby Power Usage,1.89
Dish Washer,HOTPOINT,HPDW12SS,China,311,2.727945175,2.5,12,12,Type,Freestanding,Program Name,Normal,Program Time,115,Standby Power Usage,0
Dish Washer,HOTPOINT,HPDW12W,China,311,2.727945175,2.5,12,12,Type,Freestanding,Program Name,Normal,Program Time,115,Standby Power Usage,0
Dish Washer,Omega,VDW2,China,311,2.73,2.5,12,12,Type,Freestanding,Program Name,Normal,Program Time,113,Standby Power Usage,0
Dish Washer,BLANCO,BSD9XP,,244,3.6326,3.5,12.1,13,Type,Built-in,Program Name,Normal Eco,Program Time,114,Standby Power Usage,0.71
Dish Washer,BLANCO,BFD9XP,,244,3.6326,3.5,12.1,13,Type,Built-in,Program Name,Normal Eco,Program Time,114,Standby Power Usage,0.71
Dish Washer,SMEG,STA4648A,Italy,336,2,2,12,10,Type,Freestanding,Program Name,Normal ECO,Program Time,67,Standby Power Usage,0.073
Dish Washer,SMEG,SA4510*,Italy,336,2,2,12,10,Type,Freestanding,Program Name,Normal ECO,Program Time,67,Standby Power Usage,0.073
Dish Washer,Emilia,EDW61SS,China,319,2.65,2.5,15.7,12,Type,Freestanding,Program Name,Normal 2,Program Time,124,Standby Power Usage,1.64
Dish Washer,WESTINGHOUSE,SB908SK,Italy,332,2.74,2.5,15.89,12,Type,Built-in,Program Name,Norm / Eco,Program Time,109,Standby Power Usage,0.089
Dish Washer,WESTINGHOUSE,SB908WK,Italy,332,2.74,2.5,15.89,12,Type,Built-in,Program Name,Norm / Eco,Program Time,109,Standby Power Usage,0.089
Dish Washer,Westinghouse,WSF6605WR,Italy,273,3.317736604,3,11.4,13,Type,Freestanding,Program Name,Normal Eco,Program Time,110,Standby Power Usage,0.5
Dish Washer,Westinghouse,WSF6605XR,Italy,273,3.317736604,3,11.4,13,Type,Freestanding,Program Name,Normal Eco,Program Time,110,Standby Power Usage,0.5
Dish Washer,Electrolux,ESF66814XR,Italy,271,3.338351941,3,10.6,13,Type,Built-in,Program Name,Eco 50,Program Time,130,Standby Power Usage,0.102072
Dish Washer,Electrolux,ESL67040R,Italy,271,3.338351941,3,10.6,13,Type,Built-in,Program Name,Eco 50,Program Time,130,Standby Power Usage,0.102072
Dish Washer,ELECTROLUX/DISHLEX,EX302SJ,Australia,224,3.65,3.5,16.97,12,Type,Built-in,Program Name,Normal Eco,Program Time,108,Standby Power Usage,0.09
Dish Washer,ELECTROLUX/DISHLEX,EX302WJ,Australia,224,3.65,3.5,16.97,12,Type,Built-in,Program Name,Normal Eco,Program Time,108,Standby Power Usage,0.09
Dish Washer,ELECTROLUX/DISHLEX,DX403SJ,Australia,224,3.65,3.5,16.97,12,Type,Built-in,Program Name,Normal Eco,Program Time,108,Standby Power Usage,0.09
Dish Washer,ELECTROLUX/DISHLEX,DX302ISJ,Australia,224,3.65,3.5,16.97,12,Type,Built-in,Program Name,Normal Eco,Program Time,108,Standby Power Usage,0.09
Dish Washer,ELECTROLUX/DISHLEX,DX302SJ,Australia,224,3.65,3.5,16.97,12,Type,Built-in,Program Name,Normal Eco,Program Time,108,Standby Power Usage,0.09
