Appliance,Brand,Model.No,Country,CEC,SRI,Star,Cap,,,,,,,,
Refridgerator,WHIRLPOOL,6ES2FHKXRQ,,614,2.5017,2.5,640,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,WHIRLPOOL,6E*2***XR*,,614,2.5017,2.5,640,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,GENERAL ELECTRIC,GSE25SETC**,Mexico,797,1.894,1.5,755,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,GENERAL ELECTRIC,GSE25METC**,Mexico,797,1.894,1.5,755,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,GENERAL ELECTRIC,GSE25MGTC**,Mexico,797,1.894,1.5,755,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,DAEWOO,FR-450**,"""Korea, Republic of""",495,2.3296,2,405,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,DAEWOO,FRS-2411*,"""Korea, Republic of""",840,1.5912,1.5,721,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,DEC,HR-170T,China,308,0.9282,1,123,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,NIGHTINGALE,NF-488FR/A,China,518,2.2936,2,431,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SMEG,FAB32,Italy,406,2.7246,2.5,326,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BAUMATIC,BKMIR6,China,355,2.3754,2,211,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SRS539HW,China,756,1.4067,1,540,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG,SRG151PT,China,308,0.9555,1,127,Designation,Refrigerator,Configuration,Upright,Compartments,"Ice making,Fresh Food",,FALSE
Refridgerator,SAMSUNG,SRG150,China,308,0.9555,1,127,Designation,Refrigerator,Configuration,Upright,Compartments,"Ice making,Fresh Food",,FALSE
Refridgerator,ATD,CF260,China,335,2.6354,2.5,205,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,WESTINGHOUSE,WTM2900W,Australia,413,2.2832,2,284,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,BAUMATIC,BL150,China,299,0.9627,1,115,Designation,Cooled appliance,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,TURBO LINE,BRF280W,China,420,2.3259,2,300,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,TURBO LINE,BRF320W,China,442,2.4404,2,350.5,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,TURBO LINE,BRF398W,China,486,2.4224,2,407.7,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,MISTRAL,MCF105,China,260,2.3994,2,100,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,RANK ARENA,RACF150,China,296,2.5598,2.5,150,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,DOME,C62395,China,233,1.2313,1,39,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,DOME,C62292,China,282,2.6878,2.5,145,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,WESTINGHOUSE,WIM1000WC,China,204,2.3207,2,100,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,RANK ARENA,RAURF130,China,330,1.9746,1.5,143,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,HELLER,FRCH10,China,267,2.2977,2,100,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,BAUMATIC,CLFRSS,China,313,0.8092,1,115,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,BAUMATIC,CLFRW,China,313,0.8092,1,115,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,BAUMATIC,BKF150W,China,313,0.8092,1,115,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,BAUMATIC,BKF150SS,China,313,0.8092,1,115,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,RANK ARENA,RAURF90,China,248,2.3358,2,85,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,RANK ARENA,RABF120,China,270,1.3746,1,115,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SR244NME,Thailand,392,2.2242,2,244,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SELECTWARE,RD-44WR4HME,,458,2.3388,2,354.41,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,WANBAO,WB-70D,China,245,1.4574,1,80,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,ELBA,RF270,New Zealand,340,1.3085,1,266,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,CONIA,CF450,China,518,2.2936,2,431,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,ELBA,RF240B,New Zealand,460,1.7706,1.5,246,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,ELBA,RF169T,New Zealand,338,2.2011,2,172,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SELETWARE,RD-30WR4HM,China,414,2.1652,2,255.7,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SIGNATURE,BCD-193WC  HUALING,China,403,1.9438,1.5,215,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SIGNATURE,BCD-193WB,China,403,1.9438,1.5,215,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SIGNATURE,BCD-193WA,China,403,1.9438,1.5,215,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SIGNATURE,BCD-193WQ,China,403,1.9438,1.5,215,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SIGNATURE,SIG-253W,China,403,1.9438,1.5,215,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,DAEWOO,FRS-U20G**,"""Korea, Republic of""",760,1.5828,1.5,603,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,DAEWOO,FRS-U20E**,"""Korea, Republic of""",760,1.5828,1.5,603,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,DAEWOO,FRS-U20F**,"""Korea, Republic of""",760,1.5828,1.5,603,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,DAEWOO,FRS-U20D**,"""Korea, Republic of""",760,1.5828,1.5,603,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,WESTINGHOUSE,WTB2800P,Thailand,424,2.1501,2,276,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WTB2800W,Thailand,424,2.1501,2,276,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WTB2500P,Thailand,414,2.0588,2,246,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WTB2500W,Thailand,414,2.0588,2,246,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,LG,GR-B218STS,"""Korea, Republic of""",678,2.0277,2,622,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SIMPSON,SB510,Australia,589,2.1161,2,505,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SIMPSON,SS570A*01,"""Korea, Republic of""",676,1.9708,1.5,581,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SIMPSON,SB430,Australia,565,1.9446,1.5,431,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SIMPSON,STM3900MA,Australia,454,2.5204,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,BAUMATIC,BKSB6,China,355,2.3754,2,211,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BAUMATIC,BKTG6,China,355,2.3754,2,211,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BAUMATIC,BKMG6,China,355,2.3754,2,211,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SIMPSON,STM3000W,Australia,424,2.2842,2,302,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SIMPSON,STM4400W,Australia,486,2.4977,2,442,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SIMPSON,SBM5100MA,Australia,589,2.1161,2,505,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,LEMAIR,RQ-50M,China,251,1.0314,1,47.4,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,TURBO LINE,BFRV 90,China,248,2.3358,2,85,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,SHARP,SJ-T431R-SL,Thailand,460,2.7024,2.5,431,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SHARP,SJ-T431R-WH,Thailand,460,2.7024,2.5,431,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,NEC,NTM305RWH,China,430,2.1914,2,286,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,WESTINGHOUSE,WTM4400W,Australia,486,2.4977,2,442,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,ELBA,RF249T,New Zealand,387,2.2447,2,248,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,ELBA,RF120,New Zealand,291,1.0751,1,115,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,ELBA,RF150,New Zealand,395,1.4896,1,153,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,ELBA,RF210,New Zealand,473,1.3853,1,213,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,ELBA,RF331T,New Zealand,407,2.6526,2.5,329,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,ELBA,RF372B,New Zealand,498,2.1629,2,373,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,ELBA,RF381T,New Zealand,433,2.6593,2.5,380,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,ELBA,RF402B,New Zealand,528,2.0692,2,403,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,ELBA,RF411T,New Zealand,454,2.6147,2.5,411,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,ACQUA,GY-NE350RF,China,387,1.1502,1,349.8,Designation,Cooled appliance,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,ELBA,RC275,New Zealand,389,2.6116,2.5,275,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,ELBA,RC280,New Zealand,378,2.7283,2.5,276,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,TUSCANY,TCF-300,China,400,2.6377,2.5,294.6,Designation,Freezer,Configuration,Chest,Compartments,Cellar,,FALSE
Refridgerator,LG,GN-253CW,Indonesia,413,2.0932,2,253,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-CU415UL-ST-A,Thailand,580,1.4794,1,415,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food,Cellar,Special",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-CU415UL-W-A,Thailand,580,1.4794,1,415,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food,Cellar,Special",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-CU415U-ST-A,Thailand,580,1.4794,1,415,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food,Cellar,Special",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-CU415U-W-A,Thailand,580,1.4794,1,415,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food,Cellar,Special",,FALSE
Refridgerator,ELBA,RC701,New Zealand,696,2.2984,2,699,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,FISHER & PAYKEL,E150,New Zealand,395,1.4896,1,153,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,HELLER,FRCH15,China,296,2.5198,2.5,146.5,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,GENERAL ELECTRIC,GAU122SAMRBS,China,290,1.0955,1,115.22,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,GENERAL ELECTRIC,GAU122BAMRWW,China,290,1.0955,1,115.22,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,WHIRLPOOL,WRBX45BW,Brazil,520,2.3743,2,450,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,WHIRLPOOL,WRBX45BS,Brazil,520,2.3743,2,450,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,LG,GR-559FTD,"""Korea, Republic of""",550,2.6219,2.5,564,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,LG,GR-559FWD,"""Korea, Republic of""",550,2.6219,2.5,564,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,JUICE PROMOTION,BC-130B,China,272,1.4498,1,128,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SRS587ENW,China,687,1.9373,1.5,589,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,MEZZO,METF-10Q,China,270,2.0019,2,84.5,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,MATRIX,BF50,China,280,0.6198,1,48,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,WHIRLPOOL,6ED2FHGXVA,Mexico,685,2.0345,2,628,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,TRUE
Refridgerator,WHIRLPOOL,6ED2FHGXVQ,Mexico,685,2.0345,2,628,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,TRUE
Refridgerator,MITSUBISHI ELECTRIC,MR-H290UL-ST-A,Thailand,520,1.5686,1.5,290,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-H290U-ST-A,Thailand,520,1.5686,1.5,290,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-H290UL-W-A,Thailand,520,1.5686,1.5,290,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-H290U-W-A,Thailand,520,1.5686,1.5,290,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,ELBA,RC215,New Zealand,341,2.6543,2.5,215,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,HISENSE,HVF72A,China,277,1.6745,1.5,72,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,LUMINA,TF-10Q,China,270,2.0019,2,84.5,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,TELMANN,TR-15Q,China,314,0.7998,1,115.7,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SR245NME,China,394,2.2112,2,245,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,INDESIT,TAN 200 F (FE),China,358,2.0361,2,180.6,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,INDESIT,TFA 100 (FE),China,234,1.7879,1.5,100,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,HISENSE,HBFG50A,China,256,0.9514,1,47,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-260U-ST-A,Thailand,431,1.9772,1.5,260,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-260U-W-A,Thailand,431,1.9772,1.5,260,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-420UL-ST-A,Thailand,495,2.404,2,420,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-420U-ST-A,Thailand,495,2.404,2,420,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-420UL-W-A,Thailand,495,2.404,2,420,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-420U-W-A,Thailand,495,2.404,2,420,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-385UL-ST-A,Thailand,490,2.296,2,385,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-385U-ST-A,Thailand,490,2.296,2,385,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-385UL-W-A,Thailand,490,2.296,2,385,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-385U-W-A,Thailand,490,2.296,2,385,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SHARP,SJ-222S-SL,Thailand,391,2.2686,2,245,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,FISHER & PAYKEL,E450,New Zealand,330,2.1014,2,451,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,SHARP,SJ-339S-SL,Thailand,420,2.5811,2.5,339,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SHARP,SJ-308S-SL,Thailand,415,2.4688,2,308,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Haier,HFV160,China,320,2.372,2,160,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,GENERAL ELECTRIC,PSG25******,Mexico,729,2.2604,2,761,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,GENERAL ELECTRIC,PSG25,Mexico,729,2.2604,2,761,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,HISENSE,HVF180A,China,338,2.3584,2,179,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,HISENSE,HCF210A,China,342,2.5739,2.5,207,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,DAEWOO,FR-29***,"""Korea, Republic of""",390,2.2643,2,246,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
