ApplStandard,Brand,Cap,CEC Cold,CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class
AS/NZS 2040.2:2005,SAMSUNG,7,93,230,,70.52,False,Cold,China,True,,Drum,,0.5,Yes on both the warm and cold wash programs,Front,Drum,J1045,AS/NZS 2040.1:2005/Amdt 3:2010,4.2439,4.0,4.38e-07,2.0,"Cotton, 40C wash, 1000 rpm spin speed","Australia,New Zealand",2.19,27381,Expired,146.0,71.02,Drum,0.624,,2011-06-13,,
AS/NZS 2040.2:2005,SAMSUNG,7,93,230,,70.52,False,Cold,China,True,,Drum,,0.5,Yes on both the warm and cold wash programs,Front,Drum,J1045AV,AS/NZS 2040.1:2005/Amdt 3:2010,4.2439,4.0,4.38e-07,2.0,"Cotton, 40C wash, 1000 rpm spin speed","Australia,New Zealand",2.19,26170,Expired,146.0,71.02,Drum,0.624,,2011-06-13,,
AS/NZS 2040.2:2005,BOSCH,7,,220,,68.0,False,Cold,Thailand,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,WAE20261AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.204,4.0,0.0,2.26,"Cotton Stains 40deg, 1000rpm","Australia,New Zealand",0.15,36652,Expired,172.0,68.0,Drum,0.687,,2012-11-14,,
AS/NZS 2040.2:2005,BOSCH,10,,411,,95.8,False,Cold,United States,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,WBB24751AU,AS/NZS 2040.1:2005/Amdt 3:2010,3.846,3.5,0.0,2.99,"cOTTONS 40 deg C, Intensive 1200rpm spin","Australia,New Zealand",0.11,35309,Approved,134.0,95.8,Drum,0.594,,2013-06-09,,
AS/NZS 2040.2:2005,ELECTROLUX,8,72,456,Normal/Heavy,58.4,False,Dual,"Australia,Thailand",True,,Drum,,23.0,No,Top,Agitator,EWT806SA,AS/NZS 2040.1:2005/Amdt 3:2010,3.007,3.0,0.0,3.211,"Normal/Heavy, Medium Dirt Level, Eco","Australia,Fiji,New Zealand",0.0,37426,Expired,68.0,81.4,Non-Drum,0.67,,2013-01-29,,
AS/NZS 2040.2:2005,KLEENMAID,10,,411,,96.0,False,Cold,United States,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,KFL2000,AS/NZS 2040.1:2005/Amdt 3:2010,3.84647,3.5,0.0,2.99,"Cottons 40C, Intensive, 1200 rpm",Australia,0.11,38700,Approved,134.0,96.0,Drum,0.594,,2013-09-24,,
AS/NZS 2040.2:2005,MIELE,6.5,,315,,46.6,False,Dual,Germany,True,720.0,Drum,595.0,10.4,Yes on the warm wash program only,Front,Drum,PW 6065 PLUS LP,AS/NZS 2040.1:2005/Amdt 3:2010,3.397256,3.0,0.0,4.7,"Cottons Universal Intensive, 40C at 1400 rpm","Australia,New Zealand",3.64,34891,Expired,85.0,57.0,Drum,0.651,850.0,2012-07-22,,
AS/NZS 2040.2:2005,FISHER & PAYKEL,7,68,285,,79.0,False,Dual,Thailand,True,,Non Drum,,12.0,No,Top,Agitator,IW712,AS/NZS 2040.1:2005/Amdt 3:2010,3.76616,3.5,0.001,1.3,"Default, Cold/Warm, Eco (Save Water++)","Australia,New Zealand",0.0,39120,Approved,47.0,92.0,Non-Drum,0.65,,2013-09-04,,
AS/NZS 2040.2:2005,Galanz,6,67,281,standard cotton + temp. --,62.76,True,Dual,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,XQG60-A210TE,AS/NZS 2040.1:2005/Amdt 3:2010,3.45413963843,3.0,0.0,0.7,standard Cotton + temp. 40,"Australia,Fiji,New Zealand,Other",0.3,64765,Approved,189.0,62.76,Drum,0.66,,2017-06-14,,
AS/NZS 2040.2:2005,Galanz,6,67,281,standard cotton + temp. --,62.76,True,Dual,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,XQG60-A510TE,AS/NZS 2040.1:2005/Amdt 3:2010,3.45413963843,3.0,0.0,0.7,standard Cotton + temp. 40,"Australia,Fiji,New Zealand,Other",0.3,64765,Approved,189.0,62.76,Drum,0.66,,2017-06-14,,
AS/NZS 2040.2:2005,Galanz,6,67,281,standard cotton + temp. --,62.76,True,Dual,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,XQG60-A810TE,AS/NZS 2040.1:2005/Amdt 3:2010,3.45413963843,3.0,0.0,0.7,standard Cotton + temp. 40,"Australia,Fiji,New Zealand,Other",0.3,64765,Approved,189.0,62.76,Drum,0.66,,2017-06-14,,
AS/NZS 2040.2:2005,CANDY,8,,272,,77.9,False,Cold,Italy,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,GO 1282 D-04S,AS/NZS 2040.1:2005/Amdt 3:2010,4.1633,4.0,0.0,1.3,Cotton 40 Maximum Soiling,"Australia,New Zealand",0.17,39290,Approved,172.0,77.9,Drum,0.63167,,2013-11-05,,
AS/NZS 2040.2:2005,FISHER & PAYKEL,6,,317,,50.63,False,Cold,Turkey,True,,Drum,,0.62,Yes on both the warm and cold wash programs,Front,Drum,WH60F60W*,AS/NZS 2040.1:2005/Amdt 3:2010,3.3194,3.0,0.0,1.3078,Cotton 40,"Australia,New Zealand",0.2135,45481,Approved,172.0,51.25,Drum,0.573,,2014-09-08,,
AS/NZS 2040.2:2005,SAMSUNG ELECTRONICS,7,71,256,"Water Saving,  Cold, 3 Rinses, 800+ RPM",66.0,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,WF7708N6W,AS/NZS 2040.1:2005/Amdt 3:2010,4.05445,4.0,0.0,1.98,"Water Saving,  40° C, 3 Rinses, 800+ RPM","Australia,New Zealand",1.21,38208,Expired,172.0,66.0,Drum,0.613,,2013-04-23,,
AS/NZS 2040.2:2005,DAEWOO,4,41,444,"15 min Main Wash, 2 min Wash Spin, 5 min Rinse, 5 min Final Spin",65.89,False,Dual,"""Korea, Republic of""",False,,Non Drum,,23.08,No,Twin Tub,Agitator,DW-5014,AS/NZS 2040.1:2005/Amdt 3:2010,1.32082,1.0,0.0,0.3,"15 min Main Wash, 2 min Wash Spin, 5 min Rinse, 5 min Final Spin","Australia,New Zealand",0.0,38229,Expired,52.68,88.97,Non-Drum,0.723,,2013-05-29,,
AS/NZS 2040.2:2005,WHIRLPOOL,7.5,,360,,55.2,False,Dual,China,True,,Drum,,8.0,Yes on the warm wash program only,Front,Drum,WFS1071BW,AS/NZS 2040.1:2005/Amdt 3:2010,3.39,3.0,0.0,0.11,"Cotton 60*C, Eco, 1000RPM","Australia,Fiji,New Zealand",1.06,38505,Expired,158.3,63.3,Drum,0.671,,2013-05-25,,
AS/NZS 2040.2:2005,NEC,4.5,55,615,"Warm wash, Water level high, Fuzzy and Soak",90.53,False,Dual,"""Korea, Republic of""",True,540.0,Non Drum,855.0,31.68,No,Top,Impeller,NW-452,AS/NZS 2040.1:2005/Amdt 3:2010,0.7169,1.0,0.0,2.0,"Warm wash, Water level high, Fuzzy and Soak","Australia,New Zealand",1.76,29237,Expired,70.66,122.21,Non-Drum,0.802,530.0,2011-08-23,,
AS/NZS 2040.2:2005,MIELE,5.5,,199,NA,48.2,True,Cold,Germany,False,580.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,WT2670,AS/NZS 2040.1:2005/Amdt 3:2010,4.2316,4.0,0.1888,2.942,cotton 40 intensive ,"Australia,Fiji,New Zealand",0.116,24471,Expired,115.0,48.2,Drum,0.538,595.0,2011-06-08,,
AS/NZS 2040.2:2005,SAMSUNG ELECTRONICS,10,132,420,"Water Saving, 3 Rinses, 1200 rpm, Cold temperature",84.78,True,Cold,"""Korea, Republic of""",True,,Drum,,0.5,Yes on the warm wash program only,Front,Drum,WD8122CVW,AS/NZS 2040.1:2005/Amdt 3:2010,3.88,3.5,0.0,0.116,"Water Saving, 40°C,3 Rinses, 1200rpm","Australia,New Zealand",0.095,38691,Approved,179.12,85.28,Drum,0.548,,2013-06-22,,
AS/NZS 2040.2:2005,FISHER & PAYKEL,6,,310,,47.3,False,Dual,Turkey,,,Drum,,10.1,Yes on the warm wash program only,Front,Drum,WH60F60W1,AS/NZS 2040.1:2005/Amdt 3:2010,3.1801,3.0,,,Cotton 40 1000rpm,Australia,,22111,Expired,141.0,57.4,Drum,0.7,,2010-08-24,,
AS/NZS 2040.2:2005,FISHER & PAYKEL,6,,310,,47.3,False,Dual,Turkey,,,Drum,,10.1,Yes on the warm wash program only,Front,Drum,AWF 60 MD,AS/NZS 2040.1:2005/Amdt 3:2010,3.1801,3.0,,,Cotton 40 1000rpm,Australia,,22111,Expired,141.0,57.4,Drum,0.7,,2010-08-24,,
AS/NZS 2040.2:2005,SAMSUNG ELECTRONICS,10,132,420,"Water Saving, 3 Rinses, 1200 rpm, Cold temperature",84.78,True,Cold,"""Korea, Republic of""",True,,Drum,,0.5,Yes on the warm wash program only,Front,Drum,WD8122CVB,AS/NZS 2040.1:2005/Amdt 3:2010,3.88,3.5,0.0,0.116,"Water Saving, 40°C,3 Rinses, 1200rpm","Australia,New Zealand",0.095,38696,Approved,179.12,85.28,Drum,0.548,,2013-06-22,,
AS/NZS 2040.2:2005,WHIRLPOOL,6,,664,,92.0,False,Dual,United States,False,,Non Drum,,33.0,No,Top,Agitator,6ALBR6245***,AS/NZS 2040.1:2005/Amdt 3:2010,1.26,1.0,0.0,0.0,Regular Normal,"Australia,New Zealand",0.0,23912,Expired,42.0,125.0,Non-Drum,0.805,,2011-03-01,,
AS/NZS 2040.2:2005,CONIA,7,70,615,"Normal wash-15min  wash, 2 Rinse, 5 min Spin",143.63,False,Dual,China,True,,Non Drum,,32.16,No,Top,Impeller,CWM7001T,AS/NZS 2040.1:2005/Amdt 3:2010,1.84,1.5,0.0,1.07,"Normal wash-15min wash, 2 Rinse, 5 min Spin","Australia,New Zealand",1.07,24410,Expired,59.0,176.0,Non-Drum,0.801,,2011-03-04,,
AS/NZS 2040.2:2005,CONIA,5,,358,,51.0,False,Cold,China,False,,Drum,,,Yes on the warm wash program only,Front,Drum,CWM5002F,AS/NZS 2040.1:2005/Amdt 3:2010,2.209,2.0,0.0,0.46,"Cottons cycle, Intensive, 60 deg.C","Australia,New Zealand",0.0,24774,Expired,105.0,51.0,Drum,0.911,,2011-04-04,,
AS/NZS 2040.2:2005,Telmann,7,0,527,Not conducted,0.0,False,Dual,China,False,560.0,Non Drum,960.0,0.0,No,Top,Agitator,XQB70-670GPS,AS/NZS 2040.1:2005/Amdt 3:2010,2.44431752616,2.0,0.0,0.029,"Water Saving (Remaining default)(Water Level:Extra High, Water Temp:Warm","Australia,Fiji,New Zealand",0.029,62133,Approved,72.6,0.0,Non-Drum,0.59,581.0,2016-11-14,,
AS/NZS 2040.2:2005,BOSCH,6.5,,206,Cotton 40 900 rpm spin,62.0,False,Cold,Thailand,False,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,WAE18060AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.01688,4.0,0.136,1.322,Cotton 40 900 rpm spin,"Australia,New Zealand",0.136,27694,Expired,122.0,62.0,Drum,0.746,,2011-08-14,,
AS/NZS 2040.2:2005,MIELE,6.5,,202,,54.1,False,Cold,Germany,True,580.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,W3725,AS/NZS 2040.1:2005/Amdt 3:2010,4.404,4.0,0.0,2.26,Cottons Normal 40C,"Australia,New Zealand",0.15,32365,Expired,113.22,54.1,Drum,0.599,595.0,2012-01-15,,
AS/NZS 2040.2:2005,SAMSUNG ELECTRONICS,7,110,239,"Cotton, Cold, 3 rinses, 800 rpm",70.78,False,Cold,China,True,,Drum,,0.5,Yes on the warm wash program only,Front,Drum,J845,AS/NZS 2040.1:2005/Amdt 3:2010,4.1166,4.0,0.0,1.6,"Cotton, 40 C wash, 800 rpm spin","Australia,New Zealand",1.9,32674,Expired,164.97,71.28,Drum,0.652,,2012-02-04,,
AS/NZS 2040.2:2005,CENTREX,8,102,647,,99.93,False,Dual,China,False,590.0,Non Drum,962.0,32.47,No,Top,Impeller,CTW80700,AS/NZS 2040.1:2005/Amdt 3:2010,2.01,2.0,0.0,0.0,"Normal Warm, 15 min Wash, 1 Rinses, 5 min Spin, High Water Level","Australia,New Zealand",0.0,29581,Expired,45.0,133.4,Non-Drum,0.831,580.0,2012-05-29,,
AS/NZS 2040.2:2005,TIAG,6.5,97,278,Cotton Cold 1000 rpm Spin,64.58,False,Cold,"""Korea, Republic of""",True,,Drum,,,Yes on the warm wash program only,Front,Drum,TWF-65,AS/NZS 2040.1:2005/Amdt 3:2010,3.5212,3.5,0.0,3.3,Cotton 40C 1000 rpm Spin,"Australia,New Zealand",3.27,32275,Expired,145.65,64.58,Drum,0.739,,2011-12-19,,
AS/NZS 2040.2:2005,ARISTON,7,,358,,56.8,False,Dual,Italy,True,,Drum,,11.2,Yes on the warm wash program only,Front,Drum,AVXL 105,AS/NZS 2040.1:2005/Amdt 3:2010,3.25905,3.0,0.0,1.8,"Program No 3, Cotton 60°C, 1000 rpm","Australia,New Zealand",1.72,33256,Expired,113.0,68.0,Drum,0.664,,2012-04-10,,
AS/NZS 2040.2:2005,LG,6.5,77,752,Normal ,102.0,False,Dual,Thailand,True,,Non Drum,,40.1,No,Top,Impeller,WF-T656,AS/NZS 2040.1:2005/Amdt 3:2010,1.16377039,1.0,0.0,3.13,Normal ,"Australia,New Zealand",3.13,33157,Expired,60.0,142.1,Non-Drum,0.789,,2012-03-01,,
AS/NZS 2040.2:2005,LG,7.5,102,873,Normal ,124.3,False,Dual,Thailand,True,,Non Drum,,44.6,No,Top,Impeller,WT-H755TH,AS/NZS 2040.1:2005/Amdt 3:2010,1.15841506,1.0,0.0,3.07,Normal ,"Australia,New Zealand",3.07,33146,Expired,86.0,168.9,Non-Drum,0.773,,2012-03-21,,
AS/NZS 2040.2:2005,WHIRLPOOL,6.5,0,370,,,False,Cold,China,True,415.0,Drum,850.0,,Yes on both the warm and cold wash programs,Front,Drum,SPORTS65W,AS/NZS 2040.1:2005/Amdt 3:2010,3.04980364701,3.0,0.0,1.7,"Cotton 40 degree C,1000 rpm","Australia,Fiji,New Zealand",0.12,60785,Approved,247.47,0.0,Drum,0.64119,600.0,2016-10-06,,
AS/NZS 2040.2:2005,WHIRLPOOL,8,,530,,,False,Dual,United States,True,,Drum,,,No,Top,Impeller,6AWTW5700XW1,AS/NZS 2040.1:2005/Amdt 3:2010,2.50285192016,2.5,0.0,1.051,"Whites, Warm Temp, Medium Soil Level, Deep Clean, Presoak, High Spin Speed","Australia,Fiji,New Zealand",1.135,63486,Approved,88.75,0.0,Non-Drum,0.8,,2017-03-18,,
AS/NZS 2040.2:2005,CANDY,8,,300,,95.3,True,Cold,Italy,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,GO W496D-01S,AS/NZS 2040.1:2005/Amdt 3:2010,4.0845,4.0,0.0,1.2,Cotton 40 deg C; Max Soil Level; 1400 RPM,"Australia,New Zealand",0.2,56374,Approved,183.0,95.3,Drum,0.5696,,2016-05-25,,
AS/NZS 2040.2:2005,TELMANN,6,,501,,74.0,False,Dual,China,True,,Drum,,25.2,No,Top,Impeller,XQB60-803CLPS,AS/NZS 2040.1:2005/Amdt 3:2010,2.00233,2.0,0.0,0.0,"Soak, 18min Wash, 1 Rinse, 7min Spin, 53.0L Water Level","Australia,New Zealand",0.0,38804,Approved,69.0,99.2,Non-Drum,0.763,,2013-07-04,,
AS/NZS 2040.2:2005,GALANZ,7,71,318,Cotton 0; 1200 rpm,54.5,False,Dual,China,True,,Drum,,5.0,Yes on the warm wash program only,Front,Drum,XQG70-A112PE,AS/NZS 2040.1:2005/Amdt 3:2010,3.51805,3.5,0.0,1.12,Cotton 60; 1200 rpm ,"Australia,New Zealand",0.94,51760,Approved,228.1,59.5,Drum,0.663,,2016-01-23,,
AS/NZS 2040.2:2005,MIDEA,6,,443,,123.9,False,Dual,China,False,581.0,Non Drum,960.0,22.4,No,Top,Impeller,MQB60-660F,AS/NZS 2040.1:2005/Amdt 3:2010,2.172,2.0,0.0,0.0,"Normal, High Water Level","Australia,New Zealand",0.0,38860,Approved,59.0,146.3,Non-Drum,0.88,560.0,2013-07-17,,
AS/NZS 2040.2:2005,MIDEA,6,,443,,123.9,False,Dual,China,False,581.0,Non Drum,960.0,22.4,No,Top,Impeller,MQB60-660,AS/NZS 2040.1:2005/Amdt 3:2010,2.172,2.0,0.0,0.0,"Normal, High Water Level","Australia,New Zealand",0.0,38860,Approved,59.0,146.3,Non-Drum,0.88,560.0,2013-07-17,,
AS/NZS 2040.2:2005,CANDY,7,,259,,70.9,False,Cold,Italy,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,GO 107-04S,AS/NZS 2040.1:2005/Amdt 3:2010,3.78385,3.5,0.0,0.83,40 coloured,"Australia,New Zealand",0.17,38864,Approved,164.0,70.9,Drum,0.751,,2013-08-19,,
AS/NZS 2040.2:2005,LG,5.5,130,475,Eco Cotton cold wash water level 4 program,58.0,False,Dual,China,True,540.0,Drum,925.0,20.0,No,Top,Pulsator,WT-H550,AS/NZS 2040.1:2005/Amdt 3:2010,2.0,2.0,1e-05,0.08,Eco cotton warm wash water level 4 program,"Australia,New Zealand",0.01,54620,Approved,186.0,78.0,Non-Drum,0.69174,540.0,2015-11-08,,
AS/NZS 2040.2:2005,ELECTROLUX,8,141,334,Cottons + cold,55.63,False,Cold,Thailand,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,EWF14811,AS/NZS 2040.1:2005/Amdt 3:2010,4.0,4.0,0.0002,5.22,Cotton eco 60,"Australia,New Zealand",0.07,57257,Approved,224.0,55.63,Drum,0.49,,2016-05-03,,
AS/NZS 2040.2:2005,LG,10,,295,,84.2,True,Dual,"""Korea, Republic of""",True,,Drum,,0.8,Yes on the warm wash program only,Front,Drum,WD-1256RD,AS/NZS 2040.1:2005/Amdt 3:2010,4.54881149,4.5,0.0,0.3,"Cotton 40 C, Intensive, Eco-Steam, Rinse-Normal,1200 rpm","Australia,New Zealand",0.3,36221,Expired,134.0,85.0,Drum,0.578,,2012-11-14,,
AS/NZS 2040.2:2005,LG,10,,295,,84.2,True,Dual,"""Korea, Republic of""",True,,Drum,,0.8,Yes on the warm wash program only,Front,Drum,WD-1255RD,AS/NZS 2040.1:2005/Amdt 3:2010,4.54881149,4.5,0.0,0.3,"Cotton 40 C, Intensive, Eco-Steam, Rinse-Normal,1200 rpm","Australia,New Zealand",0.3,36221,Expired,134.0,85.0,Drum,0.578,,2012-11-14,,
AS/NZS 2040.2:2005,PANASONIC,10,,310,,80.1,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,NA-140VX3,AS/NZS 2040.1:2005/Amdt 3:2010,4.5118,4.5,2e-05,0.2,Cotton Rinse Plus; 40 deg C; Eco; 1400 RPM,"Australia,New Zealand",0.2,59765,Approved,217.0,80.1,Drum,0.5506,,2016-08-07,,
AS/NZS 2040.2:2005,TELMANN,4.5,,402,,62.9,False,Dual,China,False,,Non Drum,,21.3,No,Top,Impeller,XQB45-268GPS,AS/NZS 2040.1:2005/Amdt 3:2010,1.8585,1.5,0.0,0.007,"Normal 15min Wash, 1 Rinse, 5min Spin, Maximum Water level and 800RPM","Australia,New Zealand",0.007,39147,Approved,37.0,84.2,Non-Drum,0.74,,2013-09-21,,
AS/NZS 2040.2:2005,LG,10,,385,,69.8,False,Dual,"""Korea, Republic of""",True,,Drum,,13.8,Yes on the warm wash program only,Front,Drum,WD-13050SD,AS/NZS 2040.1:2005/Amdt 3:2010,4.0067,4.0,0.00027,0.04,"Cotton Normal, Steam,Spin Speed Extra High","Australia,New Zealand",0.04,39148,Approved,157.0,83.6,Drum,0.58156,,2013-08-10,,
AS/NZS 2040.2:2005,SAMSUNG,6,84,212,"Cotton , Cold wash, 1200 rpm spin",47.7,False,Cold,China,True,,Drum,,0.5,No,Front,Drum,B1245AV,AS/NZS 2040.1:2005/Amdt 3:2010,3.980577,3.5,0.000125,2.31,"Cotton, 40C, 1200 rpm spin",New Zealand,2.31,34579,Approved,128.0,48.2,Drum,0.688,,,,
AS/NZS 2040.2:2005,LG,9,,340,,72.5,True,Dual,"""Korea, Republic of""",True,,Drum,,1.1,Yes on the warm wash program only,Front,Drum,WD-12498FD,AS/NZS 2040.1:2005/Amdt 3:2010,4.0273,4.0,0.00018,0.04,"Cotton 40 C,Eco- Steam,Rinse-Normal,Intensive,1200rpm","Australia,New Zealand",0.04,39368,Approved,195.0,73.6,Drum,0.59185,,2013-09-21,,
AS/NZS 2040.2:2005,LG,9,,340,,72.5,True,Dual,"""Korea, Republic of""",True,,Drum,,1.1,Yes on the warm wash program only,Front,Drum,WD-12490FD,AS/NZS 2040.1:2005/Amdt 3:2010,4.0273,4.0,0.00018,0.04,"Cotton 40 C,Eco- Steam,Rinse-Normal,Intensive,1200rpm","Australia,New Zealand",0.04,39368,Approved,195.0,73.6,Drum,0.59185,,2013-09-21,,
AS/NZS 2040.2:2005,ELECTROLUX,8,,238,,65.5,False,Cold,Italy,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,EWN14991W,AS/NZS 2040.1:2005/Amdt 3:2010,4.57,4.5,0.006,1.23,Cottons Eco 60,"Australia,New Zealand",0.09,40764,Approved,142.0,65.5,Drum,0.56,,2013-11-10,,
AS/NZS 2040.2:2005,LG,8,59,543,,52.0,False,Dual,"""Korea, Republic of""",True,,Drum,,27.7,No,Top,Impeller,WT-H800,AS/NZS 2040.1:2005/Amdt 3:2010,2.6649,2.5,0.0,0.0,"Eco Cotton, Warm","Australia,New Zealand",0.0,39659,Approved,68.0,79.7,Non-Drum,0.61658,,2013-09-21,,
AS/NZS 2040.2:2005,ELECTROLUX,8,114,285,Cottons Cold,67.87,False,Cold,Thailand,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,EWF1282R,AS/NZS 2040.1:2005/Amdt 3:2010,4.21,4.0,0.0,4.97,Cottons Eco 60,"Australia,New Zealand",0.099,39142,Approved,145.0,67.87,Drum,0.561,,2013-08-25,,
AS/NZS 2040.2:2005,ELECTROLUX,8,114,285,Cottons Cold,67.87,False,Cold,Thailand,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,EWF1282B,AS/NZS 2040.1:2005/Amdt 3:2010,4.21,4.0,0.0,4.97,Cottons Eco 60,"Australia,New Zealand",0.099,39142,Approved,145.0,67.87,Drum,0.561,,2013-08-25,,
AS/NZS 2040.2:2005,ELECTROLUX,8,114,285,Cottons Cold,67.87,False,Cold,Thailand,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,EWF1282G,AS/NZS 2040.1:2005/Amdt 3:2010,4.21,4.0,0.0,4.97,Cottons Eco 60,"Australia,New Zealand",0.099,39142,Approved,145.0,67.87,Drum,0.561,,2013-08-25,,
AS/NZS 2040.2:2005,ELECTROLUX,8,114,285,Cottons Cold,67.87,False,Cold,Thailand,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,EWF1282,AS/NZS 2040.1:2005/Amdt 3:2010,4.21,4.0,0.0,4.97,Cottons Eco 60,"Australia,New Zealand",0.099,39142,Approved,145.0,67.87,Drum,0.561,,2013-08-25,,
AS/NZS 2040.2:2005,ELBA,5.5,67,549,"Normal, Soak, High, Cold",119.34,False,Dual,China,True,,Non Drum,,27.46,No,Top,Agitator,WA55T57W1,AS/NZS 2040.1:2005/Amdt 3:2010,1.56132,1.5,0.0,0.0,"Normal, High, Warm","Australia,New Zealand",0.0,39669,Approved,56.0,146.81,Non-Drum,0.83,,2013-10-08,,
AS/NZS 2040.2:2005,LG,7.5,120,640,,49.96,False,Dual,Thailand,True,,Non Drum,,26.15,No,Top,Impeller,WF-T750,AS/NZS 2040.1:2005/Amdt 3:2010,2.07,2.0,0.0,1.03,"Eco Cotton, Warm","Australia,New Zealand",1.03,40091,Approved,91.0,76.1,Non-Drum,0.64,,2013-10-08,,
AS/NZS 2040.2:2005,LG,7,,212,,70.6,True,Dual,"""Korea, Republic of""",True,550.0,Drum,850.0,0.9,Yes on the warm wash program only,Front,Drum,WD14700RD,AS/NZS 2040.1:2005/Amdt 3:2010,4.5094385,4.5,0.0,0.3,"Cotton 40 C, Intensive, 1400 rpm","Australia,New Zealand",0.3,33477,Expired,154.0,71.5,Drum,0.574,600.0,2012-03-25,,
AS/NZS 2040.2:2005,LG,7.5,,300,Cotton; Intensive; 40 C; 1300 rpm,0.9,False,Dual,"""Korea, Republic of""",True,550.0,Drum,850.0,61.9,Yes on the warm wash program only,Front,Drum,WD13020D1,AS/NZS 2040.1:2005/Amdt 3:2010,4.092,4.0,2.1536e-05,0.04,Cotton; Intensive; 40 C; 1300 rpm,"Australia,New Zealand",0.04,58273,Approved,263.0,62.8,Drum,0.51609,600.0,2016-05-23,,
AS/NZS 2040.2:2005,LG,8,,247,,66.4,True,Dual,"""Korea, Republic of""",True,,Drum,,1.0,Yes on the warm wash program only,Front,Drum,WD-1458RD,AS/NZS 2040.1:2005/Amdt 3:2010,4.67291722,4.5,0.0,0.2985,"Cotton 40 C,Steam Wash, Intensive, 1400 rpm","Australia,New Zealand",0.2819,29461,Expired,176.0,67.4,Drum,0.483,,2011-08-21,,
AS/NZS 2040.2:2005,LG,8,,247,,66.4,True,Dual,"""Korea, Republic of""",True,,Drum,,1.0,Yes on the warm wash program only,Front,Drum,WD-1457RD,AS/NZS 2040.1:2005/Amdt 3:2010,4.67291722,4.5,0.0,0.2985,"Cotton 40 C,Steam Wash, Intensive, 1400 rpm","Australia,New Zealand",0.2819,29461,Expired,176.0,67.4,Drum,0.483,,2011-08-21,,
AS/NZS 2040.2:2005,LG,7,,280,,,False,Dual,"""Korea, Republic of""",True,550.0,Drum,850.0,,Yes on the warm wash program only,Front,Drum,WD11022D6,AS/NZS 2040.1:2005/Amdt 3:2010,4.05159774795,4.0,2.99e-05,0.04,"Cotton, Intensive, 40 C, 1100 rpm","Australia,New Zealand",0.04,67133,Approved,249.0,0.0,Drum,0.51308,600.0,2017-08-16,,
AS/NZS 2040.2:2005,PANASONIC,8,,250,,57.6,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,NA-148VX3,AS/NZS 2040.1:2005/Amdt 3:2010,4.537,4.5,0.0,0.2,Cotton Rinse Plus; 40 deg C; Eco; 1400 RPM,"Australia,New Zealand",0.18,59766,Approved,182.0,57.6,Drum,0.53163,,2016-08-07,,
AS/NZS 2040.2:2005,STIRLING,6,,490,,73.8,False,Dual,China,True,,Drum,,25.4,No,Top,Impeller,XQB60-803CLPS,AS/NZS 2040.1:2005/Amdt 3:2010,2.0077,2.0,0.0,0.0,"Soak, 12 minutes Wash, 1 Rinse, 7 minutes Spin and 53 L Water Level","Australia,New Zealand",0.0,51075,Approved,63.689,99.2,Non-Drum,0.81163,,2015-07-19,,
AS/NZS 2040.2:2005,ZEROWATT,8,,465,,96.7,False,Cold,China,True,,Drum,,0.4,Yes on the warm wash program only,Front,Drum,EWZ 128DF-AUS,AS/NZS 2040.1:2005/Amdt 3:2010,3.0,3.0,0.0,0.69,Cotton 40°C; 1200 RPM,"Australia,New Zealand",0.19,55125,Approved,210.44,97.1,Drum,0.64136,,2015-12-22,,
