Appliance,Brand,Model.No,Country,CEC,SRI,Star,Cap,Factoid1Name,Factoid1Value,Factoid2Name,Factoid2Value,Factoid3Name,Factoid3Value,Factoid4Name,Factoid4Value
Air Conditioner,MIDEA,MWF-16HMN1-QC1,China,1.46,1.9568,1.5,1.1,Configuration,Non Ducted,Type,Window Wall,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MSC-09HRN1-QC7G,China,0.75,2.5058,2.5,0.34,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MSC-12HRN1-QC7G,China,0.91,2.5426,2.5,0.32,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MITSUBISHI ELECTRIC,SLZ-KA25VA/SUZ-KA25VA2,Thailand,0.68,2.5036,2.5,0.35,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MSG-09HRN1-QC7G,China,0.76,2.6712,2.5,0.35,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MSG-18CRN1-QC2G,China,1.6,2.0106,2,1.12,Configuration,Non Ducted,Type,Single Split System,Capability,Cooling Only,,
Air Conditioner,MIDEA,MSG-12CRN1-QC7G,China,0.92,2.7434,2.5,0.34,Configuration,Non Ducted,Type,Single Split System,Capability,Cooling Only,,
Air Conditioner,MIDEA,MSG-21CRN1-QC2GP,China,1.94,2.0774,2,1.47,Configuration,Non Ducted,Type,Single Split System,Capability,Cooling Only,,
Air Conditioner,MIDEA,MSKF21M3,China,1.91,2.011,2,1.37,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MSKF18M3,China,1.6,2.0312,2,1.35,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MDV,MSC-09HRN1-QC7,China,0.75,2.5058,2.5,0.34,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,DAEWOO,DSB-F245LHM-DV,China,2.08,2.0256,2,1.65,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,PIONEER,HTE-140A1/HTIO140A1,China,4.6,1.442,1,3.54,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MITSUBISHI ELECTRIC,MSZ-GE35VA,Thailand,1.01,2.356,2,0.52,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MITSUBISHI ELECTRIC,MSZ-FB50VAH,Thailand,1.6,1.87,1.5,1.16,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MITSUBISHI ELECTRIC,MSZ-FB50VA,Thailand,1.6,1.87,1.5,1.16,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MITSUBISHI ELECTRIC,MFZ-FB50VAH,"Japan,Thailand",1.55,1.534,1.5,1.2,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MITSUBISHI ELECTRIC,MFZ-KA50VA,"Japan,Thailand",1.55,1.48,1,1.4,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MDV,MSC-24HRDN1-M3,China,2.08,2.0256,2,1.65,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,STIRLING,TAC-18CHSA/F4 ,China,1.56,2.106166448,2,0.6,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,YORK,RVHC21DSAAAF-III,China,1.85,2.02,2,1.65,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,LENNOX,LNWR53X,China,1.6,2.070771143,2,1.25,Configuration,Non Ducted,Type,Window Wall,Capability,Reverse Cycle,,
Air Conditioner,AKAI,TEM-50CHSABR,China,1.48,2.087962762,2,0.151,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,AKAI,TEM-35CHSAAK,China,0.84,3.012087331,3,0.15,Configuration,Non Ducted,Type,Wall Hung Portable Balanced,Capability,Reverse Cycle,,
Air Conditioner,AKAI,AUS-12H53R150P9(De3),China,0.92,2.819780385,2.5,1.512,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,AKAI,MWF-12CRN1-QC5G,China,1.09,2.126420046,2,0.94,Configuration,Non Ducted,Type,Window Wall,Capability,Cooling Only,,
Air Conditioner,AKAI,MWF1-09CRN1-QC5G,China,0.79,2.196769748,2,0.49,Configuration,Non Ducted,Type,Window Wall,Capability,Cooling Only,,
Air Conditioner,STIRLING,TAC-22CHSA/H,China,2.06,1.5258,1.5,1.2,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,YORK,RAHC09FSAAAA-III,China,0.75,2.5,2.5,0.34,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MDV,MWM-18HRN1,China,1.59,1.98,1.5,1.25,Configuration,Non Ducted,Type,Window Wall,Capability,Reverse Cycle,,
Air Conditioner,QFLOW,QFNMR24-410,China,2.29,1.76,1.5,1.75,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,YORK,RVHC09DSAAAF-III,China,0.69,2.98,2.5,0.6,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,DE,DEB-F12HRDN1-QC8G,China,0.88,3.06,3,0.7,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MDV,MSC-24HRN1-QC2,China,2.29,1.76,1.5,1.75,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Proma,PRO-80M,China,2.6,1.64,1.5,1.75,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Proma,PRO-70M,China,2.29,1.6,1.5,1.75,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,LENNOX,LNIV5010,China,1.45,2.330697315,2,0.56,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Panasonic,CS_CU-E15LKR,Malaysia,1.27,2.0398,2,0.88,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Panasonic,CS-E9JKR/CU-E9JKR-3,Malaysia,0.6,3.3,3,0.16,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Panasonic,CS_CU-E9JKR,Malaysia,0.6,3.41,3,0.16,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,PANASONIC,CS-F43DB4E5/CU-L43DBE5,"China,Malaysia",3.64,2.18,2,3,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,SAMSUNG ELECTRONICS,CH070EAV1/UH070EAV1,China,2.12,1.8638,1.5,1.4,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MS9A-12HRDN1-QC8G,China,0.92,3.0214,3,0.31,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MITSUBISHI ELECTRIC,SLZ-KA25VAL / SUZ-KA25VA,Thailand,0.69,2.4144,2,0.35,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MITSUBISHI ELECTRIC,SLZ-KA25VA / SUZ-KA25VA,Thailand,0.69,2.4144,2,0.35,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,TECO,LA2304HS,China,1.89,1.5348,1.5,1.18,Configuration,Non Ducted,Type,Window Wall,Capability,Reverse Cycle,,
Air Conditioner,DAIKIN,FTKS35G / RKS35EB,"Thailand,Japan",1.01,1.6198,1.5,1,Configuration,Non Ducted,Type,Single Split System,Capability,Cooling Only,,
Air Conditioner,MIDEA,MSG-21HRN1-QC2GP,China,1.94,2.241,2,1.33,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,ONSEN,H12SF,China,0.93,2.389,2,0.608,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MSC-12HRDN1-QC8G,China,0.88,3.0606,3,0.7,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MSC-24HRDN1-QC2GW,China,2.08,2.0256,2,1.65,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MHD-36HRDN1-Q/MOU-36HDN1-Q,China,3.3,1.3122,1,2.14,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MHD-42HRDN1-Q/MOU-42HDN1-Q,China,3.8,1.2266,1,2.97,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Stirling,ASW-H24T4/SQCR1-AU,China,2.14,1.4847,1,1.15,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Stirling,ASW-H22B4/SQCR1-AU,China,2.14,1.4847,1,1.15,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,DELONGHI,DEINV82AUP,China,2.55,1.5394,1.5,2.16,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,QFLOW,QFNMR18-410,China,1.6,2.0078,2,1.33,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Solar Air,SAC 5000,China,1.3,2.8078,2.5,1.38,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MDV,MHA-48HRDN1-C2,China,4.6,1.442,1,3.54,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,PIONEER,HTE-155A1/HTIO-155D1,China,5.25,1.179,1,1.07,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MSX24M3,China,2.12,2.0728,2,1.65,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MSC-28HRDN1-QC2GW,China,2.46,2.1304,2,2.1,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MS1A-18HRFN1-QC6,China,1.51,2.0636,2,0.93,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,ELFA,ACF-35H,China,2.7,2.0088,2,3.42,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MSC-12HRN1-QD0G,China,0.92,3.3644,3,0.46,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,AUX,ASW-H24B4/SQCR1-AU,China,2.11,1.9268,1.5,1.333,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,CHIGO,CS-75V3A-XT,China,2.27,2.057003014,2,2.25,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MITSUBISHI ELECTRIC,MSZ-FB35VAH,Thailand,0.89,3.38,3,0.6,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MITSUBISHI ELECTRIC,MSZ-FB35VA,Thailand,0.89,3.38,3,0.6,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,FUJITA,ASW-H12B4/SA(SQC)R1,China,0.98,2.4548,2,0.658,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MDU-60HRFNQ-Q,China,4.48,2.032,2,2.69,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MSC-09HRDN1-QD0G,China,0.67,3.2612,3,0.16,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MSC-12HRDN1-QD0G(B),China,0.93,3.0386,3,0.48,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,ONSEN,H24SF,China,2,1.834,1.5,1,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Panasonic,CS-RE9JKR/CU-RE9JKR,China,0.7,2.3576,2,0.15,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MITSUBISHI ELECTRIC,MSZ-GE80VA,Thailand,2.56,1.74,1.5,2,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,PLATINUM,H-3SP-7/ H-INV-7,China,2.09,2.0246577,2,1.13,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,DAIKIN,FTXS46L / RXS46L,"Thailand,Thailand",1.25,2.810661806,2.5,1.36,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Gree,GWH18MC-K3DNA3A,China,1.7,1.6842,1.5,1.319,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Haier,HSU-18HEA03/R2(DB)-I,China,1.58,1.6072,1.5,1.5,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Gree,GWH24MD-K3DNA3A,China,2.08,1.624,1.5,1.548,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MDU-24HRFNQ-Q,China,2.09,2.0246,2,1.13,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,AUSSIEAIR,ASW-H24A4/SQC-3,China,2.1,1.563,1.5,1.072,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MSC-28HRN1-QC6GPW,China,2.25,2.2038,2,0.81,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Panasonic,CS_CU-E24JKR,Malaysia,2.43,1.56,1.5,1.85,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,SAMSUNG ELECTRONICS,DH105EAV/UH105EAV,China,3.27,1.7878,1.5,2.35,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,HITACHI,RAS-60YHA2/RAC-60YHA2,Malaysia,1.84,1.7818,1.5,1.59,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,DAIKIN,FTXS60J / RXS60J,"Thailand,Japan",1.96,1.217,1,1.52,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,DAIKIN,FTXS50J / RXS50J,Thailand,1.43,2.214,2,1.21,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,SAMSUNG ELECTRONICS,NS125HHXEA/RC125DHXEA,China,4.1,1.4174,1,0.8,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,PYE,ACP12,China,0.98,2.4524,2,0.668,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,ECLIPSE,EWF-12HRN1,China,1.15,2.0208,2,0.64,Configuration,Non Ducted,Type,Window Wall,Capability,Reverse Cycle,,
Air Conditioner,YORK,YUHC24DTBAAR-K-III,China,2.41,1.2574,1,0.49,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,DAIKIN,FTXS20K / RXS20K,Thailand,0.45,4.4668,4,0,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Panasonic,CS_CU-E24MKR,Malaysia,2.11,2.039,2,1.77,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MHD-60HWDN1-QC3/MOU-60HDN1-QC3,"Australia,China",5.14,1.3666,1,1.88,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MITSUBISHI ELECTRIC,SLZ-KA35VAL / SUZ-KA35VA,Thailand,1.06,1.9494,1.5,0.81,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MITSUBISHI ELECTRIC,SLZ-KA35VA / SUZ-KA35VA,Thailand,1.06,1.9494,1.5,0.81,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,TCL,TAC-18CHSA/*I(*=A;C;D;E;F;G;H;J;K;L;M;N;Q;R;Y;V;Z;BD;BE;BF;BG;BH;BJ;BM;BK;BQ;BR;BV;BU;BY;BZ),China,1.64,1.54,1.5,1,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,AUX,ASW-H24A4/SQC-1,China,2.1,1,1,1.072,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,SAMSUNG ELECTRONICS,AQV09UWBN/AQV09UWBX,China,0.58,4.1506,4,0.1,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,SAMSUNG ELECTRONICS,AQV09UWAN/AQV09UWAX,China,0.58,4.1506,4,0.1,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,SAMSUNG ELECTRONICS,AQV30UWBN/AQV30UWBX,China,2.6,1.5896,1.5,1.7,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,SAMSUNG ELECTRONICS,AQV30UWAN/AQV30UWAX,China,2.6,1.5896,1.5,1.7,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,HITACHI,RAS-60YHA3/RAC-60YHA3,Malaysia,1.8,1.946049977,1.5,1.6,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Teco,LS3426H / LT3426HS,China,2.64,1.52,1.5,2.03,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,DAIKIN,FVXS25G / RXS25EB,Thailand,0.59,2.816,2.5,0.41,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MDV,MWF-20HRN1,China,1.89,1.5348,1.5,1.19,Configuration,Non Ducted,Type,Window Wall,Capability,Reverse Cycle,,
Air Conditioner,AGEAN,ASC-24HRDNI,China,2.08,2.0256,2,1.65,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MDV,MHD-36HRDN1-M3/MOU-36HDN1-M3,China,3.3,1.3122,1,2.14,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MDV,MHD-60HWDN1-QC3,"Australia,China",5.14,1.3666,1,1.88,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MDV,MSC-12HRDN1-QC2,China,0.88,3.0606,3,0.7,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MSX18M3,China,1.54,2.0124,2,1.11,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MS9A-18HRDN1-QC2G,China,1.54,2.036,2,1.09,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MDV,MSG-35HRN1-M3,China,2.7,2.0088,2,3.42,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MDV,MCC-48HRDN1-Q,China,4.57,1.3038,1,3.82,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MS1A-09HRFN1-QE0,China,0.54,4.5356,4.5,0.07,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MDV,MHA-60HRDN1-C2,China,5.25,1.179,1,1.07,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,PIONEER,HTE-070A1/HTIO-070A1,China,2.41,1.2574,1,0.49,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,QFLOW,QFNMR21-410,China,1.94,2.241,2,1.33,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MITSUBISHI ELECTRIC,SLZ-KA35VAQ/SUZ-KA35VA2,Thailand,1.04,2.0948,2,0.81,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MITSUBISHI ELECTRIC,MFZ-KA35VA/SUZ-KA35VA2,"Thailand,Japan",1.05,2.2444,2,0.84,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,AGEAN,AHD-60HRDNI-Q,"Australia,China",5.14,1.3666,1,1.88,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Kelvinator,KSV70CRC,China,2,2.586717185,2.5,2.4,Configuration,Non Ducted,Type,Single Split System,Capability,Cooling Only,,
Air Conditioner,AKAI,TEM-26CHSABR,China,0.76,2.82948222,2.5,0.11,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Panasonic,CS_CU-S9NKR,Malaysia,0.63,3.395931924,3,0.25,Configuration,Non Ducted,Type,Single Split System,Capability,Cooling Only,,
Air Conditioner,AKAI,MWF-09CRN1-QC1G,China,0.87,2.022,2,0.8,Configuration,Non Ducted,Type,Window Wall,Capability,Cooling Only,,
Air Conditioner,AKAI,TEM-70CHSABUI,China,2.3,1.5988,1.5,1,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,LENNOX,LNFS2610,China,0.71,3.0236,3,0.47,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,SAMSUNG ELECTRONICS,AQV12KWAN/AQV12KWAX,China,0.82,3.76,3.5,0.5,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Tia,WIU01A35/OCU2A35,China,0.99,2.2742,2,0.5,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MSE09M4,China,0.71,3.023686465,3,0.47,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Koolsola,TKFR-72GW,China,2.23,1.983465586,1.5,1,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Koolsola,TKFR-60GW,China,1.86,1.953372898,1.5,0.8,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,TCL,TAC-24CHSA/ZI4,China,2.1,2.2602,2,1,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,LENNOX,LNFS7510,China,2.25,2.2038,2,0.81,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,LENNOX,LNWR20X,China,0.66,2.0648,2,0.08,Configuration,Non Ducted,Type,Window Wall,Capability,Reverse Cycle,,
Air Conditioner,MAJEZZI,KAC-18CHSO/NY,China,1.63,1.3982,1,0.8,Configuration,Non Ducted,Type,Wall Hung Portable Balanced,Capability,Reverse Cycle,,
Air Conditioner,GREE,GJC18AC-K6RN***,China,1.6,2.1716,2,1.2,Configuration,Non Ducted,Type,Window Wall,Capability,Cooling Only,,
Air Conditioner,ACTRON AIR,SRA101C / SRG091E,Australia,3.08,1.876609583,1.5,1.626,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Teco,LS2707V1 / LT2707V1,China,2.33,1.42,1,1.97,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,DAIKIN,FVXS50G / RXS50J,Thailand,1.57,1.4256,1,1.57,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,HITACHI,RAS-80YHA2/RAC-80YHA2,Malaysia,2.65,1.5432,1.5,1.6,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,SAMSUNG ELECTRONICS,TH026EAV1/UH026EAV1,China,0.73,2.3184,2,0.3,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,SAMSUNG ELECTRONICS,NS052LHXEN/RC052DHXEN,China,1.55,1.6298,1.5,1.15,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,DAIKIN,FTN35K / RN35K,Thailand,1,2.427,2,0.7,Configuration,Non Ducted,Type,Single Split System,Capability,Cooling Only,,
Air Conditioner,SAMSUNG ELECTRONICS,NS026MHXEN/RC026DHXEN,China,0.73,2.3184,2,0.3,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,DAIKIN,FTKS60K / RKS60K,"Thailand,Japan",1.96,1.4728,1,1.52,Configuration,Non Ducted,Type,Single Split System,Capability,Cooling Only,,
Air Conditioner,LENNOX,LNE033V/LNC033V,China,0.88,3.0606,3,0.7,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,AKAI,TEM-70CHSABUI,China,2.3,1.5988,1.5,1,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,SAMSUNG ELECTRONICS,NS070LHXEN/RC070DHXEM,China,2.2,1.6696,1.5,1.7,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,DAIKIN,FTXS50L / RXS50L,"Thailand,Thailand",1.32,3.232199518,3,0.49,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Haier,HSU-12HC03/R2(DB),China,1,2.03,2,1.13,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Haier,HSU-09HC03/R2(DB),China,0.63,3.08,3,0.83,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Haier,HSU-30HEA03/R2(DB),China,2.65,1.08,1,2.4,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Haier,HSU-18HEA03/R2(DB)-I,China,1.58,1.6,1.5,1.5,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Haier,HSU-24HEA03/R2(DB)-I,China,2.2,1.84,1.5,2.13,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,Haier,HSU-09HC03/R2(DB),China,0.63,3.0804,3,0.83,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MORC28,China,2.35,2.223,2,1.71,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MORC09,China,0.66,3.2315,3,0.13,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,PEREIRA,CS-51H3A-P84AH5B-INV,China,1.504,2.0203,2,1.2,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,SAMSUNG ELECTRONICS,ACN060NDEHH/RC060DHXEH,China,1.75,2.438421509,2,1.45,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,FUJITSU,ABTG18LVTA/AOTG18LACC,"Thailand,China",1.51,2.402,2,1.44,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MDV,MHD-48HRFN1-Q,China,4.2,2.072,2,2.06,Configuration,Ducted,Type,Single Split System,Capability,Reverse Cycle,,
Air Conditioner,MIDEA,MORC24,China,2.08,2.349,2,1.35,Configuration,Non Ducted,Type,Single Split System,Capability,Reverse Cycle,,
