Appliance,Brand,Model.No,CEC,SRI,Star,Cap,Normalised cap,Durability,Cost,Total Defence
Television,VISION,YP40C01,304,6.024739188,6,101.609,2,3,9.04,
Television,VISION,YP40B01,304,6.024739188,6,101.609,2,3,9.04,
Television,VISION,YP40A01,304,6.024739188,6,101.609,2,3,9.04,
Television,VISION,VS40LEDD3,304,6.024739188,6,101.609,2,3,9.04,
Television,VISION,VS40LEDD2,304,6.024739188,6,101.609,2,3,9.04,
Television,VISION,VS40LEDD1,304,6.024739188,6,101.609,2,3,9.04,
Television,LG,37LT650H-TA,200,7.20239498,7,92.719,2,3,9,
Television,LG,42LT650H-TA,258,7.143037502,7,106.729,2,3,9.58,
Television,LG,32LT650H-TA,130,8.053025477,8,80.043,1.5,3,9.3,
Television,LG,26LT650H-TA,135,6.572377878,6,66.065,1.5,3,7.35,
Television,VISION,VS32LEDD3,204.8,6.024803138,6,80.131,1.5,3,8.048,
Television,VISION,YP32H01,204.8,6.024803138,6,80.131,1.5,3,8.048,
Television,VISION,YP32C01,204.8,6.024803138,6,80.131,1.5,3,8.048,
Television,VISION,YP32B01,204.8,6.024803138,6,80.131,1.5,3,8.048,
Television,VISION,YP32A01,204.8,6.024803138,6,80.131,1.5,3,8.048,
Television,VISION,VS32LEDD2,204.8,6.024803138,6,80.131,1.5,3,8.048,
Television,VISION,VS32LEDD1,204.8,6.024803138,6,80.131,1.5,3,8.048,
Television,VISION,VS32LEDD,204.8,6.024803138,6,80.131,1.5,3,8.048,
Television,VISION,VS26LEDD,173.2,5.457870118,5,66.087,1.5,3,6.732,
Television,VISION,YP26H01,173.2,5.457870118,5,66.087,1.5,3,6.732,
Television,VISION,YP26C01,173.2,5.457870118,5,66.087,1.5,3,6.732,
Television,VISION,YP26B01,173.2,5.457870118,5,66.087,1.5,3,6.732,
Television,VISION,YP26A01,173.2,5.457870118,5,66.087,1.5,3,6.732,
Television,VISION,VS26LEDD3,173.2,5.457870118,5,66.087,1.5,3,6.732,
Television,VISION,VS26LEDD2,173.2,5.457870118,5,66.087,1.5,3,6.732,
Television,VISION,VS26LEDD1,173.2,5.457870118,5,66.087,1.5,3,6.732,
Television,VOXSON,VLED32-3,151,7.38195349,7,80.043,1.5,3,8.51,
Television,VISION,VS19LEDD,93.4,6.230265961,6,47.013,1,3,6.934,
Television,VISION,YP19H01,93.4,6.230265961,6,47.013,1,3,6.934,
Television,VISION,YP19C01,93.4,6.230265961,6,47.013,1,3,6.934,
Television,VISION,YP19B01,93.4,6.230265961,6,47.013,1,3,6.934,
Television,VISION,YP19A01,93.4,6.230265961,6,47.013,1,3,6.934,
Television,VISION,VS19LEDD3,93.4,6.230265961,6,47.013,1,3,6.934,
Television,VISION,VS19LEDD2,93.4,6.230265961,6,47.013,1,3,6.934,
Television,VISION,VS19LEDD1,93.4,6.230265961,6,47.013,1,3,6.934,
Television,VISION,VS42LED3,273,6.889651527,6,106.731,2,3,8.73,
Television,VISION,YP42H01,273,6.889651527,6,106.731,2,3,8.73,
Television,VISION,YP42C01,273,6.889651527,6,106.731,2,3,8.73,
Television,VISION,YP42B01,273,6.889651527,6,106.731,2,3,8.73,
Television,VISION,YP42A01,273,6.889651527,6,106.731,2,3,8.73,
Television,VISION,VS42LEDD,273,6.889651527,6,106.731,2,3,8.73,
Television,VISION,VS42LED2,273,6.889651527,6,106.731,2,3,8.73,
Television,VISION,VS42LED1,273,6.889651527,6,106.731,2,3,8.73,
Television,VISION,VS22LEDD,99.7,6.765929713,6,54.687,1,3,6.997,
Television,VISION,YP22H01,99.7,6.765929713,6,54.687,1,3,6.997,
Television,VISION,YP22C01,99.7,6.765929713,6,54.687,1,3,6.997,
Television,VISION,YP22B01,99.7,6.765929713,6,54.687,1,3,6.997,
Television,VISION,YP22A01,99.7,6.765929713,6,54.687,1,3,6.997,
Television,VISION,VS22LEDD3,99.7,6.765929713,6,54.687,1,3,6.997,
Television,VISION,VS22LEDD2,99.7,6.765929713,6,54.687,1,3,6.997,
Television,VISION,VS22LEDD1,99.7,6.765929713,6,54.687,1,3,6.997,
Television,LG,55LM7600-TA,306,8.495599647,8,138.783,3,3,11.06,
Television,DORA,LD156MSA6,55,7.801238505,7,39.717,1,3,7.55,
Television,DORA,DECE1111B,55,7.801238505,7,39.717,1,3,7.55,
Television,VEON,VN3059LCD-F8,278,4.646757814,4.5,80.043,1.5,3,7.28,
Television,LG,42LM7600-TA,245,7.374733081,7,106.729,2,3,9.45,
Television,LG,55LS5700-TB,390,7.408579047,7,138.783,3,3,10.9,
Television,LG,32CS460-TA,304,4.246089333,4,80.043,1.5,3,7.04,
Television,LG,65LM6200-TA,660,6.4410767,6,163.897,3.5,3,12.6,
Television,VISION,VS22LEDDVDP3,109,6.35510666,6,54.539,1,3,7.09,
Television,Panasonic,TH-L32B6Z,141,7.584977834,7,78.301,1.5,3,8.41,
Television,LG,26LS3500-TB,136,6.537292069,6,66.055,1.5,3,7.36,
Television,LG,22LS3500-TB,83,7.595233192,7,54.768,1,3,7.83,
Television,VEON,VN37A3LED,179,7.794599002,7,93.934,2,3,8.79,
Television,VISION,VS24LEDDVDP3,117,6.583417916,6,59.809,1.5,3,7.17,
Television,VISION,2.40E+02,117,6.583417916,6,59.809,1.5,3,7.17,
Television,Panasonic,TH-P60ST60Z,630,6.048050876,6,152.591,3,3,12.3,
Television,Panasonic,TH-L50DT60Z,271,8.230550567,8,125.727,2.5,3,10.71,
Television,Panasonic,TH-P65ST60Z,729,6.024830351,6,164.499,3.5,3,13.29,
Television,TRANSONIC,TC46D6LCD,568,4.32304669,4,116.818,2.5,3,9.68,
Television,VEON,VN46D1LCD,568,4.32304669,4,116.818,2.5,3,9.68,
Television,VISION,VS32LEDDVDP2,248,5.185699334,5,80.327,1.5,3,7.48,
Television,Panasonic,TH-P60UT50Z,661,5.832790251,5.5,152.591,3,3,12.11,
Television,Panasonic,TH-P65VT50Z,815,5.525087559,5.5,164.499,3.5,3,13.65,
Television,LG,42LT360C-TA,240,7.467136769,7,106.729,2,3,9.4,
Television,LG,32LT360C-TA,125,8.22878997,8,80.043,1.5,3,9.25,
Television,LG,32LM3400-TB,170,6.850821851,6,80.043,1.5,3,7.7,
Television,LG,26LT360C-TA,140,6.409399186,6,66.065,1.5,3,7.4,
Television,LG,42LM3400-TB,318,6.206009312,6,106.729,2,3,9.18,
Television,LG,32LM6690-TC,180,6.603706001,6,80.133,1.5,3,7.8,
Television,LG,55LM8600-TA,360,7.767284047,7,138.783,3,3,10.6,
Television,LG,55LM6700-TA,280,8.893529582,8,138.783,3,3,10.8,
Television,LG,50PM4700-TA,443,6.107955289,6,126.955,2.5,3,10.43,
Television,LG,50PM6700-TD,500,5.565531689,5.5,126.955,2.5,3,10.5,
Television,LG,42LS4600-TA,222,7.81651519,7,106.729,2,3,9.22,
Television,LG,47LM6200-TA,285,7.579901192,7,119.288,2.5,3,9.85,
Television,LG,42LM6200-TA,230,7.657864282,7,106.729,2,3,9.3,
Television,LG,32LS4600-TA,180,6.603706001,6,80.133,1.5,3,7.8,
Television,LG,42PA4500-TF,322,6.086809026,6,105.828,2,3,9.22,
Television,LG,50PA4500-TF,443,6.107955289,6,126.955,2.5,3,10.43,
Television,LG,50PA6500-TF,500,5.565531689,5.5,126.955,2.5,3,10.5,
Television,LG,60PA6500-TF,695,5.580301702,5.5,152.069,3,3,12.45,
Television,LG,37LK455H-TA,405,4.144747822,4,94.013,2,3,8.05,
Television,LG,42LM5800-TC,227,7.716702152,7,106.729,2,3,9.27,
Television,TEAC,LEDV2215FV,113,6.204405704,6,54.683,1,3,7.13,
Television,FIRETAIL,LE-2230DVD,138,5.309073773,5,54.687,1,3,6.38,
Television,FIRETAIL,LE-2230,138,5.309073773,5,54.687,1,3,6.38,
Television,Thomson,L24D,184,4.550444234,4.5,59.774,1.5,3,6.34,
Television,Thomson,LL22D,94,7.030752856,7,54.713,1,3,7.94,
Television,Thomson,LL19D,80,6.921064578,6,47.011,1,3,6.8,
Television,LG,47LK457C-TA,610,4.169675924,4,119.288,2.5,3,10.1,
Television,LG,60PA6500-TM,695,5.580301702,5.5,152.069,3,3,12.45,
Television,LG,42PA4500-TM,322,6.086809026,6,105.828,2,3,9.22,
Television,LG,50PA4500-TM,443,6.107955289,6,126.955,2.5,3,10.43,
Television,LG,50PA6500-TM,500,5.565531689,5.5,126.955,2.5,3,10.5,
Television,LG,32LM6400-TA,172,6.807441999,6,80.133,1.5,3,7.72,
Television,LG,47LM6400-TA,266,7.889087234,7,119.288,2.5,3,9.66,
Television,LG,22LT360C-TA,87,7.384303902,7,54.768,1,3,7.87,
Television,LG,42LK457C-TA,410,5.067254572,5,106.729,2,3,9.1,
Television,TEAC,LEDV1915FV,91,6.346925567,6,47.013,1,3,6.91,
Television,TEAC,LED1901FV,79,6.980650598,6,47.013,1,3,6.79,
Television,VEON,VN3257LCD,320,4.013492619,4,80.028,1.5,3,7.2,
Television,LG,32LM6200-TA,180,6.603706001,6,80.133,1.5,3,7.8,
Television,LG,47LS4600-TA,280,7.659220432,7,119.288,2.5,3,9.8,
Television,LG,32LS3500-TB,149,7.441706644,7,80.043,1.5,3,8.49,
Television,LG,60PM6700-TD,695,5.580301702,5.5,152.069,3,3,12.45,
Television,LG,55LM9600-TA,500,6.295119313,6,138.783,3,3,11,
Television,LG,47LM7600-TA,270,7.822199125,7,119.288,2.5,3,9.7,
Television,LG,47LM6700-TA,275,7.739968926,7,119.288,2.5,3,9.75,
Television,LG,42LM6700-TA,226,7.736487704,7,106.729,2,3,9.26,
Television,Panasonic,TH-L47WT60Z,310,7.20314955,7,119.287,2.5,3,10.1,
Television,LG,M2752D,126,7.129189349,7,68.599,1.5,3,8.26,
Television,LG,42LS3450-TA,222,7.81651519,7,106.729,2,3,9.22,
Television,LG,M2452D,104,7.230035821,7,60.969,1.5,3,8.04,
Television,LG,M2252D,112,6.237962588,6,54.625,1,3,7.12,
Television,LG,32LS3450-TA,138,7.785398498,7,80.043,1.5,3,8.38,
Television,LG,37LT640H-TA,200,7.20239498,7,92.719,2,3,9,
Television,LG,32LK457C-TA,290,4.457373854,4,80.043,1.5,3,6.9,
Television,LG,32LT640H-TA,130,8.053025477,8,80.043,1.5,3,9.3,
Television,LG,55LM6410-TB,280,8.893529582,8,138.783,3,3,10.8,
Television,LG,47LM6410-TB,266,7.889087234,7,119.288,2.5,3,9.66,
Television,LG,42LT640H-TA,258,7.143037502,7,106.729,2,3,9.58,
Television,LG,42LM6410-TB,217,7.918602067,7,106.729,2,3,9.17,
Television,LG,26LT640H-TA,135,6.572377878,6,66.065,1.5,3,7.35,
Television,Panasonic,TH-P65VT60Z,813,5.536098425,5.5,164.499,3.5,3,13.63,
Television,Panasonic,TH-L55WT60Z,327,8.198145078,8,138.783,3,3,11.27,
Television,VEON,VN24H1LCDHD,170,5.029587911,5,60.996,1.5,3,6.7,
Television,VEON,VN3257LCD,320,4.013492619,4,80.028,1.5,3,7.2,
Television,Panasonic,TH-L55DT60Z,291,8.720844045,8,138.783,3,3,10.91,
Television,Panasonic,TH-L39EV6Z,141,9.187315005,9,97.974,2,3,10.41,
Television,Panasonic,TH-L42ET60Z,203,8.197904029,8,106.467,2,3,10.03,
Television,Panasonic,TH-L32E6Z,177,6.67857135,6,80.131,1.5,3,7.77,
Television,Panasonic,TH-L50E6Z,215,9.268127346,9,125.731,2.5,3,11.15,
Television,Panasonic,TH-L55ET60Z,261,9.20843537,9,138.783,3,3,11.61,
Television,Panasonic,TH-L55WT60Z,327,9.175909186,9,148.439,3,3,12.27,
Television,Panasonic,TH-P55VT60Z,674,5.029514788,5,140.051,3,3,11.74,
Television,Panasonic,TH-L24XM6Z,97,7.544056536,7,60.996,1.5,3,7.97,
Television,Panasonic,TH-L50ET60Z,240,8.775167121,8,125.731,2.5,3,10.4,
Television,Panasonic,TH-P50X60Z,448,6.048586118,6,126.803,2.5,3,10.48,
Television,Panasonic,TH-P50ST60Z,448,6.048586118,6,126.803,2.5,3,10.48,
Television,Panasonic,TH-P60S60Z,630,6.048050876,6,152.591,3,3,12.3,
Television,Panasonic,TH-P50S60Z,448,6.048586118,6,126.803,2.5,3,10.48,
Television,Panasonic,TH-L50B6Z,272,8.214044397,8,125.727,2.5,3,10.72,
Television,Panasonic,TH-L50EM6Z,221,9.144777721,9,125.731,2.5,3,11.21,
Television,Panasonic,TH-L32XV6Z,130,7.948983155,7,78.301,1.5,3,8.3,
Television,Panasonic,TH-L39B6Z,199,7.643264405,7,97.974,2,3,8.99,
Television,Panasonic,TH-L39EM6Z,141,9.187315005,9,97.974,2,3,10.41,
Television,Panasonic,TH-L32XM6Z,126,8.089038932,8,78.301,1.5,3,9.26,
Television,Panasonic,TH-L42E6Z,161,9.256143532,9,106.731,2,3,10.61,
Television,VEON,VN4628LED-FHD,331,6.741324816,6,116.812,2.5,3,9.31,
Television,VEON,VN3928LED,258,6.479313581,6,97.971,2,3,8.58,
Television,VEON,VN3228LED-FHD,185,6.480919687,6,80.133,1.5,3,7.85,
Television,GVA,GVAN26LEDC,137,6.508611083,6,66.087,1.5,3,7.37,
Television,GVA,GVAN32FLED,200,6.121310334,6,80.054,1.5,3,8,
Television,GVA,GVAN19LEDC,85,6.652595391,6,47.013,1,3,6.85,
Television,Panasonic,TH-L39EM5Z,177,8.166013395,8,97.965,2,3,9.77,
Television,Panasonic,TH-L60E55Z,440,7.588180233,7,151.338,3,3,11.4,
Television,Panasonic,TH-L50EM5Z,269,8.263746423,8,125.727,2.5,3,10.69,
Television,Panasonic,TH-L42DT50Z,250,7.281107153,7,106.697,2,3,9.5,
Television,Panasonic,TH-L42ET50Z,254,7.209972007,7,106.697,2,3,9.54,
Television,Panasonic,TH-L47DT50Z,305,7.278493314,7,119.324,2.5,3,10.05,
Television,Panasonic,TH-L47ET50Z,316,7.119714641,7,119.324,2.5,3,10.16,
Television,Panasonic,TH-L55DT50Z,382,7.500398338,7,138.798,3,3,10.82,
Television,Panasonic,TH-L55WT50Z,393,7.375604073,7,138.818,3,3,10.93,
Television,Panasonic,TH-P55UT50Z,603,5.528354721,5.5,140.051,3,3,11.53,
Television,Panasonic,TH-P55VT50Z,676,5.016236496,5,140.051,3,3,11.76,
Television,Panasonic,TH-P55GT50Z,603,5.528354721,5.5,140.051,3,3,11.53,
Television,Panasonic,TH-P50U50Z,504,5.520750852,5.5,126.803,2.5,3,10.54,
Television,Panasonic,TH-P50GT50Z,505,5.511867955,5.5,126.803,2.5,3,10.55,
Television,Panasonic,TH-L32EM5Z,155,7.272683632,7,80.103,1.5,3,8.55,
Television,Panasonic,TH-L32XM5Z,126,8.191885338,8,80.054,1.5,3,9.26,
Television,Panasonic,TH-P60GT50Z,632,6.03384668,6,152.591,3,3,12.32,
Television,Panasonic,TH-P60ST50Z,635,6.012624446,6,152.591,3,3,12.35,
Television,Panasonic,TH-P65ST50Z,730,6.018687211,6,164.499,3.5,3,13.3,
Television,KONKA,KDL19MS512A,79,6.980650598,6,47.013,1,3,6.79,
Television,KONKA,KDL19MS510A,79,6.980650598,6,47.013,1,3,6.79,
Television,KONKA,KDL24MS510A,86,7.964005771,7,59.827,1.5,3,7.86,
Television,TCL,L32D20EB,155,7.244,7,80,1.5,3,8.55,
Television,TCL,L32D20ES,155,7.244,7,80,1.5,3,8.55,
Television,Palsonic,TFTV825HD,395,3.071,3,80,1.5,3,6.95,
Television,TCL,L55P11FZE,390,7.395,7,138.8,3,3,10.9,
Television,KOGAN,KGNFHDLED42KVBA,365,5.67,5.5,107.68,2,3,9.15,
Television,TCL,L19A11E,91,6.366,6,46.9,1,3,6.91,
Television,GVA,G22FHDLCD1,133,5.474,5,54.864,1,3,6.33,
Television,TEAC,LCD4265FHD,467,4.484,4,106.73,2,3,8.67,
Television,VIVO,LTV40FHD,539,3.447,3,101.5,2,3,8.39,
Television,VIVO,LTV32HD,355,3.559,3.5,80.1,1.5,3,7.05,
Television,ONIX,LE23Y1,120,6.326,6,57,1,3,7.2,
Television,Audiosonic,KM2120,119,5.972907396,5.5,54.687,1,3,6.69,
Television,Sony,KDL-55NX810,426,7.012,7,138.8,3,3,11.26,
Television,TOSHIBA,55XL700A,516,6.153,6,140,3,3,11.16,
Television,SONIQ,L42S10A-AU,529,3.925,3.5,106.68,2,3,8.79,
Television,NUTEC,NUE2108,134,5.451,5,54.864,1,3,6.34,
Television,RANK ARENA,SV-32H1FHD1,386,3.212,3,80,1.5,3,6.86,
Television,SAMSUNG ELECTRONICS,PS51D450A2M,640,4.562,4.5,129,2.5,3,10.9,
Television,Palsonic,TFTV3842DT,97,5.294,5,39,1,3,5.97,
Television,TCL,L55P10FHD,845,3.944,3.5,138.8,3,3,11.95,
Television,Palsonic,6816PF,242,4.496,4,68,1.5,3,6.42,
Television,TCL,L22T53D,180,4.42,4,56.1,1,3,5.8,
Television,Sony,KDL-26BX320,200,4.809,4.5,66.05296,1.5,3,6.5,
Television,SAMSUNG ELECTRONICS,LA40C630K1F,490,3.897,3.5,101.6,2,3,8.4,
Television,ONIX,LT40M7,559,3.295,3,101,2,3,8.59,
Television,ONIX,LT32M7,381,3.233,3,80,1.5,3,6.81,
Television,NEONIQ,LCF3218,507,1.963,1.5,81.28,1.5,3,6.57,
Television,Palsonic,PDP4225HD,694,2.79,2.5,106,2,3,9.44,
Television,SAMSUNG ELECTRONICS,LA40C530F1H,491,3.888,3.5,101.6,2,3,8.41,
Television,ONIX,LE15M1,84,5.875,5.5,39,1,3,6.34,
Television,Palsonic,TFTV8135DT,348,3.64,3.5,81,1.5,3,6.98,
Television,Telefunken,TLPL42,508,4.188,4,106.68,2,3,9.08,
Television,GVA,GVA32M7D,345,3.688,3.5,80,1.5,3,6.95,
Television,GVA,GVA32M7,345,3.688,3.5,80,1.5,3,6.95,
Television,Sony,KDL-55NX720,497,6.321,6,138.8,3,3,10.97,
Television,Palsonic,TFTV553LEDR,99,6.797,6,55,1,3,6.99,
Television,TCL,L40P11FZE,285,6.315,6,101.2,2,3,8.85,
Television,SAMSUNG ELECTRONICS,UA55C9000ZF,647,5.151,5,139.7,3,3,11.47,
Television,TCL,L46P10FZ,590,4.123,4,116.4,2.5,3,9.9,
Television,PRIMA,LED2111DVD,119,5.973,5.5,54.6862,1,3,6.69,
Television,TCL,L46P11FZE,285,7.384,7,116.4,2.5,3,9.85,
Television,VIVID,AJ-15LE1,84,5.875,5.5,39,1,3,6.34,
Television,Palsonic,TFTV385HD,64,7.157,7,38,1,3,7.64,
Television,TOSHIBA,32CV700A,245,5.235,5,80.2,1.5,3,7.45,
Television,ONIX,LE22YC1,108,6.407,6,54,1,3,7.08,
Television,NEONIQ,TCM22FHDDVD,172,4.322,4,55.88,1,3,5.72,
Television,MVM,LCD3210HD,401,3.005,3,81.28,1.5,3,7.01,
Television,NEONIQ,LCF4251,809,2.021,2,106.68,2,3,10.09,
Television,NEONIQ,LCH3292D,375,3.305,3,81.28,1.5,3,6.75,
Television,Palsonic,TFTV385HDR,66,6.956,6,38,1,3,6.66,
Television,BAUHN,AS-47FHD1,546,4.669,4.5,121,2.5,3,9.96,
Television,Tecovision,LED42FDT1,437,4.814,4.5,107,2,3,8.87,
Television,TCL,L19P11E,77,7.104,7,46.8,1,3,7.77,
Television,GVA,GVA19UA2C,122,5.033,5,47,1,3,6.22,
Television,Palsonic,TFTV3842DTR,82,5.97,5.5,39.4,1,3,6.32,
Television,Palsonic,PDP4212HD,707,2.751,2.5,106,2,3,9.57,
Television,Palsonic,TFTV321HL,191,6.328,6,80,1.5,3,7.91,
Television,Panasonic,TH-P50S20A,563,5.025,5,127,2.5,3,10.63,
Television,NEONIQ,LCD32H3,377,4.094,4,88,2,3,7.77,
Television,NEONIQ,LEF3290,410,2.904,2.5,81.28,1.5,3,6.6,
Television,Palsonic,TFTV425FL,442,4.73,4.5,106,2,3,8.92,
Television,Sony,KDL-40NX710,354,5.343,5,101.6,2,3,8.54,
Television,NEONIQ,LEH21F8,134,5.451,5,54.864,1,3,6.34,
Television,TCL,L19T53D,174,3.71,3.5,48.3,1,3,5.24,
Television,BAUHN,AS-42LED1,317,6.219,6,106,2,3,9.17,
Television,KONKA,KDL46JS88A,450,5.365,5,116.81,2.5,3,9.5,
Television,Palsonic,TFTV556PBHD,147,5.301,5,55,1,3,6.47,
Television,Palsonic,TFTV5540FHD,147,5.301,5,55,1,3,6.47,
Television,Palsonic,TFTV5535PWDT,147,5.301,5,55,1,3,6.47,
Television,Palsonic,TFTV5535DT,147,5.301,5,55,1,3,6.47,
Television,Sony,KDL-52HX900,495,5.939,5.5,132.2,2.5,3,10.45,
Television,TCL,L24D3260F,90,7.759090677,7,59.80969236,1.5,3,7.9,
Television,SAMSUNG ELECTRONICS,LA40B650T1F,520,3.631,3.5,101.6,2,3,8.7,
Television,SONIQ,QSL323CT,351,3.602,3.5,81,1.5,3,7.01,
Television,TCL,L42M9FHD,515,4.045,4,106.7,2,3,9.15,
Television,SAMSUNG ELECTRONICS,LA32C450E1D,312,4.156,4,81.3,1.5,3,7.12,
Television,Palsonic,TFTV4932LED,111,5.715,5.5,48,1,3,6.61,
Television,SAMSUNG ELECTRONICS,LA32C550J1F,316,4.099,4,81.3,1.5,3,7.16,
Television,SAMSUNG ELECTRONICS,UA26C4000PD,177,5.398,5,66,1.5,3,6.77,
Television,Changhong,LED32B2500*,127,8.157654824,8,80.043,1.5,3,9.27,
Television,TCL,L23A10FHD,181,4.624,4.5,59.8,1.5,3,6.31,
Television,TCL,L32E10FHD,245,5.221,5,81,1.5,3,7.45,
Television,TCL,L23E10FHD,177,4.628,4.5,58,1,3,6.27,
Television,TCL,L20E9AD,168,4.036,4,50,1,3,5.68,
Television,Panasonic,TH-P46U20A,486,5.026,5,117,2.5,3,9.86,
Television,GVA,GVA22HDLED1,134,5.451,5,54.78,1,3,6.34,
Television,Palsonic,TFTV492LED,64,7.924,7,48,1,3,7.64,
Television,VIVO,VSLH22Y88,124,5.745,5.5,54.4,1,3,6.74,
Television,GVA,GVA42FHDLCD1,748,2.37,2,106,2,3,9.48,
Television,HITACHI,LE32EC05AU,237,5.369715691,5,80.103,1.5,3,7.37,
Television,VIVID,AC-32LHC2,397,3.041,3,82,1.5,3,6.97,
Television,AOC,TFT24660 AG and V24t,135,5.981,5.5,59.8,1.5,3,6.85,
Television,DGTEC,DG-FV19LCDVD,146,4.507,4.5,48.26,1,3,5.96,
Television,SAMSUNG ELECTRONICS,UA55D8000YM,402,7.272,7,138.8,3,3,11.02,
Television,GVA,GVA32UA2,314,4.1,4,80.05,1.5,3,7.14,
Television,LOEWE,ART 32 LED 100 CL+ 50412W80,275,4.777,4.5,80,1.5,3,7.25,
Television,LOEWE,ART 32 LED 100 CL+ 50412U80,275,4.777,4.5,80,1.5,3,7.25,
Television,LOEWE,ART 32 LED 100 CL+ 50412T80,275,4.777,4.5,80,1.5,3,7.25,
Television,GVA,GVA19UA2,117,5.221,5,47,1,3,6.17,
Television,SAMSUNG ELECTRONICS,UA75D9500ZM,607,8.057,8,189.6,4,3,14.07,
Television,Sony,KDL-46NX700,351,6.48,6,116.8,2.5,3,9.51,
Television,Sony,KDL-40EX700,289,6.252,6,101.6,2,3,8.89,
Television,VIVID,AJ-15HDC,83,5.863,5.5,39,1,3,6.33,
Television,Sony,KDL-40EX500,396,4.841,4.5,101.6,2,3,8.46,
Television,ALLURE,AL-32LCD,324,3.96,3.5,81.28,1.5,3,6.74,
Television,ALLURE,AL-42LCDVD,484,4.324,4,106.68,2,3,8.84,
Television,ALLURE,AL-26LCDVD,262,3.607,3.5,66.04,1.5,3,6.12,
Television,ALLURE,AL-22LCDVD,155,4.946,4.5,54.8,1,3,6.05,
Television,hp,HSTND-2841-A,175,4.684,4.5,58.4,1,3,6.25,
Television,hp,2310mfd,175,4.684,4.5,58.4,1,3,6.25,
Television,hp,HSTND-2841-A,175,4.684,4.5,58.4,1,3,6.25,
Television,hp,2310mfa,175,4.684,4.5,58.4,1,3,6.25,
Television,VIVO,VSLH32E7B,428,2.712,2.5,81,1.5,3,6.78,
Television,Bang & Olufsen,BeoVision 8 - 40,589,3.057,3,101.6,2,3,8.89,
Television,Bang & Olufsen,BeoVision 8 - 32,457,2.523,2.5,81.3,1.5,3,7.07,
Television,Bang & Olufsen,BeoVision 7 - 55,790,4.298,4,139.7,3,3,11.9,
Television,Bang & Olufsen,BeoVision 6 - 26,363,2.142,2,66,1.5,3,5.63,
Television,Palsonic,TFTV4600FHD,580,4.227,4,117,2.5,3,9.8,
Television,Palsonic,TFTV8170LED,201,6.1,6,80,1.5,3,8.01,
Television,Palsonic,TFTV4000FHD,512,3.689,3.5,101,2,3,8.62,
Television,DGTEC,DG-FHD42LCD,484,4.324,4,106.68,2,3,8.84,
Television,TEAC,LCDV3257DVR,314,4.101,4,81.28,1.5,3,7.14,
Television,Palsonic,TFTV6045LEDR,135,5.942,5.5,60,1.5,3,6.85,
Television,SANYO,LCD-22XR9DA(B),143,5.158,5,56,1,3,6.43,
Television,VUE,VUE2201FHD,166,4.499,4,55,1,3,5.66,
Television,NUTEC,NUE1992,151,4.373,4,48.47,1,3,5.51,
Television,Tecovision,TAL4226,610,3.281,3,106.4,2,3,9.1,
Television,AWA,MSDV1903-F3,160,4.073,4,48.11,1,3,5.6,
Television,AWA,MHDV3209-F4,500,2.064,2,81,1.5,3,7,
Television,AWA,MSDV3203-F4,500,2.064,2,81,1.5,3,7,
Television,Tecovision,TAPL1526W,74,6.443,6,39.116,1,3,6.74,
Television,Tecovision,TAPL1526,74,6.443,6,39.116,1,3,6.74,
Television,Tecovision,TAPL1926W,145,4.396,4,48.26,1,3,5.45,
Television,Tecovision,TAPL1926,145,4.396,4,48.26,1,3,5.45,
Television,Sony,KDL-40W5500,538,3.5,3.5,102.1,2,3,8.88,
Television,Sony,KDL-46WE5,470,5.194,5,117.1,2.5,3,9.7,
Television,SONIQ,QSP500TV5,1077,2.124,2,127,2.5,3,12.77,
Television,Sony,KDL-22S5700,159,4.715,4.5,54.8,1,3,6.09,
Television,SAMSUNG ELECTRONICS,LA52B750U1F,676,4.591,4.5,132.1,2.5,3,11.26,
Television,SAMSUNG ELECTRONICS,UA55B7000WF,480,6.489,6,139.7,3,3,10.8,
Television,Panasonic,TH-L32X10A,337,3.792,3.5,80,1.5,3,6.87,
Television,SAMSUNG ELECTRONICS,LA22B450C4D,160,4.687,4.5,55.9,1,3,6.1,
Television,Panasonic,TH-P58V10A,1455,2.002,2,147,3,3,16.55,
Television,Panasonic,TH-P50S10A,986,2.513,2.5,127,2.5,3,12.36,
Television,Panasonic,TH-P50G15A,1103,2.011,2,127,2.5,3,13.03,
Television,Panasonic,TH-P50G10A,1103,2.011,2,127,2.5,3,13.03,
Television,Panasonic,TH-P42G15A,796,2.016,2,106,2,3,9.96,
Television,AWA,MSDV1906-F3-D0,162,4.017,4,48,1,3,5.62,
Television,BAUHN,AC-46FZ,636,3.83,3.5,115,2.5,3,9.86,
Television,VIVO,LTV26DHDH,353,2.318,2,66,1.5,3,5.53,
Television,SAMSUNG ELECTRONICS,LA40B750U1F,538,3.478,3,101.6,2,3,8.38,
Television,Panasonic,TH-P54S20A,650,5.034,5,137,3,3,11.5,
Television,TCL,L55V6300Z3DE,500,6.291,6,138.8,3,3,11,
Television,TEAC,LE4688FHD,450,5.365,5,116.81,2.5,3,9.5,
Television,GRUNDIG,G22FLEDV,114,6.165,6,53.75,1,3,7.14,
Television,ONIX,LE19Y1,90,6.397,6,47,1,3,6.9,
Television,NUTEC,NUE1958,115,5.298,5,47,1,3,6.15,
Television,BAUHN,ATV-50FHD1 ,531,5.214258993,5,125.725,2.5,3,10.31,
Television,TOSHIBA,47XL700A,398,6.086,6,119.3,2.5,3,9.98,
