Appliance,Brand,Model.No,CEC,SRI,Star,Cap,Normalised cap,Durability,Cost,Total Defence
Air Conditioner,Gree,GJH12AD-K3RNB9A,1.23,1.4504,1,0.61,0.5,3,1.0123,
Air Conditioner,Gree,GWHD09ABNK3A1A,0.61,3.9019,3.5,0.76,0.5,3,3.5061,
Air Conditioner,Gree,GWH28FA-K3NNA1B,2.64,1.5502,1.5,2.02,1,3,1.5264,
Air Conditioner,GREE,GWH28FA-K3NNA1B,2.64,1.5502,1.5,2.03,1,3,1.5264,
Air Conditioner,YORK,YJHC18DSAAAA-III,1.68,1.5824,1.5,0,0,3,1.5168,
Air Conditioner,CHIGO,CS-35H3A-P*AH5G,1,2.2916,2,0.5,0.5,3,2.01,
Air Conditioner,CHIGO,CS-35V3A-P*AH4L,1.06,2.22,2,0.22,0.5,3,2.0106,
Air Conditioner,CHIGO,CS-25V3A-M*AH4L,0.75,2.5802,2.5,0.5,0.5,3,2.5075,
Air Conditioner,Domain,IWR-50C,1.64,1.574,1.5,1.275,0.5,3,1.5164,
Air Conditioner,Domain,IWR-35C,1.025,2.29,2,0.28,0.5,3,2.01025,
Air Conditioner,Domain,CSR-32B,0.91,2.54,2.5,0.329,0.5,3,2.5091,
Air Conditioner,SHARP,AC09RMCSYS,0.61,4.0224,4,0.572,0.5,3,4.0061,
Air Conditioner,LG,R28AWN-NC9/R28AWN-UC9,2.58,1.7,1.5,1.5,1,3,1.5258,
Air Conditioner,SHINCO,SHVMX12,1.002,2.25,2,0.652,0.5,3,2.01002,
Air Conditioner,LENNOX,LNE063C/LNC063C,1.94,2.0514,2,1.35,1,3,2.0194,
Air Conditioner,MIDEA,MWF-05CRN1-QC1G,0.51,2.0378,2,0.33,0.5,3,2.0051,
Air Conditioner,MIDEA,MWF-07CRN1-QC1G,0.68,2.0474,2,0.38,0.5,3,2.0068,
Air Conditioner,MIDEA,MWF-09CRN1-QC1G,0.87,2.022,2,0.8,0.5,3,2.0087,
Air Conditioner,MIDEA,MWF-12HRN1-QC1G,1.15,2.0208,2,0.64,0.5,3,2.0115,
Air Conditioner,Panasonic,CS-E15DTEW/CU-E15DBE,1.29,1.5446,1.5,0.83,0.5,3,1.5129,
Air Conditioner,SHARP,AC28RMCSYS,2.66,1.6854,1.5,1.84,1,3,1.5266,
Air Conditioner,AUX,AC12F,0.98,2.302,2,0.826,0.5,3,2.0098,
Air Conditioner,AUX,AC24F,2.11,1.9268,1.5,1.333,1,3,1.5211,
Air Conditioner,AUX,AC09F,0.74,2.2272,2,0.587,0.5,3,2.0074,
Air Conditioner,AUX,AC24FA,2.14,1.4856,1,1.126,0.5,3,1.0214,
Air Conditioner,LENNOX,LNE081V/LNC081V,2.46,2.1304,2,2.1,1,3,2.0246,
Air Conditioner,HICOOL,H-DhR140S,5.05,0.98,1,2.9,1.5,3,1.0505,
Air Conditioner,LENNOX,LED130V3/LCD130V3,3.8,1.2266,1,2.97,1.5,3,1.038,
Air Conditioner,HOSHINO,H-INV-7.5KW,2.56,1.4804,1,1.905,1,3,1.0256,
Air Conditioner,HOSHINO,H-INV-6.5KW,2.26,1.4619,1,1.45,1,3,1.0226,
Air Conditioner,HOSHINO,H-INV-5KW,1.63,1.996,1.5,1.38,1,3,1.5163,
Air Conditioner,TOSHIBA,RAV-SM802KRT-E & RAV-SP804AT-E,2.4,0.98,1,2.4,1,3,1.024,
Air Conditioner,HOSHINO,H-INV-2.5KW,0.74,2.3647,2,0.645,0.5,3,2.0074,
Air Conditioner,GALANZ,AUS-24H53R330G21(a4),2.2,1.3928,1,1.691,1,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G19(a4),2.2,1.3928,1,1.691,1,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G11(a4),2.2,1.3928,1,1.691,1,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G10(a4),2.2,1.3928,1,1.691,1,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G6(a4),2.2,1.3928,1,1.691,1,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G5(a4),2.2,1.3928,1,1.691,1,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G41(a4),2.2,1.3928,1,1.691,1,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G31(a4),2.2,1.3928,1,1.691,1,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G2(a4)),2.2,1.3928,1,1.691,1,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G1(a4),2.2,1.3928,1,1.691,1,3,1.022,
Air Conditioner,GALANZ,AUS-12H53R130D25(b2),0.97,2.332,2,0.684,0.5,3,2.0097,
Air Conditioner,GALANZ,AUS-12H53R130D24(b2),0.97,2.332,2,0.684,0.5,3,2.0097,
Air Conditioner,GALANZ,AUS-12H53R130D21(b2),0.97,2.332,2,0.684,0.5,3,2.0097,
Air Conditioner,GALANZ,AUS-12H53R130D11(b2),0.97,2.332,2,0.684,0.5,3,2.0097,
Air Conditioner,GALANZ,AUS-12H53R130D10(b2),0.97,2.332,2,0.684,0.5,3,2.0097,
Air Conditioner,GALANZ,AUS-12H53R130D5(b2),0.97,2.332,2,0.684,0.5,3,2.0097,
Air Conditioner,GALANZ,AUS-12H53R130D4(b2),0.97,2.332,2,0.684,0.5,3,2.0097,
Air Conditioner,GALANZ,AUS-12H53R130D3(b2),0.97,2.332,2,0.684,0.5,3,2.0097,
Air Conditioner,GALANZ,AUS-12H53R130D2(b2),0.97,2.332,2,0.684,0.5,3,2.0097,
Air Conditioner,GALANZ,AUS-12H53R130D1(b2),0.97,2.332,2,0.684,0.5,3,2.0097,
Air Conditioner,GALANZ,AUS-30H53R330S6(a3),2.6,1.5348,1.5,1.752,1,3,1.526,
Air Conditioner,GALANZ,AUS-30H53R330S5(a3),2.6,1.5348,1.5,1.752,1,3,1.526,
Air Conditioner,GALANZ,AUS-30H53R330S4(a3),2.6,1.5348,1.5,1.752,1,3,1.526,
Air Conditioner,GALANZ,AUS-30H53R330S3(a3),2.6,1.5348,1.5,1.752,1,3,1.526,
Air Conditioner,GALANZ,AUS-30H53R330S2(a3),2.6,1.5348,1.5,1.752,1,3,1.526,
Air Conditioner,GALANZ,AUS-30H53R330S1(a3),2.6,1.5348,1.5,1.752,1,3,1.526,
Air Conditioner,TCL,TAC-12CHSA/*I(*=A;C;D;E;F;G;H;J;K;L;M;N;Q;R;Y;V;Z;BD;BE;BF;BG;BH;BJ;BM;BK;BQ;BR;BV;BU;BY;BZ),1.01,2.32,2.5,0.5,0.5,3,2.5101,
Air Conditioner,TCL,TAC-18CHSA/*I(*=A;C;D;E;F;G;H;J;K;L;M;N;Q;R;Y;V;Z;BD;BE;BF;BG;BH;BJ;BM;BK;BQ;BR;BV;BU;BY;BZ),1.64,1.54,1.5,1,0.5,3,1.5164,
Air Conditioner,TOSHIBA,RAS-B10UFV-A & RAS-10SAVR-A,0.6,3.3432,3,0.4,0.5,3,3.006,
Air Conditioner,TCL,TAC-22CHSA/*I(*=A;C;D;E;F;G;H;J;K;L;M;N;Q;R;Y;V;Z;BD;BE;BF;BG;BH;BJ;BM;BK;BQ;BR;BV;BU;BY;BZ),2.03,1.38,2,1.2,0.5,3,2.0203,
Air Conditioner,PIONEER,ASH12-DC,1.01,2.22,2,0.4,0.5,3,2.0101,
Air Conditioner,PIONEER,ASH18-DC,1.64,1.52,1.5,1.1,0.5,3,1.5164,
Air Conditioner,PIONEER,ASH24-DC,2.3,1.55,1.5,1.1,0.5,3,1.523,
Air Conditioner,GREE,GWH28FA-K3NNA1B,2.64,1.5502,1.5,2.03,1,3,1.5264,
Air Conditioner,CARRIER,42NQV045H-A +38NYV045H-A,1.42,1.5956,1.5,1.7,1,3,1.5142,
Air Conditioner,CARRIER,42NQV060M-A + 38NYV060M-A,2,1.1876,1,2,1,3,1.02,
Air Conditioner,TOSHIBA,RAS-16SKVR-A + RAS-16SAVR-A,1.41,1.5956,1.5,1.7,1,3,1.5141,
Air Conditioner,CARRIER,42NQV025H-A + 38NYV025H-A,0.66,3.3604,3,1,0.5,3,3.0066,
Air Conditioner,Mitsubishi Electric,SLZ-KA25VAL/ SUZ-KA25VA2,0.68,2.510530813,2.5,0.35,0.5,3,2.5068,
Air Conditioner,Mitsubishi Electric,SLZ-KA35VA(Q)/ SUZ-KA35VA2,1.04,2.094894512,2,0.81,0.5,3,2.0104,
Air Conditioner,GREE,GWH12MB-K3DNA4E,1.03,2.2912,2,0.28,0.5,3,2.0103,
Air Conditioner,IP Solar Hybrid Air Conditioning,IP (35GW),1.01,2.301600285,2,0,0,3,2.0101,
Air Conditioner,DOMAIN AIR,IWR-63,2.09,1.4626,1,1.65,1,3,1.0209,
Air Conditioner,DOMAIN AIR,IWR-50,1.64,1.574,1.5,1.27,0.5,3,1.5164,
Air Conditioner,LG,UTN48WH/UU48WH,4.15,1.8768,1.5,3.6,1.5,3,1.5415,
Air Conditioner,LG,UTN42WH/UU42WH,3.8,2.0924,2,2.9,1.5,3,2.038,
Air Conditioner,PROMA,PRO-32M,0.91,2.5426,2.5,0.329,0.5,3,2.5091,
Air Conditioner,CHIGO,CS-25H3A-M*AH5,0.77,2.6126,2.5,0.54,0.5,3,2.5077,
Air Conditioner,HOTPOINT,HP21WR,1.99,1.5,1.5,1.766,1,3,1.5199,
Air Conditioner,HOTPOINT,HP21WC,1.99,1.5,1.5,1.771,1,3,1.5199,
Air Conditioner,HOTPOINT,HPS13F,0.99,2.2742,2,0.75,0.5,3,2.0099,
Air Conditioner,SAIR,SFC-18,1.57,1.493454517,1,1.03,0.5,3,1.0157,
Air Conditioner,Olimpia Splendid,Unico 11.5hp AUNZ,0.86,1.74887872,1.5,0.78,0.5,3,1.5086,
Air Conditioner,Olimpia Splendid,Unico 8.5hp AUNZ,0.7,1.757411753,1.5,0.66,0.5,3,1.507,
Air Conditioner,SHARP,AC28RNCSYS,2.39,2.231358304,2,5.824,2.5,3,2.0239,
Air Conditioner,LG,W13UHM-MB61,1.29,1.5006,1.5,1,0.5,3,1.5129,
Air Conditioner,LG,W09UHM-CB61,0.86,1.5206,1.5,0.5,0.5,3,1.5086,
Air Conditioner,LG,W12UCM-CB61,1.16,1.4456,1,0.85,0.5,3,1.0116,
Air Conditioner,LG,W07UCA-GB61,0.69,1.62,1.5,0.44,0.5,3,1.5069,
Air Conditioner,LG,R24AQN-NC10/R24AQN-UC10,2.19,2.0108,2,1.3,1,3,2.0219,
Air Conditioner,LG,W05UCA-GB61,0.58,1.486,1,0.17,0.5,3,1.0058,
Air Conditioner,LG,R12AQN-NB10/R12AQN-UB10,0.95,2.9188,2.5,0.6,0.5,3,2.5095,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,SRK35ZJ-S,1.01,2.4,2,0.576,0.5,3,2.0101,
Air Conditioner,LG,UT48W/UU48WD,4.8,1.263,1,3.34,1.5,3,1.048,
Air Conditioner,LG,UT42W/UU42WD,3.95,1.808,1.5,2.4,1,3,1.5395,
Air Conditioner,LG,UT36W/UU36WD,3.34,1.446,1,1.8,1,3,1.0334,
Air Conditioner,LG,UT24W/UU24WD,2.19,1.815,1.5,1.48,1,3,1.5219,
Air Conditioner,LG,R28AWN-NC10/R28AWN-UC10,2.58,1.696,1.5,1.5,1,3,1.5258,
Air Conditioner,White Westinghouse,WSV35HRB,1,2.4512,2,0.788,0.5,3,2.01,
Air Conditioner,KELVINATOR,KSV70CRB,2.18,1.7358,1.5,1.532,1,3,1.5218,
Air Conditioner,White Westinghouse,WSV70HRB,2,1.5166,1.5,1.402,1,3,1.52,
Air Conditioner,TEMPERZONE,ISD96K OSA95RK,3.2,1.301748355,1,1.682,1,3,1.032,
Air Conditioner,E.E. Green,EEG-50-01,1.3,2.8078,2.5,1.38,1,3,2.513,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,DXK28Z4-S,2.65,1.1278,1,1.847,1,3,1.0265,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,SRK80ZK-S,2.65,1.1278,1,1.847,1,3,1.0265,
Air Conditioner,GLOBAL AIR,ASW-H18B4/SQCR1-1AU,1.45,1.8864,1.5,1.433,1,3,1.5145,
Air Conditioner,GLOBAL AIR,ASW-12B4/SQCR1-1,0.98,2.4548,2,0.658,0.5,3,2.0098,
Air Conditioner,BENSON,BENDX 1P ACHW 51 R/RC,1.7,1.381,1,1.4,1,3,1.017,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,DXK18Z3-S,1.56,1.5882,1.5,1.25,0.5,3,1.5156,
Air Conditioner,KELVINATOR,KWH47HRB,1.56,1.67,1.5,0.953,0.5,3,1.5156,
Air Conditioner,KELVINATOR,KWH62HRB,1.99,1.51,1.5,1.766,1,3,1.5199,
Air Conditioner,KELVINATOR,KWH47CRB,1.56,1.63,1.5,0.952,0.5,3,1.5156,
Air Conditioner,KELVINATOR,KSV35HRB,0.98,2.54,2.5,0.495,0.5,3,2.5098,
Air Conditioner,KELVINATOR,KSV35CRB,0.98,2.6332,2.5,0.553,0.5,3,2.5098,
Air Conditioner,KELVINATOR,KSV80HRB,2.5,1.6012,1.5,2.751,1.5,3,1.525,
Air Conditioner,LG,W09UCM-CB61,0.88,1.6674,1.5,0.7,0.5,3,1.5088,
Air Conditioner,LG,W18UCM-NB61,1.56,1.6334,1.5,1.27,0.5,3,1.5156,
Air Conditioner,LG,W18UHM-NB61,1.56,1.5514,1.5,1.34,1,3,1.5156,
Air Conditioner,LG,R24AWN-NC10/R24AWN-UC10,2.35,1.823,1.5,2,1,3,1.5235,
Air Conditioner,Ayre,T33-M11,0.89,2.855688815,2.5,0.03,0.5,3,2.5089,
Air Conditioner,ADVANTAGE AIR,AACV-185,6,1.553018705,1.5,3,1.5,3,1.56,
Air Conditioner,ADVANTAGE AIR,AACV-165,5.1,1.779147064,1.5,3.5,1.5,3,1.551,
Air Conditioner,ADVANTAGE AIR,AACV-130,4.3,1.82886764,1.5,2.1,1,3,1.543,
Air Conditioner,EUROSTAR,ESSR-50GWBP-1,1.3,2.874626798,2.5,0.858,0.5,3,2.513,
Air Conditioner,EUROSTAR,ESSR-50GWBP-1,1.3,2.874626798,2.5,0.858,0.5,3,2.513,
Air Conditioner,SUMIDA,SAC-24CHSA/BVI,2.3,1.6,1.5,1,0.5,3,1.523,
Air Conditioner,SUMIDA,SAC-22CHSA/BV,2.06,1.52,1.5,1.2,0.5,3,1.5206,
Air Conditioner,SUMIDA,SAC-18CHSA/BVI,1.64,1.54,1.5,1,0.5,3,1.5164,
Air Conditioner,SUMIDA,SAC-12CHSA/BVI,1.01,2.32,2,0.5,0.5,3,2.0101,
Air Conditioner,SUMIDA,SAC-09CHSA/BVI,0.73,2.455,2,0.2,0.5,3,2.0073,
Air Conditioner,SUMIDA,SAC-24CHSA/BV,2.3,1.36,1,1.5,1,3,1.023,
Air Conditioner,SUMIDA,SAC-18CHSA/BV,1.63,1.3982,1,0.8,0.5,3,1.0163,
Air Conditioner,SUMIDA,SAC-12CHSA/BV,0.99,2.274,2,0.5,0.5,3,2.0099,
Air Conditioner,SUMIDA,SAC-09CHSA/BV,0.74,2.333,2,0.4,0.5,3,2.0074,
Air Conditioner,PROMA,PRO-27M,0.75,2.5058,2.5,0.34,0.5,3,2.5075,
Air Conditioner,HOTPOINT,HPS23F,1.98,1.5,1.5,1.53,1,3,1.5198,
Air Conditioner,HOTPOINT,HPS91F,0.74,2,2,0.45,0.5,3,2.0074,
Air Conditioner,DIMPLEX,GD24I,2.4,1.54,1.5,2.176,1,3,1.524,
Air Conditioner,DIMPLEX,GD12I,1.03,2.29,2,0.28,0.5,3,2.0103,
Air Conditioner,DIMPLEX,GD09I,0.73,2.34,2,0.201,0.5,3,2.0073,
Air Conditioner,Ayre,T50-R410,1.63,1.39,1,0.8,0.5,3,1.0163,
Air Conditioner,Ayre,T25-R410,0.74,2.3,2,0.45,0.5,3,2.0074,
Air Conditioner,Ayre,T70-R410,2.3,1.36,1,1.5,1,3,1.023,
Air Conditioner,KELVINATOR,KWH39HRB,1.29,1.6,1.5,0.967,0.5,3,1.5129,
Air Conditioner,KELVINATOR,KWH39CRB,1.29,1.54,1.5,0.97,0.5,3,1.5129,
Air Conditioner,KELVINATOR,KWH26HRB,0.87,1.62,1.5,0.59,0.5,3,1.5087,
Air Conditioner,KELVINATOR,KWH26CRB,0.87,1.63,1.5,0.376,0.5,3,1.5087,
Air Conditioner,KELVINATOR,KWH62CRB,1.99,1.51,1.5,1.771,1,3,1.5199,
Air Conditioner,KELVINATOR,KWH20CMB,0.69,1.72,1.5,0.462,0.5,3,1.5069,
Air Conditioner,KELVINATOR,KSV62HRB,1.93,1.72,1.5,1.225,0.5,3,1.5193,
Air Conditioner,KELVINATOR,KSV70HRB,2.18,1.72,1.5,1.414,1,3,1.5218,
Air Conditioner,KELVINATOR,KSE53HRB,1.61,1.81,1.5,1.239,0.5,3,1.5161,
Air Conditioner,KELVINATOR,KSV26HRB,0.73,2.74,2.5,0.273,0.5,3,2.5073,
Air Conditioner,KELVINATOR,KSE70CRB,2.22,1.68,1.5,1.678,1,3,1.5222,
Air Conditioner,KELVINATOR,KWH53CRB,1.76,1.54,1.5,1.526,1,3,1.5176,
Air Conditioner,KELVINATOR,KSE35HRB,1.04,2.47,2,0.7,0.5,3,2.0104,
Air Conditioner,KELVINATOR,KSE35CRB,0.94,2.74,2.5,0.402,0.5,3,2.5094,
Air Conditioner,Mitsubishi Electric,SLZ-KA25VA(Q)/ SUZ-KA25VA2,0.68,2.503505526,2.5,0.35,0.5,3,2.5068,
Air Conditioner,Mitsubishi Electric,PEA-RP71EAQ/PUHZ-RP71VHA5,2.48,0.922904701,1,1.28,0.5,3,1.0248,
Air Conditioner,AKAI,AUS-12H53R130D2(b2),0.97,2.332016482,2,0.684,0.5,3,2.0097,
Air Conditioner,Sharp,AC48LZSYS,0.99,2.280469456,2,0.82,0.5,3,2.0099,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,DXK28Z4-S,2.65,1.127772392,1,1.847,1,3,1.0265,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,SRK80ZK-S,2.65,1.127772392,1,1.847,1,3,1.0265,
Air Conditioner,TEMPERZONE,ISD83K/OSA83RKS,2.86,1.372051537,1,1.523,1,3,1.0286,
Air Conditioner,MITSUBISHI ELECTRIC,PEA-RP140EAQ,4.83,0.860683348,1,1.54,1,3,1.0483,
Air Conditioner,GREE,GWH09MA-K3DNA2A,0.718,2.3482,2,0.2,0.5,3,2.00718,
Air Conditioner,KELVINATOR,KSE26HRB,0.78,2.41,2,0.469,0.5,3,2.0078,
Air Conditioner,BENSON,BENDX 1T D 175 R/RC,5.47,1.6,1.5,3.97,2,3,1.5547,
Air Conditioner,BENSON,BENDX 1T D 128 R/RC,3.96,1.7334,1.5,2.96,1.5,3,1.5396,
Air Conditioner,KELVINATOR,KSV53HRB,1.65,1.77,1.5,1.37,1,3,1.5165,
Air Conditioner,KELVINATOR,KSV26CRB,0.73,2.6378,2.5,0.345,0.5,3,2.5073,
Air Conditioner,KELVINATOR,KSE70HRB,2.2,1.66,1.5,1.756,1,3,1.522,
Air Conditioner,KELVINATOR,KWH53HRB,1.76,1.53,1.5,1.572,1,3,1.5176,
Air Conditioner,KELVINATOR,KWH20HRB,0.7,1.57,1.5,0.42,0.5,3,1.507,
Air Conditioner,KELVINATOR,KWH15CMB,0.53,1.68,1.5,0.243,0.5,3,1.5053,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,SRK25ZGA-S,0.62,3.2616,3,0.5,0.5,3,3.0062,
Air Conditioner,BENSON,BENDX 1P W 51 R/RC,1.7,1.381,1,1.4,1,3,1.017,
Air Conditioner,BENSON,BENDX 1P W 63 R/RC,2,1.4944,1,1.48,1,3,1.02,
Air Conditioner,BENSON,BENDX 1P W 34 R/RC,1,2.3482,2,0.76,0.5,3,2.01,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,SRK60ZIX-S,1.86,1.4984,1,1.335,1,3,1.0186,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,SRK60ZJX-S,1.86,1.4984,1,1.335,1,3,1.0186,
Air Conditioner,E.E. Green,EEG-35-01,0.88,3.022,3,0.7,0.5,3,3.0088,
Air Conditioner,White Westinghouse,WSV26HRB,0.61,3.9014,3.5,0.72,0.5,3,3.5061,
Air Conditioner,KELVINATOR,KSE88CRB,2.75,1.6772,1.5,2.847,1.5,3,1.5275,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,DXK12Z3-S,1.06,1.8384,1.5,0.059,0.5,3,1.5106,
Air Conditioner,Metro,MT-3.5KW,1.01,2.3232,2,0.5,0.5,3,2.0101,
Air Conditioner,GREE,GWH12MB-K3NNA4B,0.99,2.287,2,0.92,0.5,3,2.0099,
Air Conditioner,GREE,GWH12MB-K3NNA2B,0.99,2.287,2,0.92,0.5,3,2.0099,
Air Conditioner,GREE,GWH12MB-K3NNA3B,0.99,2.287,2,0.92,0.5,3,2.0099,
Air Conditioner,GREE,GJH24AC-K3MNB8A,1.99,1.5126,1.5,1.76,1,3,1.5199,
Air Conditioner,GREE,GJH12AD-K3MNB8A,1.23,1.4806,1,0.6,0.5,3,1.0123,
Air Conditioner,Mitsubishi Electric,SLZ-KA35VAL/ SUZ-KA35VA2,1.04,2.110965278,2,0.81,0.5,3,2.0104,
Air Conditioner,Mitsubishi Electric,SLZ-KA50VAL/ SUZ-KA50VA2,1.53,1.421299429,1,1.47,1,3,1.0153,
Air Conditioner,Mitsubishi Electric,SLZ-KA50VA(Q)/ SUZ-KA50VA2,1.53,1.420414856,1,1.47,1,3,1.0153,
Air Conditioner,Mitsubishi Electric,PEA-RP140EAQ/PUHZ-RP140VKA2,4.83,0.957168011,1,1.54,1,3,1.0483,
Air Conditioner,MITSUBISHI ELECTRIC,PCA-RP125HA(Q) / PUHZ-RP125VKA2,3.88,1.421748373,1,2.88,1.5,3,1.0388,
Air Conditioner,TEMPERZONE,ISD96K/OSA95RKS,3.2,1.301742267,1,1.682,1,3,1.032,
Air Conditioner,TEMPERZONE,ISDL83K/OSA83RKS,2.77,1.260455128,1,1.447,1,3,1.0277,
Air Conditioner,MITSUBISHI ELECTRIC,PEA-RP71EAQ,2.48,0.922904701,1,1.28,0.5,3,1.0248,
Air Conditioner,MITSUBISHI ELECTRIC,PEA-RP140EAQ,2.48,0.922904701,1,1.28,0.5,3,1.0248,
Air Conditioner,MITSUBISHI ELECTRIC,PEA-RP125EAQ,2.48,0.922904701,1,1.28,0.5,3,1.0248,
Air Conditioner,MITSUBISHI ELECTRIC,PEA-RP100EAQ,2.48,0.922904701,1,1.28,0.5,3,1.0248,
Air Conditioner,MITSUBISHI ELECTRIC,PEA-RP71EAQ,2.48,0.922904701,1,1.28,0.5,3,1.0248,
Air Conditioner,Fujitsu,ABTA54LCTU,4.65,1.430064986,1,3.4,1.5,3,1.0465,
Air Conditioner,TEMPERZONE,ISD83K OSA83RK,2.86,1.372058425,1,1.523,1,3,1.0286,
Air Conditioner,FUJITSU,AGTV09LAC,0.6,3.7042,3.5,0.27,0.5,3,3.506,
Air Conditioner,CARRIER,42LUVH026K+38LUVH026K,0.69,3.0226,3,0.6,0.5,3,3.0069,
Air Conditioner,solakool,CSE-25GW,0.61,2.981219498,2.5,0.4,0.5,3,2.5061,
Air Conditioner,LG,R18AQN-NC10/R18AQN-UC10,1.5,2.545,2.5,0.6,0.5,3,2.515,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,SRK25ZIX-S,0.49,5.2008,5,0.01,0.5,3,5.0049,
Air Conditioner,FUJITSU,ASTG24LFCB/AOTG24LFLB,2.04,2.095,2,1.7,1,3,2.0204,
Air Conditioner,LG,R09AQN-NB10/R09AQN-UB10,0.68,3.3578,3,0.15,0.5,3,3.0068,
Air Conditioner,FUJITSU,ASTG22LVCB,1.95,2.046,2,1.84,1,3,2.0195,
Air Conditioner,LG,M09AWN-NB11/R09AWN-UB11,0.56,4.4342,4,0.04,0.5,3,4.0056,
Air Conditioner,LG,R09AWN-NB11/R09AWN-UB11,0.56,4.4342,4,0.04,0.5,3,4.0056,
Air Conditioner,LG,E09AWN-NB11/R09AWN-UB11,0.56,4.4342,4,0.04,0.5,3,4.0056,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,SRK25ZJ-S,0.62,3.1,3,0.293,0.5,3,3.0062,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,DXK09Z3-S,0.71,2.4698,2,0.002,0.5,3,2.0071,
Air Conditioner,KELVINATOR,KSV80HRC,2.3,2.231,2,2.079,1,3,2.023,
Air Conditioner,Sun Breeze,SB-INV3.5KW-S,0.82,3.373517728,3,0.75,0.5,3,3.0082,
Air Conditioner,FUJITSU,ASTG12LVCB,0.92,3.079,3,1.23,0.5,3,3.0092,
Air Conditioner,FUJITSU,ASTG34LFCB/AOTG34LFTB,2.8,2.071,2,2.4,1,3,2.028,
Air Conditioner,Sun Breeze,SB-INV7KW-S,1.9,2.552085964,2.5,1,0.5,3,2.519,
Air Conditioner,FUJITSU,AUTA30LBLU,2.57,2.316,2,1.71,1,3,2.0257,
Air Conditioner,FUJITSU,ASTG30LFCB/AOTG30LFTB,2.42,2.098,2,2,1,3,2.0242,
Air Conditioner,FUJITSU,AGTV14LAC,1.22,2.2386,2,1.05,0.5,3,2.0122,
Air Conditioner,LG,E24AWN-NC11/R24AWN-UC11,2.35,1.823122062,1.5,2,1,3,1.5235,
Air Conditioner,LG,M24AWN-NC11/R24AWN-UC11,2.35,1.823122062,1.5,2,1,3,1.5235,
Air Conditioner,LG,R24AWN-NC11/R24AWN-UC11,2.35,1.823122062,1.5,2,1,3,1.5235,
Air Conditioner,FUJITSU,ASTA30JFCY,2.42,2.079,2,2,1,3,2.0242,
Air Conditioner,KELVINATOR,KSV35HRC,0.9,3.1532,3,0.709,0.5,3,3.009,
Air Conditioner,FUJITSU,ASTG14LUCB,1.25,2.149095726,2,1.43,1,3,2.0125,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,FDEN125VNXVD,3.86,1.43,1,2.964,1.5,3,1.0386,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,SRK20ZJ-S,0.44,4.19,4,0.079,0.5,3,4.0044,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,SRF25ZJX-S,0.521,4.245,4,0.3,0.5,3,4.00521,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,FDT100VNV,2.76,1.9686,1.5,3.7,1.5,3,1.5276,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,FDT100VNVD,2.76,1.9686,1.5,3.7,1.5,3,1.5276,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,SRK10YJ-S,0.7,2.6226,2.5,0.3,0.5,3,2.507,
Air Conditioner,LG,E22AWN-NC11/R22AWN-UC11,1.92,2.4132,2,1.1,0.5,3,2.0192,
Air Conditioner,TOSHIBA,RAS-10SKVR-A + RAS-10SAVR-A,0.6,3.3604,3,1,0.5,3,3.006,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,SRF50ZIX-S,1.39,2.1828,2,1.35,1,3,2.0139,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,SRF50ZJX-S,1.39,2.1828,2,1.35,1,3,2.0139,
Air Conditioner,Domain,CSR-70B,2.15,2.027,2,1.658,1,3,2.0215,
Air Conditioner,FUJITSU,ASTG22LVCC,1.95,2.095975962,2,1.84,1,3,2.0195,
